sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words16	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	to	4	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words17	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	call	5	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words18	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	the	6	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words19	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	tyranny	7	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words20	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	of	8	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words21	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	assumptions	9	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words22	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	into	10	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words23	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.3	p.1	t.3	23	29	11	question,	11	,
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words24	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	and	1	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words25	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	avoid	2	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words26	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	doxa,	3	,
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words27	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	the	4	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words28	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	realm	5	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words29	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	of	6	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words30	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	the	7	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words31	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.4	p.1	t.4	29	33	8	unquestioned,	8	,
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words32	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	then	1	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words33	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	we	2	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words34	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	must	3	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words35	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	be	4	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words36	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	willing	5	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words37	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	to	6	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words38	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	subject	7	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words39	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	our	8	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words40	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	own	9	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words41	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.5	p.1	t.5	33	36	10	assumptions	10	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words42	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.6	p.1	t.6	36	40	4	to	1	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words43	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.6	p.1	t.6	36	40	4	debate	2	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words44	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.6	p.1	t.6	36	40	4	and	3	None
AshrafGhani_2005G.AG.p.1.sent.2	AshrafGhani_2005G.AG.words45	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.6	p.1	t.6	36	40	4	discussion.	4	.
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words46	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	It	1	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words47	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	is	2	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words48	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	in	3	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words49	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	this	4	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words50	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	spirit	5	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words51	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	that	6	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words52	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	I	7	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words53	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	join	8	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words54	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	into	9	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words55	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	a	10	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words56	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.7	p.1	t.7	40	45	11	discussion	11	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words57	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	of	1	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words58	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	one	2	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words59	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	of	3	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words60	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	the	4	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words61	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	critical	5	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words62	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	issues	6	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words63	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	of	7	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words64	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	our	8	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words65	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.8	p.1	t.8	45	48	9	time,	9	,
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words66	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	namely,	1	,
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words67	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	how	2	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words68	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	to	3	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words69	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	mobilize	4	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words70	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	different	5	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words71	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	forms	6	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words72	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	of	7	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words73	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.9	p.1	t.9	48	52	8	capital	8	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words74	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.10	p.1	t.10	52	54	6	for	1	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words75	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.10	p.1	t.10	52	54	6	the	2	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words76	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.10	p.1	t.10	52	54	6	project	3	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words77	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.10	p.1	t.10	52	54	6	of	4	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words78	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.10	p.1	t.10	52	54	6	state	5	None
AshrafGhani_2005G.AG.p.1.sent.3	AshrafGhani_2005G.AG.words79	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.1.seg.10	p.1	t.10	52	54	6	building.	6	.
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words80	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.11	p.2	t.11	54	57	6	To	1	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words81	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.11	p.2	t.11	54	57	6	put	2	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words82	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.11	p.2	t.11	54	57	6	the	3	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words83	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.11	p.2	t.11	54	57	6	assumptions	4	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words84	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.11	p.2	t.11	54	57	6	very	5	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words85	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.11	p.2	t.11	54	57	6	clearly:	6	:
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words86	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.12	p.2	t.12	57	62	7	capitalism,	1	,
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words87	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.12	p.2	t.12	57	62	7	after	2	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words88	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.12	p.2	t.12	57	62	7	150	3	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words89	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.12	p.2	t.12	57	62	7	years,	4	,
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words90	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.12	p.2	t.12	57	62	7	has	5	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words91	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.12	p.2	t.12	57	62	7	become	6	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words92	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.12	p.2	t.12	57	62	7	acceptable,	7	,
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words93	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.13	p.2	t.13	62	64	4	and	1	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words94	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.13	p.2	t.13	62	64	4	so	2	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words95	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.13	p.2	t.13	62	64	4	has	3	None
AshrafGhani_2005G.AG.p.2.sent.4	AshrafGhani_2005G.AG.words96	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.13	p.2	t.13	62	64	4	democracy.	4	.
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words97	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	If	1	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words98	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	we	2	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words99	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	looked	3	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words100	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	in	4	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words101	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	the	5	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words102	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	world	6	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words103	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	of	7	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words104	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.14	p.2	t.14	64	68	8	1945	8	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words105	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	and	1	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words106	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	looked	2	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words107	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	at	3	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words108	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	the	4	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words109	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	map	5	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words110	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	of	6	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words111	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	capitalist	7	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words112	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	economies	8	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words113	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	and	9	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words114	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	democratic	10	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words115	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.15	p.2	t.15	68	73	11	polities,	11	,
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words116	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	they	1	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words117	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	were	2	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words118	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	the	3	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words119	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	rare	4	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words120	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	exception,	5	,
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words121	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	not	6	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words122	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	the	7	None
AshrafGhani_2005G.AG.p.2.sent.5	AshrafGhani_2005G.AG.words123	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.16	p.2	t.16	73	78	8	norm.	8	.
AshrafGhani_2005G.AG.p.2.sent.6	AshrafGhani_2005G.AG.words124	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.17	p.2	t.17	78	80	4	The	1	None
AshrafGhani_2005G.AG.p.2.sent.6	AshrafGhani_2005G.AG.words125	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.17	p.2	t.17	78	80	4	question	2	None
AshrafGhani_2005G.AG.p.2.sent.6	AshrafGhani_2005G.AG.words126	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.17	p.2	t.17	78	80	4	now,	3	,
AshrafGhani_2005G.AG.p.2.sent.6	AshrafGhani_2005G.AG.words127	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.17	p.2	t.17	78	80	4	however,	4	,
AshrafGhani_2005G.AG.p.2.sent.6	AshrafGhani_2005G.AG.words128	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.18	p.2	t.18	80	85	7	is	1	None
AshrafGhani_2005G.AG.p.2.sent.6	AshrafGhani_2005G.AG.words129	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.18	p.2	t.18	80	85	7	both	2	None
AshrafGhani_2005G.AG.p.2.sent.6	AshrafGhani_2005G.AG.words130	AshrafGhani_2005G	0003	3	AG	AshrafGhani_2005G.AG.p.2.seg.18	p.2	t.18	80	85	7	about	3	None
