word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
ways		0.64	2.1812	0.0	-2.6102	6.4354	1.2595	19.0601
to	,	0.16	1.0906	0.0	-3.3939	1.2413	-3.3881	11.9674
some		0.19	0.6475	0.0	-0.7483	3.3829	0.4827	13.145
of		0.07	0.4771	0.0	-2.4017	3.5344	3.5986	9.03
the		0.1	0.454	0.0	-3.4886	1.9173	-2.1183	12.0025
things		0.38	0.8629	0.0	-1.5006	4.8487	-0.0727	20.8557
that		0.12	0.409	0.0	-3.0418	1.9297	0.6175	12.7095
i've		0.2	0.9093	0.0	-3.8803	3.003	-0.1088	14.1713
heard		0.48	1.3087	0.0	-3.3727	9.7761	2.1236	12.6628
i	.	0.03	0.409	0.0	0.0	0.0	-6.6415	0.0
came		0.3	1.0224	2.46	0.4116	4.2736	1.9369	17.8061
directly		0.62	1.0565	0.0	1.7211	7.5063	1.809	15.6255
here		0.33	1.1247	0.0	-0.7473	6.5095	1.6502	16.5317
from		0.18	0.6135	0.0	-4.7878	4.1778	0.9506	7.0293
the		0.12	0.5453	1.41	-1.1124	4.252	4.0762	14.0623
deep		0.58	1.9767	0.0	1.7316	7.8054	1.0492	18.9506
deep	,	0.43	1.4655	0.0	1.606	3.1914	-0.5919	20.1613
tropical		0.6	1.0224	0.0	1.3176	5.2203	-0.6014	17.5874
rainforest		1.05	1.4314	0.0	-2.1707	6.6851	0.7243	20.6352
in		0.15	1.0224	0.0	-1.3917	4.0981	-0.684	18.2557
ecuador		0.73	1.4219	0.0	-3.4212	7.6054	-0.3531	19.4153
where	,	0.28	0.7634	0.53	-0.7911	1.1463	6.299	10.9129
i		0.15	2.0449	0.0	0.5577	2.4567	2.1447	13.6631
was		0.23	1.0456	0.0	-0.7644	2.5399	1.4863	14.8263
out		0.39	1.7722	0.0	-0.4114	3.3729	0.9996	16.7213
you		0.09	0.409	0.0	-0.9098	1.072	2.2462	10.5807
could		0.17	0.4635	0.0	-0.4922	3.6136	-3.3589	18.0306
only		0.21	0.7157	0.0	-0.7461	1.5802	6.7119	2.0903
get		0.26	1.1819	0.0	-1.8425	4.2362	-1.7239	17.2131
there		0.16	0.4362	0.0	-2.1052	2.4112	2.1449	16.4674
by		0.18	1.2269	0.0	-3.1071	3.1671	2.0089	14.4491
a		0.15	2.0449	0.0	-4.4059	2.6068	-2.6533	13.2742
plane		0.56	1.5268	0.0	-11.4047	9.4368	1.8793	15.423
with		0.6	2.0449	0.41	1.447	3.7574	-0.7715	19.818
indigenous		0.66	0.8997	0.0	1.0887	6.4897	1.3534	17.7011
people		0.46	1.0456	0.0	0.2599	3.8075	0.9965	16.7339
with		0.19	0.6475	0.0	-0.9553	1.1874	0.5771	19.469
paint		0.39	1.0633	0.0	0.3216	3.4567	0.4426	20.7914
on		0.13	0.8861	0.0	-2.0053	4.2347	4.255	6.7225
their		0.21	0.5726	0.0	-2.8611	1.6854	2.8132	12.5811
faces		0.56	1.5268	0.0	-3.7601	3.4634	0.4005	17.3858
and		0.26	1.1819	0.46	-2.9956	2.5552	4.0451	10.6083
parrot		0.39	0.8861	0.0	-1.2486	3.194	0.2303	18.5109
feathers		0.4	0.6816	0.0	-1.4571	6.6817	-0.8118	15.8059
on		0.16	1.0906	0.0	-2.4304	2.6723	3.6217	5.3793
their		0.16	0.4362	0.0	-3.5307	1.5678	2.2475	5.9313
headdresses		0.83	1.0292	0.0	-4.0468	6.4362	0.5665	16.0229
where	,	0.41	1.1179	0.48	-0.3834	2.3111	2.6893	18.3378
these		0.29	0.7907	0.0	1.0108	4.3141	2.5417	17.4735
people		0.39	0.8861	0.0	1.3057	6.1728	-1.0743	18.7955
are		0.33	1.4996	0.0	-1.048	3.2529	-1.1482	16.4299
fighting		0.54	0.9202	0.0	2.9719	4.1842	-0.3649	15.9704
to		0.28	1.9085	0.56	0.1546	6.7338	3.1517	14.9733
try		0.54	2.4538	0.0	-0.6493	4.4896	2.7656	16.4859
and		0.34	1.5445	0.0	-2.7417	3.5993	0.0291	15.4377
keep		0.47	1.6018	0.0	-7.7923	7.7853	-3.7112	19.4805
the		0.14	0.6366	0.0	-12.3759	2.6592	-3.3377	18.3445
oil		0.25	1.1356	0.0	-12.8504	1.9167	3.1916	17.489
companies		0.6	0.9093	0.0	-13.0797	4.2	0.5081	15.8522
and	,	0.12	0.5453	0.0	0.0	0.0	-1.4187	8.9989
keep		0.24	0.8179	0.0	-11.9494	2.671	-2.2672	18.7699
the		0.13	0.5903	0.0	-12.7077	2.3392	3.7301	12.5611
roads		0.65	1.7722	0.0	-7.3498	11.18	1.5208	18.3279
out	,	0.18	0.8179	0.35	-0.9675	2.3158	1.6666	15.9622
of		0.08	0.5453	0.0	-1.8551	5.5112	1.3832	11.8043
their		0.24	0.6544	0.0	-4.0306	2.4083	2.1043	15.6888
forests		0.47	0.9147	0.0	-3.455	7.3786	-0.3778	16.5924
they're	.	0.25	0.5685	0.73	-1.2642	0.8427	3.5752	13.8022
fighting		0.59	1.0047	0.0	1.7076	6.1428	0.8953	16.7188
to		0.13	0.8861	0.0	1.7067	4.8855	-1.404	15.4845
develop		0.46	0.8956	0.0	0.1438	4.214	0.646	20.1761
their		0.19	0.518	0.0	-0.171	2.9496	0.016	16.2463
own		0.25	1.1356	0.0	-0.0632	5.4978	4.7339	14.9182
way		0.26	1.1819	0.0	0.5888	4.8118	5.3601	3.1993
of		0.1	0.6816	0.0	-2.9368	2.8006	0.5302	5.2953
living		0.36	0.8179	0.0	-0.7077	4.9906	3.4855	14.6938
within		0.29	0.6584	0.33	2.423	10.1727	4.7168	10.5874
the		0.1	0.454	0.0	1.2822	8.698	3.7398	11.8949
forest		0.63	1.4314	0.0	-3.3821	4.3631	-2.1502	19.5068
in		0.14	0.9543	0.0	1.3354	4.8301	5.6972	5.6589
a		0.07	0.9543	0.0	1.1084	0.5692	5.0321	3.9725
world		0.32	0.8725	0.0	2.4269	2.5607	5.0394	7.2498
that's		0.24	0.6544	0.0	1.1279	2.2502	-4.3743	19.7447
clean		0.47	1.2814	0.0	-0.8445	9.8763	0.3147	17.7227
a	,	0.09	1.2269	0.0	-5.1162	1.7627	1.9528	1.962
world		0.25	0.6816	0.0	-1.4749	4.7407	3.721	5.4886
that		0.12	0.409	0.0	-0.2524	1.7387	0.0504	14.8746
isn't		0.26	0.8861	0.0	-0.4582	4.3319	-0.3155	14.9058
contaminated		1.01	1.1478	0.0	-3.4406	9.4376	0.4529	16.0569
a	,	0.08	1.0906	0.82	-1.7381	1.4132	4.8888	5.6649
world		0.34	0.927	0.0	-1.9018	3.4255	5.4245	8.8392
that		0.12	0.409	0.0	-3.5905	2.6164	0.5716	10.6717
isn't		0.53	1.8063	0.0	-3.168	4.7721	-2.3538	16.2688
polluted		0.7	1.1928	0.0	-2.4333	6.2046	-0.9203	20.37
and	.	0.12	0.5453	0.81	-0.3543	1.2937	3.0983	6.51
what		0.17	0.5794	0.0	1.8489	2.8264	2.7301	13.6547
was		0.12	0.5453	0.0	3.4099	2.9266	-0.1318	15.0938
so		0.25	1.704	0.0	3.4611	3.8327	3.4945	12.0996
amazing		0.61	1.1874	0.0	1.6543	3.867	4.5919	14.0089
to		0.15	1.0224	0.0	2.2661	4.2265	-1.5174	12.7073
me		0.19	1.2951	0.0	0.8844	0.9903	5.4391	2.8953
and	,	0.09	0.409	0.0	-0.4008	2.4571	5.8116	1.487
what		0.23	0.7839	0.0	-1.4787	2.9419	-2.0189	15.2073
fits		0.3	1.0224	0.0	0.0882	3.8419	-3.8994	20.8168
right		0.33	0.8997	0.0	0.7276	9.3376	0.8789	15.9997
in		0.42	2.8628	0.0	0.4931	4.9684	0.1516	18.9945
with		0.26	0.8861	0.0	-12.0144	2.6298	-5.7374	20.2886
what		0.17	0.5794	0.0	-5.7745	8.1199	0.0064	18.3411
we're		0.16	0.5453	0.0	-1.407	1.6871	4.5037	13.9619
all		0.15	0.6816	0.0	-1.143	2.3817	4.7563	3.9958
talking		0.45	0.8766	0.0	-0.8888	3.3014	-1.0582	16.7095
about		0.41	1.1179	0.0	-4.9048	3.9215	0.2749	15.4965
here		0.21	0.7157	0.38	-12.1954	3.3006	5.1283	10.7363
at		0.19	1.2951	0.0	-14.9383	1.3539	-3.063	16.8772
ted		0.43	1.9535	0.0	-14.3182	2.6573	1.7462	14.6471
is	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
that		0.0	1.0	0.0	-0.6094	0.9922	-3.7069	19.3
there		0.4	1.0906	0.0	1.8208	3.9545	4.9122	16.3943
right	,	0.25	0.6816	0.0	1.219	5.2139	1.9763	14.5291
in		0.13	0.8861	0.0	2.4139	1.2982	2.9502	13.9873
the		0.06	0.2726	0.0	2.837	0.5458	4.4719	2.1094
middle		0.28	0.6366	0.0	1.568	2.3349	3.6049	16.1288
of		0.12	0.8179	0.0	2.2989	1.5533	-0.7781	17.6469
this		0.21	0.7157	0.0	2.3731	1.1675	-1.6891	17.8914
rainforest		0.97	1.3223	0.0	-3.0232	7.5047	-0.7853	18.8087
was	,	0.76	3.4531	0.51	-1.9555	1.5181	-4.8186	20.2024
some		0.4	1.3632	0.0	-2.9264	2.538	-0.0729	10.5734
solar		0.35	0.9543	0.0	-0.695	8.6165	2.1099	15.6234
panels		0.55	1.2501	0.0	-1.5523	8.2917	1.5929	14.1885
the		0.11	0.5003	0.0	0.2128	0.0979	-0.5995	7.9733
first		0.41	1.1179	0.0	0.2936	4.0889	0.9622	14.2763
in		0.12	0.8179	0.0	0.428	2.5937	5.0712	3.0024
that		0.26	0.8861	0.0	-0.8972	2.9756	-0.9262	19.3564
part		0.31	1.0565	0.0	-0.2921	4.3834	0.2481	17.1636
of		0.09	0.6135	0.0	-2.7082	4.4159	0.7366	8.4304
ecuador		0.65	1.2664	0.0	-5.1692	6.489	0.3435	14.0888
and		0.18	0.8179	0.61	-1.9327	2.2267	3.5516	5.7593
that		0.15	0.5112	0.0	-0.0763	3.5565	4.5436	11.1602
was		0.17	0.773	0.0	2.9516	3.8972	0.0253	13.5799
mainly		0.45	1.0224	0.0	0.4369	5.1885	5.2796	8.8298
to		0.17	1.1587	0.0	0.7225	5.0082	-0.9787	13.4016
bring		0.33	0.8997	0.0	-0.059	2.2018	4.4013	14.8764
water		0.41	1.1179	0.0	-0.694	4.5324	0.6351	14.8858
up		0.24	1.6359	0.0	-3.7377	2.0707	-2.3112	17.8855
by		0.16	1.0906	0.0	-2.7703	2.1122	1.1974	17.4089
pump		0.41	1.3973	0.0	-3.5041	2.7085	-2.2533	18.3774
so		0.14	0.9543	0.0	-1.9827	1.6125	-0.8473	12.1155
that		0.17	0.5794	0.0	-4.2872	2.4203	-1.3945	14.5926
the		0.09	0.409	0.0	-3.0527	1.9479	0.8968	16.6921
women		0.32	0.8725	0.0	-1.9486	3.9695	4.7293	6.2718
wouldn't		0.26	0.5058	0.0	-2.4705	2.1098	1.7326	13.9603
have		0.19	0.6475	0.0	-2.7884	0.9941	-4.0943	18.184
to		0.11	0.7498	0.0	-2.2437	2.352	-2.4199	17.1108
go		0.19	1.2951	0.0	-2.96	1.2774	1.3586	17.406
down		0.47	1.6018	0.0	-4.7018	4.3303	2.3257	10.307
the	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
water		0.0	1.0	0.0	-0.6213	7.0466	2.9546	15.9944
was		0.19	0.8629	0.0	0.3052	1.8543	2.2913	14.6766
cleaned		0.63	1.2269	0.0	-2.832	9.0705	1.3139	14.1745
but	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
because		0.0	1.0	0.0	0.0406	5.2245	0.3622	18.4681
they		0.13	0.4431	0.0	2.2038	1.496	2.3901	14.3386
got		0.18	0.8179	0.0	1.4597	1.8021	2.6328	13.1775
a		0.05	0.6816	0.0	1.2396	3.1678	6.1048	3.597
lot		0.25	1.1356	0.0	-2.4918	6.326	2.0322	12.637
of		0.1	0.6816	0.0	-11.1541	6.6117	3.0844	9.8745
batteries		0.52	0.7879	0.0	-12.5382	2.723	2.0696	15.9252
they	,	0.11	0.3749	0.0	-2.7426	2.9267	4.2615	3.4814
were		0.1	0.3408	0.0	-3.5155	0.6839	3.8518	2.412
able		0.19	0.6475	0.0	-2.4648	2.2222	3.5941	8.0253
to		0.08	0.5453	0.0	-2.3427	0.5428	-0.3881	7.6027
store		0.45	1.2269	0.0	-0.964	2.4278	1.7832	14.1318
a		0.03	0.409	0.0	-1.1701	0.7011	4.4644	1.9567
lot		0.19	0.8629	0.0	-2.0058	2.8973	2.0217	13.4666
of		0.1	0.6816	0.0	-1.9165	3.2951	1.8706	8.1676
electricity		0.83	1.0292	0.0	-3.1185	4.0905	-0.8566	17.7896
so	.	0.11	0.7498	0.33	0.0	0.0	-1.8417	17.9363
every		0.49	1.336	0.0	1.0487	7.1537	-1.7118	20.0576
house		0.58	1.5814	0.0	-1.9503	7.8927	-1.4323	19.4279
and		0.12	0.5453	0.0	-2.1751	0.5225	-3.5771	10.6853
there		0.09	0.2454	0.0	-2.6284	2.0733	3.5107	2.0538
were		0.22	0.7498	0.0	-5.1497	4.2363	-1.1853	16.5658
i	,	0.05	0.6816	0.0	-8.0734	0.8028	-1.4248	9.0932
think		0.23	0.6271	0.0	-12.0502	6.9753	-2.8404	15.8671
eight	,	0.23	0.6271	0.0	-12.5998	2.3336	1.3199	14.7484
houses		0.49	1.1138	0.0	-13.948	2.7842	0.5763	17.5828
in		0.15	1.0224	0.0	-4.5834	2.8247	2.3915	2.241
this		0.16	0.5453	0.0	-4.3119	2.7888	-1.1126	11.5145
little		0.21	0.4771	0.0	-2.3366	3.3509	-0.5336	11.2235
community		0.66	0.9993	0.0	-3.2186	6.27	-0.2976	19.6372
could		0.0	1.0	0.0	0.0	0.0	0.0	0.0
have		0.0	1.0	0.0	-0.0809	2.5134	-0.0929	16.5773
light		0.41	1.1179	0.0	-1.5147	2.6011	0.9739	18.366
for		0.18	0.8179	0.37	-1.0056	3.7134	4.3234	5.8926
i	,	0.07	0.9543	0.0	-1.5248	0.3613	2.8455	4.978
think		0.19	0.518	0.0	0.181	4.9431	1.0993	18.6135
it		0.12	0.8179	0.0	-1.6767	1.3697	0.4449	14.2527
was		0.13	0.5903	0.0	-1.8553	1.7601	2.7906	6.4718
about		0.31	0.8452	0.0	-2.99	4.3329	1.5627	12.1617
half		0.33	1.1247	0.0	-0.8397	2.0647	-0.8051	17.7616
an		0.14	0.9543	0.0	-1.2207	3.5218	4.0622	12.1651
hour		0.27	0.9202	0.0	-3.7615	3.4256	2.3101	10.506
each		0.28	0.9543	0.0	-2.4483	2.5704	-0.0755	16.4144
evening		0.5	0.9733	0.0	-2.6398	7.0433	1.9434	17.0569
and	.	0.26	1.1819	0.91	9.8551	6.5523	2.1096	13.3814
there		0.39	1.0633	0.0	12.5669	3.3977	3.3116	18.4789
is		0.23	1.5677	0.0	13.443	0.5864	-2.1582	17.3028
the		0.12	0.5453	0.0	13.1275	1.7573	-1.462	17.7727
chief		0.47	1.2814	0.0	7.1594	11.3938	0.3262	18.6517
in	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
all		0.0	1.0	0.0	1.5471	4.6096	4.6189	13.5736
his		0.28	1.2719	0.0	2.2372	4.4943	-1.5377	16.0051
regal		0.33	0.8997	0.58	1.9118	4.9867	2.8835	17.3147
finery		0.59	1.3401	0.0	-2.761	6.5648	1.1588	15.7986
with	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	-1.4112	1.0842	6.1436	10.1005
laptop		0.61	1.3864	0.0	-2.5037	3.8934	-3.0976	20.9393
computer		0.59	1.0047	0.0	-2.766	5.5236	-0.1738	15.9661
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
this		0.0	1.0	0.0	0.0	0.0	-4.6736	7.4764
man		0.54	2.4538	0.0	12.3921	6.2274	-0.1363	17.4542
he	,	0.09	0.6135	0.77	5.5838	1.667	4.6271	9.0439
has		0.31	1.4082	0.0	4.3829	8.1593	-2.0402	17.9392
been		0.26	0.8861	0.0	0.8534	6.7194	3.991	16.3708
outside		1.09	2.1226	0.0	-3.2745	6.6883	-2.2956	18.179
but	,	0.1	0.454	0.0	1.0702	1.4811	0.2891	14.4048
he's		0.24	1.0906	0.0	2.2611	3.6441	-1.2328	16.3843
gone		0.32	1.0906	0.0	-1.6176	4.4125	0.8829	17.5179
back		0.3	1.0224	0.0	-4.672	3.1356	-0.0026	17.3752
and	,	0.48	2.1812	0.85	0.8942	2.3363	0.808	18.9159
he		0.28	1.9085	0.0	4.0535	5.5084	-0.9456	18.2469
was		0.18	0.8179	0.0	3.2005	3.9729	1.591	11.927
saying		0.48	1.0906	0.0	2.5172	3.786	2.485	16.0452
you	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
know		0.0	1.0	0.0	0.8996	6.5253	4.4013	15.3561
we	,	0.39	2.6583	0.0	2.8996	5.9191	1.9845	16.7971
have		0.57	1.9426	0.57	4.5275	3.7475	-3.4524	18.9132
suddenly		0.51	0.8697	0.0	2.9109	9.8223	3.6405	16.5329
jumped		0.44	0.9993	0.0	-9.2947	10.7039	-1.5085	19.7971
into		0.37	1.261	0.0	-11.0501	5.2687	3.2385	14.996
a		0.79	10.7696	0.0	12.4385	5.1329	0.9209	18.5615
whole		0.35	0.9543	0.0	0.0	0.0	1.6127	19.1293
new		0.3	1.3632	0.0	12.1863	4.3328	4.1878	16.7969
era		0.43	1.9535	0.0	9.7338	7.0372	0.2274	19.8597
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
we		0.0	1.0	0.0	2.7457	4.8188	5.0602	7.1915
didn't		0.27	0.7361	0.0	3.942	7.4486	4.943	13.7491
even		0.24	0.8179	0.0	1.2868	2.7185	5.1095	4.0533
know		0.2	0.6816	0.0	0.1878	2.5376	6.2325	4.0622
about		0.29	0.7907	0.0	-2.5637	6.2444	1.4812	16.6483
the		0.1	0.454	0.0	-2.2917	1.982	3.3031	8.5232
white		0.38	1.0361	0.0	-2.4798	4.6867	1.0345	18.7011
man		0.27	1.2269	0.0	-3.6851	4.2466	2.7178	6.3737
fifty		0.37	1.0088	0.0	-2.5955	1.9067	-3.74	17.6759
years		0.25	0.6816	0.0	-4.4081	2.7673	0.9423	10.5202
ago		0.25	1.1356	0.0	-4.5849	3.6057	1.7325	16.2313
and	,	0.11	0.5003	0.0	-5.8254	2.0765	2.4154	2.9897
now		0.19	0.8629	0.0	-0.9395	4.9585	4.3887	3.6201
here		0.26	0.8861	0.0	0.855	3.0023	4.669	7.5646
we		0.17	1.1587	0.0	1.1158	3.7238	4.4317	2.4377
are		0.2	0.9093	0.0	-3.2569	2.2668	2.6588	6.998
with		0.11	0.3749	0.0	-3.71	0.2733	-4.6384	14.193
laptop		0.54	1.2269	0.0	-1.6179	3.3014	-2.7594	20.3443
computers		0.66	0.9993	0.0	-1.7958	3.9366	-1.6062	19.1403
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
there		0.0	1.0	0.0	0.0	0.0	0.0	0.0
are		0.0	1.0	0.0	-8.3846	1.2826	3.3497	12.1912
some		0.24	0.8179	0.0	-6.0807	8.9894	0.8794	14.2892
things		0.3	0.6816	0.0	-1.3214	6.2971	1.989	16.665
we		0.16	1.0906	0.0	1.8759	2.118	4.5215	5.4446
want		0.31	1.0565	0.0	6.6879	10.6155	2.4424	16.0714
to		0.14	0.9543	0.0	11.3783	5.6433	0.3795	10.9352
learn		0.34	0.927	0.0	7.0974	2.6796	2.1469	11.009
from		0.14	0.4771	0.0	9.449	3.6921	-1.6894	14.2595
the		0.07	0.3176	0.0	9.3899	1.1417	4.0697	2.0675
modern		0.32	0.7266	0.0	8.2175	2.0878	0.8678	14.3542
world		0.34	0.927	0.0	7.3152	3.5972	3.0032	3.4903
we	.	0.14	0.9543	0.0	-0.0459	2.1023	4.9312	4.3955
want		0.27	0.9202	0.0	1.4859	3.8818	0.8567	15.3456
to		0.1	0.6816	0.0	2.6146	1.3081	-2.4466	18.0666
know		0.16	0.5453	0.0	-1.8244	5.2618	4.7473	4.4068
about		0.3	0.8179	0.0	-2.2036	2.0845	-0.1509	18.3596
health		0.81	1.8404	0.36	5.2923	5.2005	-3.8865	20.9234
care		0.45	1.5336	0.0	-2.1023	11.3829	0.9875	16.274
we	.	0.16	1.0906	0.0	-1.8892	5.0015	5.021	3.1884
want		0.3	1.0224	0.0	-0.1306	5.0018	0.9743	18.937
to		0.12	0.8179	0.0	1.0263	3.7016	-1.4333	12.8505
know		0.36	1.2269	0.0	-2.1126	2.6113	3.5873	18.1541
about		0.3	0.8179	0.66	0.1046	2.7915	1.6911	18.9501
what		0.15	0.5112	0.0	0.9466	3.0965	1.6042	14.3457
other		0.22	0.5998	0.0	1.1488	4.296	2.323	16.0278
people		0.4	0.9093	0.0	1.6303	4.3796	-0.2634	17.24
do		0.27	1.8404	0.0	1.7778	6.1114	2.634	19.7338
we're		0.19	0.6475	0.0	-4.046	8.801	2.5799	11.9263
interested		0.63	0.8588	0.0	-11.5093	10.1473	-2.3199	20.6859
in		0.16	1.0906	0.0	0.0	0.0	1.6061	8.8514
it		0.24	1.6359	0.0	0.0	0.0	-3.2718	14.5251
and	.	0.26	1.1819	0.42	0.377	1.5552	2.3289	19.4877
we		0.12	0.8179	0.0	2.1193	1.8658	2.8383	11.2452
want		0.26	0.8861	0.0	1.6068	4.2625	3.343	15.136
to		0.12	0.8179	0.0	2.1033	3.7346	-0.1559	12.5562
learn		0.29	0.7907	0.0	1.3029	1.3939	5.5903	4.8073
other		0.17	0.4635	0.0	1.1108	2.6271	4.0727	4.9247
languages		0.7	1.0606	0.0	2.1267	12.5807	1.4373	17.3717
we	.	0.1	0.6816	0.0	11.4936	0.6485	3.7823	8.3589
want		0.28	0.9543	0.0	10.9205	3.2506	-0.2185	17.2407
to		0.1	0.6816	0.0	12.969	1.9719	0.0061	11.5012
know		0.3	1.0224	0.0	9.7168	3.6769	4.307	7.2017
english		0.54	1.0511	0.0	9.9102	7.5593	2.6942	10.4167
and		0.28	1.2719	0.0	6.8531	1.7363	0.5442	10.7722
french		0.52	1.1819	0.88	1.8468	11.6043	0.1689	16.6508
and		0.16	0.7266	0.0	-5.426	3.1155	-0.5061	10.6023
perhaps		0.4	0.7784	0.0	-8.2262	2.0356	-1.776	16.5471
chinese		0.69	1.3441	0.0	-11.5078	6.9684	2.5527	18.8443
and	,	0.1	0.454	0.0	-2.2248	1.5397	2.7735	2.1325
we're		0.14	0.4771	0.0	-1.669	2.5026	4.9497	2.8088
good		0.24	0.8179	0.0	0.8055	7.3893	1.6229	16.2682
at		0.11	0.7498	0.0	0.3278	2.8207	-0.6782	16.6141
languages		0.84	1.2719	0.0	1.4302	11.1603	-1.0224	18.0505
so	.	0.14	0.9543	0.67	11.7458	2.9752	4.2113	10.2822
there		0.29	0.7907	0.0	0.8404	10.1123	4.8946	8.9509
he		0.2	1.3632	0.0	1.301	2.6025	1.9325	11.9703
is		0.2	1.3632	0.0	-0.4295	1.1601	3.3015	14.0399
with		0.16	0.5453	0.0	-1.2064	1.5869	-0.9612	15.2519
his		0.18	0.8179	0.0	-0.5907	2.0624	-1.1728	15.0483
little		0.34	0.773	0.0	-1.9309	4.3027	-0.9861	18.3315
laptop		0.59	1.3401	0.0	-2.7811	2.8241	-3.1411	17.4266
computer		0.52	0.8861	0.0	-3.1904	4.2922	-0.4429	17.6718
but	,	0.31	1.4082	0.34	0.338	0.5019	-4.9584	18.2831
fighting		0.71	1.2092	0.0	-1.4863	5.5997	-1.3062	18.9739
against		0.46	0.8956	0.0	-3.809	3.4962	-1.6837	17.8975
the		0.11	0.5003	0.0	-2.9115	0.8726	0.8924	14.1855
might		0.48	1.3087	0.0	-4.4427	6.9147	0.7834	12.7048
of		0.59	4.0215	0.5	-5.3167	1.0861	-3.3674	18.4238
the		0.26	1.1819	0.0	-5.6661	2.9265	-1.3046	16.7785
pressures		0.68	1.0306	0.0	-11.115	5.9075	-1.351	20.0843
because		0.33	0.6421	0.34	11.2353	4.2166	-0.4419	17.2479
of		0.14	0.9543	0.0	8.7345	3.4297	-1.3685	13.5356
the		0.49	2.2262	0.0	5.1174	7.6467	-0.6014	17.8374
