word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
kinds		0.22	0.3184	0.0	-4.7087	2.6365	-2.6159	13.9127
of		0.07	0.2533	0.0	-4.9676	1.2538	-4.8514	2.518
art		0.23	0.5551	0.0	-5.4791	3.4654	-0.0891	18.1825
with		0.13	0.2352	0.0	-5.2599	1.478	-11.5218	14.4915
the		0.07	0.1686	0.0	-5.1155	0.4105	-13.3983	12.2132
computer		0.69	0.6239	0.0	-7.0593	6.5798	-1.3766	25.3789
and	.	0.37	0.8924	0.0	-3.806	3.7384	-3.2294	20.5801
i		0.07	0.5066	0.0	-3.1194	0.3838	0.0854	6.2426
think		0.24	0.3474	0.0	-1.9311	2.9649	-5.0223	21.0663
the		0.14	0.338	0.0	-3.9632	2.5686	-0.4533	15.7514
main		0.0	1.0	0.0	0.0	0.0	0.0	0.0
thing		0.0	1.0	0.0	0.0	0.0	0.0	0.0
that		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i'm		0.0	1.0	0.0	0.0	0.0	0.0	0.0
interested		0.0	1.0	0.0	-1.978	4.8435	-7.5001	23.8266
in		0.17	0.6152	0.0	-5.1048	1.3034	-0.4516	0.857
is		0.14	0.5066	0.0	-5.7532	0.6001	-8.576	9.9332
trying		0.26	0.3134	0.0	-4.3709	1.8589	-4.5862	19.8314
to		0.06	0.2171	0.0	-5.0474	0.2644	-7.3633	9.2021
find		0.24	0.4342	0.0	-5.1932	0.7018	-3.3677	18.0769
a		0.06	0.4342	0.0	-5.6152	0.472	-0.7303	0.7601
way		0.2	0.4827	0.0	-5.1757	1.4197	2.2734	5.91
of		0.0	1.0	0.0	0.0	0.0	0.0	0.0
making		0.0	1.0	0.0	0.0	0.0	0.0	0.0
the		0.0	1.0	0.0	0.0	0.0	0.0	0.0
computer		0.0	1.0	0.0	9.786	4.3463	-1.6175	16.8266
into		0.37	0.6695	0.0	6.7646	5.8292	-3.0814	15.8593
a		0.07	0.5066	0.0	2.1846	0.4945	-3.7123	6.7425
personal		0.4	0.3619	0.0	-0.7389	5.0724	-6.7551	22.7074
mode		0.18	0.3257	0.0	-4.1447	0.9533	0.9078	8.7463
of		0.06	0.2171	0.0	-5.3719	2.0791	-3.3218	3.781
expression		0.44	0.3184	0.0	-4.0336	3.664	-7.5979	28.7543
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
many		0.0	1.0	0.0	-2.6818	0.9168	1.9413	1.3907
of		0.08	0.2895	0.0	-3.0485	2.2629	-0.489	9.825
you		0.17	0.4104	0.0	-2.5313	0.6382	3.4687	11.0862
out		0.15	0.3619	0.0	-2.9816	0.6576	-0.7701	17.376
there		0.3	0.4342	0.0	-3.0723	2.4366	3.4638	17.4856
are		0.08	0.1932	0.0	-5.1741	1.2348	-1.4613	7.9098
the		0.1	0.241	0.0	-4.9919	0.7887	-4.1209	9.1465
heads		0.26	0.3763	0.0	-4.1483	3.9935	-3.5988	17.6395
of		0.1	0.3619	0.0	-5.234	3.7149	-3.3743	8.7784
macromedia		0.81	0.5862	0.0	-2.9352	2.7693	0.5503	15.3845
and		0.14	0.338	0.0	-5.3241	4.7181	-2.0437	6.259
microsoft		0.57	0.4581	0.0	-3.6746	2.8379	-3.4144	20.8318
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
in		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	-2.2044	0.8407	3.7414	0.5706
way		0.17	0.4104	0.0	-1.8654	2.968	4.9389	4.0972
those		0.17	0.2461	0.0	-2.606	2.9587	-0.9569	10.5069
are		0.06	0.1447	0.0	-2.5498	0.5381	1.3175	3.8013
my		0.2	0.7237	0.0	-5.2529	3.303	1.5483	4.5645
bane		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i	:	0.0	1.0	0.0	0.0	0.0	0.0	0.0
think		0.0	1.0	0.0	0.0	0.0	0.0	0.0
there's		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	-4.8939	1.291	-7.1056	5.7765
great		0.18	0.2605	0.0	-2.1361	3.2476	-1.9064	17.7297
homogenizing		0.68	0.4104	0.0	-3.8465	4.5642	-2.527	18.8307
force		0.43	0.6224	0.0	-4.9992	1.8562	-5.7567	20.7297
that		0.0	1.0	0.0	0.0	0.0	0.0	0.0
software		0.0	1.0	0.0	-4.3751	3.1464	-2.6849	24.1274
imposes		0.0	1.0	0.0	0.0	0.0	0.0	0.0
on		0.0	1.0	0.0	0.0	0.0	0.0	0.0
people		0.0	1.0	0.0	0.0	0.0	0.0	0.0
and		0.0	1.0	0.0	0.576	6.9837	0.0511	20.2336
limits		0.1	0.1209	0.86	11.3819	0.9392	2.7816	3.2656
the		0.18	0.4342	0.0	9.7988	1.8774	-8.7972	20.3103
way		0.16	0.3858	0.0	8.8917	1.1396	1.6229	7.6431
they		0.0	1.0	0.0	0.0	0.0	0.0	0.0
think		0.0	1.0	0.0	0.0	0.0	0.0	0.0
about		0.0	1.0	0.0	0.0	0.0	0.0	0.0
what's		0.0	1.0	0.0	0.0	0.0	0.0	0.0
possible		0.0	1.0	0.0	0.0	0.0	0.0	0.0
on		0.0	1.0	0.0	0.0	0.0	0.0	0.0
the		0.0	1.0	0.0	-2.8943	7.6421	-4.467	29.4282
computer		0.42	0.38	0.0	-4.9345	2.5782	-6.3966	18.4649
of	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
course		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it's	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
also		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
great		0.0	1.0	0.0	-3.9959	2.212	-0.1432	12.135
liberating		0.39	0.2823	0.0	-3.5586	3.7818	0.1958	9.7761
force		0.26	0.3763	0.0	-2.5065	2.0669	-5.9728	22.631
that		0.1	0.1809	0.0	-4.2754	1.0885	-4.8965	6.737
makes		0.2	0.2895	0.0	-5.54	1.4471	-7.8632	18.2826
possible		0.46	0.4162	0.0	-5.3105	2.3228	-5.8084	27.5759
you	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
know		0.0	1.0	0.0	0.0	0.0	0.0	0.0
publishing	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
so		0.0	1.0	0.0	-4.4248	0.51	-3.7391	14.4182
forth		0.37	0.5356	0.0	-4.0638	1.5222	-7.6018	22.7287
and	,	0.3	0.7237	0.0	-6.1588	3.1377	-13.3711	18.3754
standards		0.41	0.33	0.0	-3.7737	3.1801	-6.2763	24.2468
and	,	0.11	0.2656	0.0	-5.7958	2.7958	-9.0988	6.3177
so		0.13	0.4704	0.0	0.0	0.0	-15.1186	11.9125
on		0.0	1.0	0.0	0.0	0.0	0.0	0.0
but	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
in	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
way		0.0	1.0	0.0	0.0	0.0	0.0	0.0
the	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
computer		0.0	1.0	0.0	0.0	0.0	0.0	0.0
makes		0.0	1.0	0.0	0.0	0.0	0.0	0.0
possible		0.0	1.0	0.0	-0.0795	12.8623	0.3822	19.6711
much		0.26	0.4704	1.46	0.0	0.0	-2.7032	19.4167
more		0.17	0.3076	0.0	0.0	0.0	0.5537	11.6573
than		0.09	0.1628	0.0	-4.3523	0.7924	-0.9151	0.5934
what		0.13	0.2352	0.0	-4.6409	1.1699	-4.9105	14.1465
most		0.17	0.3076	0.0	-3.782	0.9659	-6.4238	18.5951
people		0.21	0.2533	0.0	-4.2431	1.3146	-7.3566	19.2209
think		0.0	1.0	0.0	0.0	0.0	0.0	0.0
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
my		0.0	1.0	0.0	0.0	0.0	0.0	0.0
art		0.0	1.0	0.0	-2.0032	1.816	5.8154	11.4367
has		0.15	0.3619	0.0	-2.2538	0.2808	-8.7199	8.2196
just		0.21	0.38	0.0	-2.649	1.3013	-12.0875	20.7707
been		0.2	0.3619	0.0	-4.3849	2.1805	-5.231	19.7554
about		0.0	1.0	0.0	0.0	0.0	0.0	0.0
trying		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	0.0	0.0	0.0	0.0
find		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	-4.811	1.5132	-4.974	0.0
personal		0.33	0.2989	0.0	-2.5912	3.5604	-6.9279	18.6522
way		0.12	0.2895	0.0	-5.6915	1.4447	-0.4964	1.7581
of		0.08	0.2895	0.0	-6.8434	0.7457	-3.103	6.3171
using		0.24	0.3474	0.0	-5.0048	2.3989	-3.3854	7.6124
the		0.07	0.1686	0.0	-5.4963	1.001	-5.0752	6.7009
computer		0.36	0.3257	0.0	-5.8238	2.1419	-10.1503	19.4981
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
so		0.0	1.0	0.0	-5.5176	1.4451	1.4647	11.3257
i		0.11	0.7961	0.0	-3.7001	4.0875	-0.7424	2.1356
end		0.12	0.2895	0.0	-4.9943	1.5894	-1.3874	2.461
up		0.1	0.3619	0.0	-5.3569	0.4966	-4.8679	18.865
writing		0.24	0.2482	0.0	-5.7894	1.7919	-4.3116	22.392
software		0.36	0.3257	0.0	-3.2578	4.0079	-5.5389	21.3519
to		0.06	0.2171	0.0	-6.5914	1.4295	-4.5994	2.4132
do		0.14	0.5066	0.0	-4.8036	5.9349	-4.9894	15.1759
that		0.71	1.2846	60.18	0.0	0.0	0.0	0.0
chris	.	2.27	3.2858	86.55	0.0	0.0	0.0	0.0
has		1.22	2.9435	0.0	0.0	0.0	0.0	0.0
asked		0.81	1.1725	0.0	0.0	0.0	0.0	0.0
me		0.83	3.0035	1.54	0.0	0.0	0.0	0.0
to		0.76	2.7502	0.0	0.0	0.0	0.0	0.0
do		0.24	0.8685	0.0	0.0	0.0	0.0	0.0
a		7.53	54.4978	3.52	0.0	0.0	0.0	0.0
short		0.19	0.275	0.0	0.0	0.0	0.0	0.0
performance		1.0	0.6579	0.0	0.0	0.0	0.0	0.0
and	,	1.37	3.3053	0.0	0.0	0.0	0.0	0.0
so		0.06	0.2171	0.0	0.0	0.0	0.0	0.0
i'm		0.08	0.2895	0.0	0.0	0.0	0.0	0.0
going		4.06	5.8768	0.0	0.0	0.0	0.0	0.0
to		0.56	2.0265	0.0	0.0	0.0	0.0	0.0
take		0.97	1.7551	0.0	0.0	0.0	0.0	0.0
just		0.3	0.5428	0.0	0.0	0.0	0.0	0.0
this		0.11	0.199	0.0	0.0	0.0	0.0	0.0
time		0.11	0.199	0.0	0.0	0.0	0.0	0.0
maybe		0.12	0.1737	0.0	0.0	0.0	0.0	0.0
ten		1.03	2.4846	0.0	0.0	0.0	0.0	0.0
minutes		0.32	0.3308	0.0	0.0	0.0	0.0	0.0
to		0.72	2.6055	0.0	0.0	0.0	0.0	0.0
do		0.07	0.2533	0.0	0.0	0.0	0.0	0.0
that		1.94	3.5101	0.0	0.0	0.0	0.0	0.0
and	,	0.36	0.8685	0.0	0.0	0.0	0.0	0.0
hopefully		0.48	0.3858	46.95	0.0	0.0	0.0	0.0
at		0.06	0.2171	0.0	0.0	0.0	0.0	0.0
the		0.06	0.1447	0.0	0.0	0.0	0.0	0.0
end		0.1	0.241	0.0	0.0	0.0	0.0	0.0
have		0.09	0.1628	0.0	0.0	0.0	0.0	0.0
just		1.17	2.1169	0.0	0.0	0.0	0.0	0.0
a		6.29	45.5234	0.0	0.0	0.0	0.0	0.0
moment		0.18	0.2171	0.0	0.0	0.0	0.0	0.0
to		0.33	1.1942	0.0	0.0	0.0	5.2777	2.7763
show		0.08	0.1447	0.0	0.0	0.0	5.1842	1.0289
you		0.34	0.82	0.0	0.0	0.0	4.4316	2.1537
a		0.04	0.2895	0.0	0.0	0.0	3.052	0.3908
couple		0.14	0.1686	0.0	0.0	0.0	3.3143	1.298
of		0.06	0.2171	0.0	0.0	0.0	3.0525	1.0347
my		0.14	0.5066	0.0	0.0	0.0	3.5983	1.2291
other		3.57	5.1675	0.0	11.8064	11.3915	5.0798	3.8718
projects		3.2	2.895	0.0	5.6777	9.3546	5.2854	3.7004
in		0.32	1.158	0.0	9.018	2.8067	4.962	2.7181
video		2.74	3.9661	0.0	11.3519	8.7286	3.966	4.356
form		0.11	0.199	8.29	3.7515	0.841	2.4502	3.8498
thank	.	0.12	0.1737	0.0	0.0	0.0	0.0	0.0
you		0.35	0.8446	0.0	0.0	0.0	0.0	0.0
we've	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
got		0.0	1.0	0.0	0.0	0.0	0.0	0.0
about		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
minute		0.07	0.0847	214.23	0.0	0.0	0.0	0.0
left		1.8	3.2568	0.0	0.0	0.0	0.0	0.0
i'd	.	2.23	8.0697	0.37	0.0	0.0	0.0	0.0
just		0.23	0.4162	245.42	-2.7797	4.2719	-7.8405	15.2239
like		0.14	0.2533	0.0	-1.9478	2.5866	-0.187	19.0422
to		0.06	0.2171	0.0	-2.586	0.3496	-12.7607	3.032
show		0.24	0.4342	0.0	-2.0319	2.4411	-2.9972	14.0677
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
clip		0.0	1.0	0.0	0.0	0.0	0.0	0.0
from		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
most		0.0	1.0	0.0	0.0	0.0	0.0	0.0
recent		0.0	1.0	0.0	-3.6371	6.7471	-7.3869	18.522
project		0.38	0.393	0.0	-4.8263	2.256	-5.3678	22.6813
i	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
did		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
performance		0.0	1.0	0.0	0.0	0.0	0.0	0.0
with		0.0	1.0	0.0	0.0	0.0	0.0	0.0
two		0.0	1.0	0.0	-3.8089	3.2304	-10.3517	25.9572
singers		0.42	0.4342	0.92	-0.1696	4.7474	-0.8045	13.4977
who		0.06	0.1447	0.0	0.0	0.0	0.0	0.0
specialize		0.56	0.4053	0.0	-3.1747	3.7649	-5.6304	27.328
in		0.1	0.3619	0.0	-4.251	1.4615	-4.2751	6.181
making		0.36	0.4342	0.0	-4.5228	3.3995	-6.1644	17.3056
strange		0.35	0.3619	0.0	-3.9462	4.2554	-10.5944	21.9915
noises		0.0	1.0	0.0	0.0	0.0	0.0	0.0
with		0.0	1.0	0.0	0.0	0.0	0.0	0.0
their		0.0	1.0	0.0	-6.661	1.5981	-9.6034	16.9083
mouths		0.41	0.4943	0.0	-5.658	3.7019	-5.5979	18.152
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
this		0.0	1.0	0.0	0.0	0.0	0.0	0.0
just		0.0	1.0	0.0	0.0	0.0	0.0	0.0
came		0.0	1.0	0.0	0.0	0.0	0.0	0.0
off		0.0	1.0	0.0	0.0	0.0	0.0	0.0
last		0.0	1.0	0.0	0.0	0.0	0.0	0.0
september		0.0	1.0	0.0	0.0	0.0	0.0	0.0
at		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
r		0.0	1.0	0.0	0.0	0.0	0.0	0.0
s		0.0	1.0	0.0	0.0	0.0	0.0	0.0
electronica		0.0	1.0	0.0	0.0	0.0	0.0	0.0
we	;	0.0	1.0	0.0	5.6173	1.5817	-5.7528	0.9389
repeated		0.37	0.3344	0.0	-2.6264	12.3285	-9.7852	17.3338
it		0.08	0.2895	0.0	-6.2527	1.1563	-5.6571	6.0404
in		0.4	1.4475	0.0	-4.4493	4.7739	-3.9979	10.0671
england		0.0	1.0	0.0	0.0	0.0	0.0	0.0
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
the		0.0	1.0	0.0	0.0	0.0	0.0	0.0
idea		0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	-2.7308	0.0	-7.1239	6.5733
visualize		0.74	0.5949	0.0	-2.2876	6.0463	-1.7956	20.7456
their		0.15	0.2171	0.0	-3.1042	1.4316	-6.1838	24.4868
speech		0.34	0.4104	0.0	-1.9679	4.0878	-7.3603	19.4583
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
song		0.0	1.0	0.0	0.0	0.0	0.0	0.0
behind		0.0	1.0	0.0	0.0	0.0	0.0	0.0
them		0.0	1.0	0.0	0.0	0.0	0.0	0.0
with		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
large		0.0	1.0	0.0	0.0	0.0	0.0	0.0
screen		0.38	0.4581	0.0	0.0	0.0	0.0	0.0
we	.	0.08	0.2895	0.0	-5.2226	0.3919	-2.0968	0.2775
used		0.16	0.2895	0.0	-4.7575	0.8446	-7.8736	19.2661
a		0.1	0.7237	0.0	-3.8294	0.9532	-17.1054	10.4526
computer		0.39	0.3532	0.0	-2.0327	3.3041	-5.8351	24.2407
vision		0.25	0.3018	0.0	-3.062	3.6844	-2.2552	11.9274
tracking		0.44	0.3981	0.0	-3.5027	4.686	-5.4064	17.8712
system		0.28	0.338	0.0	-4.9977	2.1774	-12.8365	18.8108
in		0.06	0.2171	0.0	-5.6797	0.2233	0.0	0.0
order		0.12	0.1737	0.0	-5.3961	0.3546	-2.9952	1.9902
to		0.13	0.4704	0.0	-5.211	1.6338	-10.3062	10.9016
know		0.11	0.199	0.0	-4.7542	1.2233	-1.7068	0.8255
where		0.19	0.275	0.0	-4.4109	1.9628	1.4486	6.8811
they		0.12	0.2171	0.0	-5.3813	1.1317	-0.1531	3.8227
were		0.19	0.3438	0.0	-3.3492	4.0334	1.7161	8.2094
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
since		0.0	1.0	0.0	-3.3195	3.8473	-6.84	12.0436
we		0.08	0.2895	0.0	-2.316	0.9095	-3.637	15.4744
know		0.12	0.2171	0.0	-2.9665	1.2764	1.5737	2.027
where		0.16	0.2316	0.0	-2.7212	1.7174	4.0734	5.4205
their		0.11	0.1592	0.0	-3.4318	0.5172	2.4786	7.494
heads		0.25	0.3619	0.0	0.2875	3.8937	-0.8745	16.6001
are		0.21	0.5066	0.0	-1.4215	2.4875	6.469	1.5266
and	,	0.13	0.3134	0.0	-2.8934	1.5887	-2.1244	2.0173
we		0.11	0.3981	0.0	-4.0984	0.4709	-2.2711	2.1764
have		0.18	0.3257	0.0	-4.0838	2.3464	-0.8277	7.4761
a		0.16	1.158	0.0	-5.5851	2.0616	-10.9525	20.7064
wireless		0.42	0.38	0.0	-3.292	2.5472	-3.2692	29.9276
mic		0.27	0.6514	0.0	-3.1682	1.2063	-3.5365	17.6775
on		0.15	0.5428	0.0	-4.4088	0.7849	0.3043	4.5328
them		0.12	0.2171	0.0	-4.946	0.9026	-0.6267	1.8761
that		0.15	0.2714	0.0	-4.9083	0.2896	-5.1805	5.8412
we're		0.1	0.1809	0.0	-4.8852	0.984	-1.4198	5.4461
processing		0.46	0.3329	0.0	-4.8381	5.1079	-8.0725	25.0423
the		0.1	0.241	0.0	-5.6547	1.247	-6.5579	9.2513
sound		0.25	0.3619	0.0	-2.9025	2.8415	-4.698	18.0627
from		0.2	0.3619	0.0	-3.8423	2.9272	-4.5328	17.3796
we're	,	0.16	0.2895	0.0	-4.6193	1.6912	1.9278	3.0607
able		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	-5.2052	2.0605	-1.6135	16.4809
create		0.26	0.3134	0.0	-3.3956	5.8314	-3.5002	18.897
visualizations		0.66	0.3409	0.0	-1.1672	2.9028	-2.64	17.6946
which		0.2	0.2895	0.0	-4.2947	0.5555	-9.8704	17.7063
are		0.26	0.6275	0.0	-5.0092	2.6717	-4.5505	21.0121
linked		0.38	0.4581	0.0	-1.1479	4.9071	-3.7871	25.9382
very		0.17	0.3076	0.0	-1.7152	2.4932	0.9529	23.1914
tightly		0.4	0.4133	0.0	-2.2108	4.6666	-2.0557	19.5859
to		0.15	0.5428	0.0	-4.4792	0.537	-8.3362	15.9237
what		0.15	0.2714	0.0	-3.8208	1.6507	-1.5597	19.8632
they're		0.11	0.1324	0.0	-4.3268	1.392	-2.8361	18.4119
doing		0.25	0.3619	0.0	-4.255	3.7544	-0.7053	10.2446
with		0.11	0.199	0.0	-4.7883	1.5353	-2.6655	16.4173
their		0.12	0.1737	0.0	-4.5775	1.4431	-2.9955	18.3223
speech		0.43	0.5189	0.0	-3.0383	4.2836	-6.9636	26.5432
this	.	0.15	0.2714	0.0	10.4833	0.7	-2.2637	10.385
will		0.1	0.1809	0.0	9.4441	1.6784	-4.6813	10.842
take		0.18	0.3257	0.0	7.9925	3.2203	-6.1922	18.9061
about		0.17	0.2461	0.0	6.5926	2.5163	-7.7442	19.0338
thirty		0.34	0.4104	0.0	0.8445	8.4375	-7.333	27.0243
seconds		0.31	0.3206	0.0	-4.785	2.2255	-4.9388	17.9637
or		0.04	0.1447	0.0	-5.1171	0.3213	-3.9653	0.5996
so		0.17	0.6152	0.0	-5.2573	2.0785	-9.4699	7.1894
he's	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
making		0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
kind	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
of		0.0	1.0	0.0	0.0	0.0	0.0	0.0
cheek	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
flapping		0.0	1.0	0.0	0.0	0.0	0.0	0.0
sound		0.0	1.0	0.0	0.0	0.0	0.0	0.0
well	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
suffice	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
it		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	0.0	0.0	0.0	0.0
say		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it's		0.0	1.0	0.0	0.0	0.0	0.0	0.0
not		0.0	1.0	0.0	-2.9041	0.4396	6.7783	1.7835
all		0.09	0.2171	0.0	-2.7797	0.3977	7.3149	2.0839
like		0.16	0.2895	0.0	-3.9799	1.6087	6.3183	3.611
that		0.0	1.0	0.0	0.0	0.0	0.0	0.0
but	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
that's		0.0	1.0	0.0	0.0	0.0	0.0	0.0
part		0.0	1.0	0.0	0.0	0.0	0.0	0.0
of		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it		0.0	1.0	0.0	0.0	0.0	0.0	0.0
thanks	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
very		0.0	1.0	0.0	0.0	0.0	0.0	0.0
much		0.0	1.0	0.0	0.0	0.0	0.0	0.0
there's	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
always		0.0	1.0	0.0	0.0	0.0	0.0	0.0
lots		0.0	1.0	0.0	0.0	0.0	0.0	0.0
more		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i'm	.	0.15	0.5428	0.0	2.09	3.0348	7.0212	3.7087
overtime		0.46	0.4162	0.0	0.0941	2.359	4.1254	17.4276
so	,	0.57	2.0627	0.0	-2.3142	4.7108	-0.0205	20.6886
i		0.0	1.0	0.0	0.0	0.0	0.0	0.0
just		0.0	1.0	0.0	0.0	0.0	0.0	0.0
wanted		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	0.0	0.0	0.0	0.0
say		0.0	1.0	0.0	0.0	0.0	0.0	0.0
you		0.0	1.0	0.0	0.0	0.0	0.0	0.0
can		0.0	1.0	0.0	0.0	0.0	0.0	0.0
if	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
you're		0.0	1.0	0.0	0.0	0.0	0.0	0.0
in		0.0	1.0	0.0	0.0	0.0	0.0	0.0
new		0.0	1.0	0.0	-0.2845	1.0732	3.9648	3.2575
york		0.27	0.4885	0.0	-0.6393	1.5694	3.6521	1.4538
you	,	0.09	0.2171	0.0	-0.4396	2.4353	-1.8824	5.2765
can		0.13	0.3134	0.0	-2.313	2.0336	-7.0478	15.2481
check		0.2	0.2895	0.0	-2.3454	2.2887	-6.2403	19.192
out		0.11	0.2656	0.0	-2.2828	1.5182	1.5343	15.6364
my		0.09	0.3257	0.0	-3.4931	0.6523	-1.9823	9.6543
work		0.26	0.4704	0.0	-2.3488	2.9935	-1.2277	18.7156
at		0.09	0.3257	0.0	-2.4511	0.6996	-6.3545	17.6829
the		0.06	0.1447	0.0	-3.1892	0.6097	-5.4516	16.9615
whitney		0.19	0.1961	0.0	-3.3708	1.1264	-0.3727	8.3062
biennial		0.37	0.3344	0.0	-3.8369	2.2088	1.6199	13.2246
next		0.24	0.4342	0.0	-3.5273	0.5673	-4.3298	16.6667
week		0.28	0.5066	0.0	0.0	0.0	0.0	0.0
and	,	0.2	0.4827	0.0	-6.2164	2.6881	-3.1146	5.3815
also		0.28	0.5066	0.0	-4.3439	2.8292	-2.5623	17.2912
at		0.1	0.3619	0.0	-6.4344	3.1093	-2.9573	12.0748
bitforms		0.35	0.3163	0.0	-5.2006	4.3218	-6.3459	21.7406
gallery		0.78	0.8062	0.0	-4.443	4.8199	-2.5399	22.8569
