word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
we		0.12	0.9089	0.0	2.1366	4.0224	5.3679	12.1277
make		0.31	1.174	0.0	2.198	1.9733	1.8526	21.1489
cleaner		0.37	0.8013	0.0	2.4417	6.8936	1.1445	24.2905
burning		0.35	0.7574	0.0	-0.1894	5.6563	3.9393	19.9852
cooking		0.41	0.8877	0.0	-0.4101	5.742	-1.9754	24.2321
fuels		0.0	1.0	0.0	0.0	0.0	0.0	0.0
can't	?	0.0	1.0	0.0	1.2189	3.219	6.2738	14.027
we		0.1	0.7574	0.0	1.9825	2.9167	5.9444	5.3965
make		0.28	1.0604	0.0	1.894	2.0219	1.4501	20.4575
better		0.27	0.6817	0.0	0.0882	3.5018	2.5397	21.2383
stoves		0.68	1.7163	0.0	5.7246	11.3289	-5.6432	22.1033
how	?	0.27	1.3633	0.4	3.0896	4.556	2.4646	36.2428
is		0.18	1.3633	0.0	5.1698	3.2077	1.7639	17.193
it		0.23	1.742	0.0	0.9217	4.0123	-4.7014	19.6928
that		0.0	1.0	0.0	0.0	0.0	0.0	0.0
this		0.0	1.0	0.0	-0.8867	9.7624	-0.6791	17.2174
can		0.2	1.0104	0.0	0.8779	2.4234	-1.2463	22.2505
lead		0.21	0.7953	0.0	0.6924	2.442	3.3894	13.7882
to		0.12	0.9089	0.0	0.4421	1.4621	0.9014	15.2361
over		0.3	1.1361	0.0	-1.6754	3.0518	0.0823	19.4696
two		0.22	1.1103	0.0	0.3827	4.6068	-1.4698	21.3697
million		0.37	0.8013	0.0	0.2781	2.3537	6.0606	7.4481
deaths		0.33	0.8331	0.0	-1.8098	2.7014	-1.2601	18.9814
every		0.33	0.9998	0.0	-3.9532	3.5966	-2.5122	15.7498
year		0.27	1.0225	0.0	-5.7831	2.9242	-1.9727	7.9327
i	?	0.06	0.9089	0.43	11.1281	1.0442	6.8718	3.6962
know		0.3	1.1361	0.0	11.191	2.8412	7.2016	11.3996
bill		0.27	1.0225	0.0	7.0803	8.0154	1.7271	22.5607
joy		0.23	1.1618	0.0	2.0153	3.9893	3.891	16.3142
was		0.15	0.7574	0.0	0.2233	2.2037	-0.0495	13.9658
talking		0.34	0.7362	0.0	1.5404	4.0778	0.7867	21.955
to		0.08	0.6059	0.0	-1.4239	3.0941	2.1592	10.8348
you		0.1	0.5044	0.0	-0.5891	1.2492	5.5461	3.4332
about		0.23	0.6968	0.0	-2.4587	6.9081	3.5676	16.656
the		0.08	0.4045	0.0	-3.7195	3.7928	1.6574	8.2962
wonders		0.41	0.8877	0.0	-1.5408	4.3333	3.0642	22.2759
of		0.39	2.9539	0.0	-5.1258	8.6102	1.2126	22.4746
carbon		0.38	0.9589	0.48	-11.4333	5.799	4.3475	15.207
nanotubes		0.78	1.3133	0.0	-14.1673	0.8527	6.5693	5.1815
so	,	0.18	1.3633	0.0	-2.7508	3.5064	-2.109	25.3174
i'm		0.13	0.9846	0.0	-0.3139	4.1918	8.878	5.6302
going		0.17	0.515	0.0	1.9407	3.3567	8.1885	6.0288
to		0.09	0.6817	0.0	1.7662	1.9686	4.8283	15.5923
talk		0.24	0.9089	0.0	0.9941	3.1936	1.4969	17.9857
to		0.1	0.7574	0.0	0.5366	1.0372	-4.1091	8.7881
you		0.06	0.303	0.0	0.3957	1.6322	4.1128	5.7725
about		0.21	0.6362	0.0	-3.274	3.9603	1.5298	18.8275
the		0.1	0.5044	0.0	-3.0573	1.5015	1.1088	15.6846
wonders		0.33	0.7135	0.0	-2.2247	2.8457	3.0118	16.1416
of		0.13	0.9846	0.0	-3.7528	2.0605	-1.1803	17.8626
carbon		0.3	0.7574	0.38	-2.3508	9.1516	3.0369	14.941
macro		0.48	1.4542	0.0	-2.4481	8.6661	2.9355	18.254
tubes		1.01	3.0599	0.0	5.6712	10.1223	-3.899	33.3011
which	,	0.14	0.4241	0.0	8.8526	3.2624	-3.3024	15.2263
is		0.2	1.5148	0.0	4.8987	6.9199	-7.4653	15.7914
charcoal		0.33	0.6256	0.0	-1.5417	9.1375	1.2367	22.8359
so	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
this		0.0	1.0	0.0	10.5518	4.1845	-1.6537	19.9381
is		0.12	0.9089	0.0	0.0	0.0	0.7016	13.5604
a		0.08	1.2118	0.0	0.0	0.0	3.2502	13.8996
picture		0.35	0.7574	0.0	0.0	0.0	1.9432	19.2971
of		0.1	0.7574	0.0	12.2518	0.0	3.0492	7.7358
rural		0.3	0.9089	0.0	11.936	0.652	6.9523	11.2411
haiti		0.42	1.2724	0.0	8.2492	7.6787	2.0723	15.1935
haiti	.	0.22	0.6665	0.33	4.2618	3.5293	4.2904	15.7104
is		0.18	1.3633	0.0	3.3335	6.5175	1.4762	10.0318
now		0.22	1.1103	0.0	0.9193	1.1191	6.753	8.9911
ninety		0.47	1.1861	0.0	-0.1648	2.8757	3.4759	12.5913
eight		0.18	0.5453	0.0	0.0847	2.5297	-3.8768	18.0547
percent		0.45	0.974	0.0	-0.5429	5.4131	-4.546	19.4868
deforested		0.7	1.0604	0.0	-2.7748	6.0715	-4.5612	24.8713
you'll	.	0.13	0.3938	0.91	-1.9773	3.2291	4.9913	10.3607
see		0.41	2.0707	0.0	0.9718	4.32	-1.1184	24.4426
scenes		0.42	1.0604	0.0	1.0182	2.9759	-3.9668	23.1553
like		0.19	0.7195	0.0	-0.8963	2.5658	1.7751	22.5423
this		0.21	0.7953	0.0	-0.8658	1.7479	-1.2229	17.8812
all		0.26	1.3133	0.0	-2.2269	3.3122	6.6242	16.2961
over		0.23	0.871	0.0	-2.9129	3.3643	1.1879	15.4881
the		0.19	0.9589	0.0	-4.9826	3.82	2.5101	17.7418
island		0.28	0.7074	0.0	-5.0276	3.3212	5.1203	11.8219
it	.	0.14	1.0604	0.75	-12.7375	1.4739	2.8281	13.112
leads		0.22	0.6665	0.0	-9.9746	3.8997	4.3616	16.1164
to		0.11	0.8331	0.0	-9.2082	1.7179	-0.6694	20.0018
all		0.2	1.0104	0.0	-2.3473	8.5772	6.7018	14.1328
sorts		0.32	0.9695	0.0	2.515	5.0453	0.6212	20.0861
of		0.09	0.6817	0.0	0.7264	5.3204	0.5615	14.2113
environmental		0.77	0.8968	0.0	-1.0217	4.7402	4.3777	20.0399
problems		0.91	1.7238	0.0	1.3772	3.3805	-2.7648	33.4168
and		0.43	2.1707	0.0	-1.2068	2.5333	1.9738	33.7765
problems		0.38	0.7195	0.33	0.0167	2.0398	4.1319	22.1653
that		0.13	0.4923	0.0	-0.37	1.9057	2.1491	18.1412
affect		0.31	0.7832	0.0	-0.9816	1.8183	-1.7414	20.3116
people		0.35	0.8831	0.0	-0.74	4.0819	-1.8108	26.616
throughout		0.43	0.6514	0.0	-2.5626	2.1295	0.3425	27.1782
the		0.14	0.7074	0.0	-3.7264	1.5711	3.5485	19.6256
nation		0.12	0.303	0.0	-4.5325	2.1387	3.542	7.7338
a	.	0.16	2.4237	0.0	0.0	0.0	0.0	0.0
couple		0.24	0.6059	1.61	1.7731	4.89	0.8738	21.1692
years		0.31	0.9392	0.0	0.2385	4.6171	5.0367	21.1419
ago		0.21	1.0604	0.0	-0.8153	3.721	4.3351	18.0333
there		0.15	0.4544	0.0	-2.64	1.9096	3.4538	10.4841
was		0.14	0.7074	0.0	-2.8222	2.4065	0.7919	18.0524
severe		0.39	0.9846	0.0	-0.5597	5.3556	2.4446	20.4244
flooding		0.43	0.8134	0.0	-0.7382	5.3735	1.4672	23.3195
that		0.21	0.7953	0.0	6.142	7.0169	1.3158	14.4976
led		0.2	1.0104	0.0	-2.9083	3.6909	3.8574	15.5534
to		0.11	0.8331	0.0	-3.2314	1.8991	-1.3041	13.218
thousands		0.51	0.8589	0.0	-2.5508	3.7418	1.137	27.4472
of		0.09	0.6817	0.0	-3.4912	2.883	1.6799	11.0706
deaths		0.36	0.9089	0.0	-4.4351	3.575	0.502	23.4297
that's		0.27	0.818	0.0	-4.1726	1.0676	-5.8085	22.773
directly		0.47	0.8892	0.0	-0.9015	5.9144	1.1245	30.8106
attributable		0.62	0.7832	0.0	-1.6292	8.2122	1.2111	17.4382
to		0.08	0.6059	0.47	-10.9891	5.0624	1.0124	21.5025
the		0.12	0.6059	0.0	-11.8337	3.3089	5.3359	12.9808
fact		0.23	0.871	0.0	-12.1909	2.525	3.9546	21.8276
that		0.13	0.4923	0.0	0.0532	2.8557	-0.5396	14.7412
there		0.1	0.303	0.0	-1.1142	2.6302	4.4766	16.3557
are		0.07	0.3529	0.0	-2.4279	0.3938	7.4323	3.7479
no		0.2	1.5148	0.0	-0.7828	3.5243	7.6014	4.5466
trees		0.36	1.0907	0.0	0.2967	2.6709	0.8827	15.4067
on		0.16	1.2118	0.0	-0.9622	1.7734	7.1984	9.3573
the		0.08	0.4045	0.0	-1.8203	0.9387	4.3268	2.7707
hills		0.35	1.0604	0.0	-1.1708	4.2695	1.8185	20.9356
to		0.11	0.8331	0.0	-3.2505	2.2041	-6.039	15.6906
stabilize		0.69	1.1618	0.0	-2.8287	3.2701	-0.4906	33.8005
the		0.11	0.5559	0.0	-0.8327	2.6245	-1.6316	12.5361
soil		0.58	2.1965	0.0	-4.1797	8.1777	-0.1711	23.399
so	.	0.2	1.5148	0.0	-14.1527	1.2298	-4.5194	24.255
the		0.13	0.6559	0.0	-14.6366	0.0497	1.9817	13.6602
rains		0.36	1.0907	0.0	-13.134	2.2965	2.8212	22.5558
come		0.6	2.2722	0.0	-10.5887	5.3112	-1.8502	29.3882
they	,	0.13	0.4923	0.0	-5.2574	3.9437	-5.0071	26.587
go		0.15	1.1361	0.0	-2.796	2.7756	0.3705	20.0215
down		0.24	0.9089	0.0	-2.526	2.1027	4.9439	18.1217
the		0.09	0.4544	0.0	-3.2404	0.5296	4.3481	6.498
rivers		0.35	0.8831	0.0	-3.3829	1.7081	2.2413	16.7424
and	,	0.13	0.6559	0.0	-4.2623	2.2484	2.1963	10.7611
the		0.08	0.4045	0.0	-4.1807	0.8123	2.6631	17.8005
flooding		0.61	1.1543	0.0	-4.9634	2.2274	-4.869	29.5825
happens		0.4	0.8649	0.0	-7.3826	3.9795	-7.6556	26.6341
now	.	0.07	0.3529	1.41	-1.2939	1.2182	7.9173	2.6748
one		0.2	1.0104	0.0	0.6629	2.6601	8.4186	8.4974
of		0.09	0.6817	0.0	0.4945	3.4323	5.7429	14.321
the		0.08	0.4045	0.0	-0.6918	2.0578	3.8703	8.967
reasons		0.61	1.3194	0.0	1.3228	6.5264	1.0605	28.5125
why		0.3	1.5148	0.0	-2.1995	2.5787	6.1852	28.9935
there		0.14	0.4241	0.0	-1.9931	1.4414	3.6648	10.3192
are		0.07	0.3529	0.0	-2.7628	0.4508	3.6401	14.3733
so		0.27	2.045	0.0	-1.8706	3.1196	-1.066	16.691
few		0.21	1.0604	0.0	-1.7682	4.0613	-1.8307	16.2474
trees		0.39	1.1815	0.0	-6.6267	5.8122	-1.8697	20.7535
is		0.18	1.3633	0.0	-12.3496	6.517	-6.5479	21.1949
this		0.39	1.4769	0.0	-12.1873	3.4233	-6.8256	29.4714
people	:	0.26	0.6559	0.5	2.298	2.6461	3.1289	18.2005
need		0.25	0.9467	0.0	0.3808	2.6855	4.3036	19.7311
to		0.12	0.9089	0.0	1.1216	1.584	-3.8632	18.1932
cook		0.41	1.5527	0.0	-1.5358	11.951	-1.8987	30.2109
and	,	0.15	0.7574	0.33	-0.9854	2.9224	8.0901	7.4406
they		0.45	1.7041	0.0	-1.4898	1.1498	-4.3756	31.1545
harvest		0.57	1.233	0.0	-0.5222	2.8729	-1.966	35.0145
wood		0.23	0.871	0.0	1.7427	4.6378	4.5067	6.967
and		0.14	0.7074	0.0	2.5167	3.0532	8.6005	3.6006
they		0.11	0.4166	0.0	1.107	0.8652	7.0585	4.1419
make		0.32	1.2118	0.0	0.281	1.8699	1.2542	22.7145
charcoal		0.53	1.0043	0.0	-0.7564	8.7165	1.9347	23.4613
in		0.13	0.9846	0.0	-5.2257	1.4861	2.2215	6.1818
order		0.29	0.8786	0.0	-5.0532	2.2054	2.1421	14.9662
to		0.15	1.1361	0.0	-4.1857	2.2396	-5.3781	15.1998
do		0.21	1.5905	0.0	-5.0	2.91	-1.0339	18.3426
it		0.16	1.2118	0.0	-7.664	3.0004	0.8594	12.7207
it's	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
not		0.0	1.0	0.0	2.9677	6.4839	2.4027	21.2847
that		0.11	0.4166	0.0	4.5547	5.174	-0.5171	15.9712
people		0.29	0.7316	0.0	4.8168	2.7657	2.2094	19.9947
are		0.08	0.4045	0.0	2.6047	1.5893	8.5361	10.1278
ignorant		0.44	0.8331	0.0	2.2028	6.8641	4.0802	16.0498
to		0.11	0.8331	0.0	2.266	2.382	-0.3186	14.5165
the		0.11	0.5559	0.0	1.2114	3.4279	3.3783	8.9224
environmental		0.66	0.7695	0.0	0.2688	5.3518	5.848	14.2755
damage		0.5	1.2618	0.0	-3.0382	7.6982	1.8186	19.3747
they	.	0.09	0.3408	0.33	0.2403	1.6526	8.2653	2.7332
know		0.23	0.871	0.0	1.4826	3.3808	9.0801	9.9806
perfectly		0.5	0.8422	0.0	2.5839	4.5301	-1.0522	24.3814
well		0.25	0.9467	0.0	1.0889	4.8636	6.9714	12.0574
but	,	0.18	0.9089	0.0	-3.0434	4.9777	1.1643	18.3082
they		0.14	0.5302	0.0	-2.014	1.6658	1.1433	16.2528
have		0.27	1.0225	0.0	-1.5894	2.5758	4.2993	14.0243
no		0.17	1.2876	0.0	-1.4379	1.2717	6.219	3.5621
other		0.22	0.6665	0.0	-2.0274	1.4014	3.4295	15.9644
choice		0.38	0.9589	0.0	-0.898	7.0765	-2.4549	20.1121
fossil	.	0.41	1.0346	0.0	-0.3932	4.2866	-0.4994	34.6306
fuels		0.33	0.9998	0.0	0.4969	2.7778	0.4369	16.6989
are		0.08	0.4045	0.0	-1.931	2.2548	4.721	3.1487
not		0.24	1.2118	0.0	-2.6926	0.7179	5.7062	10.8094
available		0.56	0.9422	0.0	-1.5457	9.1635	1.1392	12.776
and	,	0.69	3.484	0.58	-4.1948	3.1135	0.5463	32.8988
solar		0.41	1.2421	0.0	-2.0797	4.6918	2.0064	16.5943
energy		0.44	1.1103	0.0	0.1002	3.1355	4.6303	15.3722
doesn't		0.78	1.9692	0.0	1.4536	10.5034	-0.8862	25.8114
cook		0.3	1.1361	0.0	3.0974	4.5132	-6.0584	24.9109
the		0.11	0.5559	0.0	-0.9331	3.4933	-2.3305	18.4681
way		0.15	0.7574	0.0	-1.1673	1.5103	3.8775	8.2446
that		0.18	0.6817	0.0	-1.7416	2.3988	-2.2403	18.8671
they		0.3	1.1361	0.0	-3.2107	1.8047	0.4566	21.3439
like		0.2	0.7574	0.51	-4.0153	2.0313	-1.0044	19.8237
their		0.16	0.4847	0.0	-2.8418	2.8128	-1.0812	21.4412
food		0.26	0.9846	0.0	-1.629	4.6858	-4.6627	16.8309
prepared		0.48	0.9089	0.0	-0.3085	8.3879	-1.9505	29.3102
and	.	0.15	0.7574	0.0	-3.6724	1.6344	-0.3715	15.8593
so		0.29	2.1965	0.0	-1.0785	3.9263	0.6254	24.7993
this		0.16	0.6059	0.45	2.8472	3.5929	0.519	15.6226
is		0.52	3.9385	0.0	0.9154	5.6535	-8.4174	32.4099
what		0.22	0.8331	0.0	-1.328	3.2772	-4.0173	33.1841
they		0.13	0.4923	0.0	-0.7444	2.0153	2.5646	14.7523
do		0.2	1.5148	0.0	-0.2105	5.5853	3.0954	11.9846
you'll	.	0.15	0.4544	0.0	-2.385	1.709	3.8577	12.7293
find		0.26	0.9846	0.0	-1.4553	2.9061	0.973	23.9197
families		0.38	0.7195	0.0	-0.376	2.4989	4.2445	21.438
like		0.21	0.7953	0.0	-1.0916	2.6294	2.2269	18.0653
this		0.18	0.6817	0.0	0.4254	3.2379	0.0234	18.5704
who		0.11	0.5559	0.0	0.9468	2.6345	0.5803	14.0711
go		0.19	1.4391	0.0	-2.5529	3.5788	4.015	18.4625
out		0.19	0.9589	0.0	-1.7537	1.1017	6.2392	16.1045
into		0.25	0.9467	0.0	-0.7887	3.635	0.0665	16.9705
the		0.4	2.0192	0.0	-3.3882	3.7481	7.0665	13.9273
forest		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	0.0	0.0	0.0	0.0
find		0.0	1.0	0.0	-12.367	2.5929	0.7394	27.8174
a		0.04	0.6059	0.0	-12.8715	1.4841	4.027	3.2643
tree		0.33	1.2497	0.0	-11.6043	3.7453	2.4641	16.7427
cut	,	0.25	1.2618	0.0	-0.2423	2.0552	-0.4436	24.0696
it		0.11	0.8331	0.0	-0.6427	0.5193	1.3623	13.4614
down		0.41	1.5527	0.0	-1.5626	1.686	5.9322	19.9032
and		0.31	1.5648	0.52	-1.872	2.7191	1.0036	24.0487
make		0.25	0.9467	0.0	-2.9968	1.6655	-2.3831	23.8733
charcoal		0.48	0.9089	0.0	-4.6336	6.9067	0.7594	21.7922
out		0.14	0.7074	0.0	-7.7065	1.6199	1.6183	12.9077
of		0.08	0.6059	0.0	-7.35	0.7873	-8.495	18.2728
it		0.12	0.9089	0.0	-7.3105	2.4886	-3.828	16.5569
so	.	0.13	0.9846	1.5	4.4191	1.3199	4.1794	15.3852
not		0.28	1.4133	0.0	4.1731	2.4517	4.7674	21.1632
surprisingly		0.68	0.8589	0.0	3.1699	7.9853	2.7349	25.5131
there's	,	0.19	0.4802	0.0	-0.5913	2.6433	2.6212	13.203
a		0.07	1.0604	0.0	-0.5569	2.0737	3.8254	9.8322
lot		0.26	1.3133	0.0	-0.9479	3.2084	5.9499	12.3888
of		0.1	0.7574	0.0	0.8134	1.0127	1.2677	9.49
effort		0.37	0.9346	0.0	2.2247	5.4283	0.9807	20.1218
that's		0.23	0.6968	0.0	0.9962	2.1714	-4.2703	18.6042
been		0.26	0.9846	0.0	1.5472	4.7653	2.7209	30.1667
done		0.3	1.1361	0.0	-0.3192	5.2808	7.963	15.4677
to		0.13	0.9846	0.56	4.2756	2.709	3.9007	14.8908
look		0.2	0.7574	0.0	4.4895	4.6701	3.3779	18.7992
at		0.16	1.2118	0.0	3.2705	2.9693	4.988	15.8636
alternative		0.75	1.0331	0.0	1.0017	5.6186	3.1952	22.2365
cooking		0.32	0.6923	0.51	0.2758	8.0077	1.6545	19.0032
fuels		0.46	1.3936	0.0	-6.528	9.8975	-4.2048	19.0877
about	.	0.47	1.4239	1.01	11.1068	3.4493	2.6481	20.3816
four		0.25	0.9467	0.0	6.8099	7.5856	1.865	19.5445
years		0.27	0.818	0.0	3.5246	3.1475	2.557	14.3391
ago		0.2	1.0104	0.0	-0.1475	6.4983	4.1288	20.9207
i		0.08	1.2118	0.0	-2.0065	1.1514	8.8237	7.8434
took		0.24	0.9089	0.0	0.6315	5.4516	-1.7086	18.7908
a		0.06	0.9089	0.0	1.0403	4.519	3.5403	6.3501
team		0.26	0.9846	0.0	1.3033	4.7383	0.9374	21.2757
of		0.1	0.7574	0.0	0.1621	0.9936	4.4115	9.9641
students		0.44	0.8331	0.0	1.6775	5.3441	-0.001	21.4068
down		0.24	0.9089	0.0	-0.1997	2.7852	3.0969	23.0311
to		0.08	0.6059	0.0	-0.7104	1.373	0.6243	10.1456
haiti		0.33	0.9998	0.0	0.155	6.1002	4.43	9.5788
and	,	0.1	0.5044	0.0	-3.7385	1.5263	4.4432	3.0322
we		0.13	0.9846	0.0	-2.8712	1.4556	5.2301	3.6564
worked		0.24	0.6059	0.0	-3.8357	3.0994	-1.9596	21.0817
with		0.13	0.4923	0.0	-2.9577	1.6176	-5.2772	21.4651
peace		0.27	0.818	0.0	0.4119	4.0061	-2.1099	31.3464
corps		0.17	0.515	0.0	0.5155	5.5754	2.2066	16.8849
volunteers		0.68	1.0301	0.0	-4.4464	3.4704	-0.2294	26.049
there		0.24	0.7271	0.0	-6.6467	4.6416	-0.3322	26.1674
this	.	0.12	0.4544	0.49	2.7432	2.0046	0.163	10.1739
is		0.14	1.0604	0.0	2.3831	3.4035	4.3855	7.1598
