word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
this	.	0.18	0.6474	0.55	-5.5701	0.418	2.5443	5.4374
was		0.36	1.7264	0.0	-7.2302	2.9424	-0.2422	10.8045
out		0.17	0.8157	0.0	-6.6681	1.5129	1.3631	13.0727
of		0.18	1.2948	0.0	-5.8837	1.9601	-2.305	13.1116
all		0.36	1.7264	0.0	-1.9438	3.9486	3.6687	7.7742
the		0.49	2.3493	0.0	-2.7364	5.2761	-0.0713	10.4226
tourist		0.39	0.8013	0.0	-5.2282	7.1252	1.9034	11.2893
sites		0.38	1.0934	0.0	-8.4621	2.618	1.1441	9.8205
in		0.08	0.5755	0.0	-6.312	0.9856	2.615	1.0444
new		0.06	0.2877	0.0	-6.2083	0.4363	3.1423	0.3691
york		0.24	0.8632	0.0	-6.3293	1.7791	-0.6692	16.231
city		0.35	1.2588	0.0	-5.3778	4.7334	0.736	12.2053
this		0.19	0.6834	0.49	-6.0519	1.5632	-0.1825	9.0649
was		0.19	0.9107	0.0	-5.9642	2.4597	1.9176	4.604
her		0.11	0.528	0.0	-7.0101	0.3234	1.4438	5.0149
number		0.28	0.6718	0.0	-6.9244	1.3336	1.1045	9.4095
one		0.61	2.9248	0.0	-7.761	3.9451	-0.9771	15.4663
pick		0.0	1.0	0.0	0.0	0.0	0.0	0.0
thousands	.	0.0	1.0	0.0	1.6353	10.0048	0.9337	17.8503
now		0.24	1.1509	0.0	-2.5162	3.301	4.4713	10.8255
line		0.29	1.043	0.0	-2.5631	1.7962	3.418	11.3238
up		0.19	1.3667	0.0	-1.6538	2.2612	-1.9742	19.4703
on		0.16	1.1509	0.0	-6.1082	4.1319	2.0563	9.876
lower		0.27	0.7769	0.0	-5.0037	4.3577	4.0264	13.2743
broadway		0.69	1.2401	0.0	-4.6784	5.8954	-1.5351	19.8885
i've	.	0.15	0.7193	0.0	0.8592	3.9179	4.4145	4.8567
been		0.09	0.3237	0.0	0.2095	3.6539	3.3299	2.3707
wanting		0.23	0.4733	0.0	-1.7535	4.3531	2.7193	8.4381
to		0.08	0.5755	0.0	-3.6259	1.1678	-2.1861	11.5232
come		0.13	0.4676	0.0	-4.7323	2.8128	1.4425	5.9396
down		0.25	0.8992	0.0	-4.8969	5.1561	1.4898	10.2036
here		0.56	2.0141	0.0	-6.0487	5.0599	-0.1088	12.2497
since		0.0	1.0	0.0	0.0	0.0	0.0	0.0
this		0.0	1.0	0.0	-6.8116	1.1865	0.4984	3.9151
happened		0.0	1.0	0.0	0.0	0.0	0.0	0.0
even	.	0.0	1.0	0.0	3.7784	5.1813	3.5047	13.3554
on		0.12	0.8632	0.0	3.9622	0.4225	2.0835	11.5111
the		0.09	0.4316	0.0	4.0996	1.1332	-0.4052	12.346
coldest		0.69	1.4185	0.0	3.1088	4.7255	-0.7705	18.0961
winter		0.31	0.7438	0.0	0.3429	1.1736	1.9372	13.8653
days		0.54	1.9422	0.0	-5.0037	11.5556	-0.0406	16.2438
to	.	0.27	1.9422	0.38	1.9901	0.9335	-2.2478	19.215
honor		0.39	1.1221	0.0	1.3575	4.983	0.6526	16.7546
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
remember		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it's	.	0.0	1.0	0.0	5.6056	0.5662	0.4617	8.0919
reality		0.5	1.0272	0.0	8.6051	11.1169	3.0194	11.7419
it's	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
us		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
happened		0.0	1.0	0.0	0.0	0.0	0.0	0.0
here		0.0	1.0	0.0	0.0	0.0	0.0	0.0
this	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	0.0	0.0	0.0	0.0
ours		0.0	1.0	0.0	0.0	0.0	0.0	0.0
so	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
many		0.0	1.0	0.0	0.0	0.0	0.0	0.0
in	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
fact		0.0	1.0	0.0	0.0	0.0	0.0	0.0
that	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
seeing		0.34	0.8157	0.77	-1.1708	13.027	4.2876	11.7001
has		0.22	1.0545	1.32	-3.6472	1.5318	1.0147	14.7529
become		0.33	0.7913	0.0	-1.4303	3.2037	-0.1133	17.0018
a		0.08	1.1509	0.0	-0.9752	0.9493	0.7274	12.8409
bit		0.17	0.8157	0.0	0.4535	2.424	-0.6103	15.9732
of		0.21	1.5106	0.0	-0.3125	2.9425	-1.03	16.4884
a		0.32	4.6037	0.0	1.8474	3.4114	3.5424	12.8792
problem		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i	.	0.0	1.0	0.0	8.4843	5.0038	3.7091	7.0952
think		0.27	0.7769	0.0	11.1971	3.6932	-2.7585	15.5971
that		0.27	0.9711	0.0	6.0574	6.1989	-2.6396	17.435
people		0.3	0.7193	0.0	-1.6749	8.7843	-0.4414	17.4924
are		0.04	0.1913	0.0	-6.412	1.1402	3.5171	0.7945
very		0.24	0.8632	0.0	-6.7507	2.2118	0.6226	15.077
frustrated		0.53	0.7625	0.0	-5.4515	4.5202	-0.7665	15.4035
that		0.15	0.5395	0.0	-8.6565	0.5569	1.3478	11.7074
they're		0.09	0.2158	0.0	-8.363	0.6992	-0.7827	14.3941
not		0.23	1.1034	0.0	-7.6252	1.8214	1.4929	8.5829
able		0.17	0.6114	0.0	-6.8461	0.6764	-1.9969	15.4813
to		0.09	0.6474	0.0	-6.2974	0.3569	-2.7896	6.6155
get		0.23	1.1034	0.0	-6.9507	1.9047	-1.3735	17.1803
closer		0.65	1.5581	0.0	-7.1824	1.621	-1.9735	17.2181
to		0.38	2.7334	0.0	-6.8531	3.4119	-1.8018	12.1813
see		0.19	0.9107	0.0	-4.9439	1.9736	1.9133	10.6841
what's		0.26	0.7481	0.0	-5.9009	2.4207	-0.1669	16.8143
going		0.46	1.3236	0.0	-8.0147	6.199	0.951	12.3643
on		0.12	0.8632	0.0	-11.2812	0.9249	-0.6698	0.3736
but	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
that		0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	0.0	0.0	0.0	0.0
about		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	0.0	0.0	0.0	0.0
change		0.0	1.0	0.0	0.3154	10.7056	4.0797	8.4591
in	.	0.19	1.3667	0.78	2.1196	2.6714	2.6515	9.4516
record		0.35	0.8387	0.0	4.5431	9.2909	-0.8843	21.626
time		0.52	1.8702	0.0	-2.4045	6.4573	-1.1848	18.0282
a	,	0.13	1.8702	0.0	0.0	0.0	2.7977	18.7263
team		0.27	0.9711	0.0	17.2187	4.3215	-1.0408	19.3905
of		0.15	1.079	0.0	11.4024	5.1096	-1.7378	17.6571
architects		0.74	1.0646	0.0	8.2399	15.1365	-2.1599	19.3901
and		0.16	0.7668	0.0	-0.5063	2.4768	0.2285	13.8864
construction		0.78	0.9351	0.0	-3.9094	7.2959	-0.4498	17.8232
workers		0.65	1.3365	0.0	-8.2541	4.8161	-0.1758	15.8437
designed		0.61	1.0962	0.0	0.874	7.3938	3.052	14.6517
and		0.17	0.8157	0.0	1.3148	4.3405	1.7343	15.4658
built		0.3	0.8632	0.0	-1.1091	4.5633	-1.4809	20.6217
a		0.1	1.4386	0.0	0.5924	5.867	2.4607	15.0676
viewing		0.49	1.0071	0.0	-0.0464	11.8396	0.3838	19.6856
platform		0.64	1.1509	0.0	-5.9293	7.1025	-0.5103	18.9924
to		0.22	1.5825	0.51	-9.4588	1.582	-0.8172	14.0041
ease		0.33	1.1869	0.0	-8.7943	4.4394	2.8984	16.6608
the		0.11	0.528	0.0	-14.0641	5.9503	-1.4282	18.428
frustration		0.75	0.9812	0.0	-18.467	3.6798	0.1652	19.5371
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
bring		0.0	1.0	0.0	-2.1886	7.4623	1.657	12.4728
people		0.39	0.9351	0.0	-2.7496	5.9563	0.0115	16.016
closer		0.48	1.1509	0.0	-4.1602	8.247	-1.6977	18.9456
they'll	.	0.11	0.2633	1.5	-2.4885	1.0695	0.75	9.4893
get		0.22	1.0545	0.0	-1.6338	2.0192	0.4198	12.1268
an		0.09	0.6474	0.0	-2.164	0.8678	0.9996	4.9849
incredible		0.8	1.1509	0.0	-0.9789	7.5558	0.1218	14.3496
panorama		0.79	1.4214	0.0	-2.3121	6.0645	0.3756	12.9671
and		0.37	1.7739	0.35	-2.0108	3.2979	-0.6148	6.3256
understand		0.65	0.9351	0.0	0.7595	2.6734	0.4143	13.9957
i	,	0.17	2.4457	0.0	-1.0994	1.9875	-1.6903	11.6762
think		0.26	0.7481	0.0	-0.3852	3.0596	-1.6299	14.7388
more		0.18	0.6474	0.0	-0.9466	0.9867	1.3422	14.8853
completely		0.67	0.9639	0.0	-0.1044	8.8694	-0.4897	15.1108
the	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
sheer		0.0	1.0	0.0	-0.1382	5.8893	1.7643	14.0002
totality		0.8	1.4386	0.0	-0.8624	6.471	0.0107	15.3019
of		0.14	1.0071	0.0	-4.3888	1.0266	-1.8596	9.3356
the		0.13	0.6229	0.0	-4.3146	2.7751	-0.8607	7.3599
destruction		0.67	0.8761	0.0	-3.0181	5.3004	-1.3497	13.9631
of		0.1	0.7193	0.0	-5.7481	0.8311	-2.1327	5.5983
the		0.25	1.1984	0.0	-4.9887	2.9372	-4.0254	8.8875
place		0.0	1.0	0.0	0.0	0.0	0.0	0.0
if	.	0.0	1.0	0.0	17.5228	0.5476	-0.9346	18.795
you		0.1	0.4791	0.0	17.8032	1.1867	3.7751	15.7409
think		0.25	0.7193	0.0	18.3716	0.7437	-0.1027	20.1467
about		0.32	0.9207	0.0	9.8851	12.1369	3.4166	13.7743
it		0.22	1.5825	0.0	6.5095	0.7348	-3.7758	18.7591
ground	,	0.3	0.7193	0.35	6.3935	9.6693	2.0203	18.4079
zero		0.32	1.1509	0.0	2.5772	5.3848	4.3054	11.8401
is		0.15	1.079	0.0	-1.7782	4.0639	2.8983	12.3027
unlike		0.37	0.8876	0.0	-0.6185	2.4833	3.3378	16.759
most		0.23	0.8272	0.0	7.9405	5.3566	-0.483	17.2676
any		0.33	1.5825	0.0	4.7579	2.9984	3.8068	14.6858
other		0.19	0.5467	0.0	1.9627	4.0108	3.1418	15.8346
tourist		0.41	0.843	0.0	0.6374	3.2941	-1.0033	21.6512
site		0.24	0.8632	0.0	-1.4045	1.926	1.8847	17.9729
in		0.12	0.8632	0.0	-0.0601	3.6238	4.2047	9.8971
america		0.45	0.925	0.0	-3.6486	8.0187	1.9557	15.3973
unlike	.	0.33	0.7913	0.6	-0.8176	4.1402	2.8743	15.793
the		0.07	0.3352	0.0	0.2909	2.3026	0.8309	10.9543
grand		0.31	0.892	0.0	-1.0605	4.5008	1.3053	16.3695
canyon		0.48	1.1509	0.0	-3.812	6.7156	0.4316	13.6139
or		0.07	0.5035	0.0	-3.6627	0.6065	3.3396	2.9543
the		0.11	0.528	0.0	-2.7705	2.343	3.0386	11.579
washington		0.51	0.7337	0.0	-0.1174	4.9142	0.7524	16.4015
monument		0.44	0.7913	0.0	-6.3186	11.018	0.7129	10.4851
people	,	0.25	0.5999	0.57	5.0969	5.2929	-0.0576	19.0843
come		0.22	0.7913	0.0	1.8999	5.6552	-0.2912	20.834
here		0.37	1.3307	0.0	-0.8147	13.3734	0.5986	16.6075
to		0.09	0.6474	0.43	-4.1292	1.9985	0.6402	13.2647
see		0.22	1.0545	0.0	-1.4055	4.2496	1.9992	12.0205
what's		0.24	0.6906	0.0	-4.8711	4.5731	-0.9226	19.2753
no		0.19	1.3667	0.0	-3.2498	5.6871	2.9897	14.3893
longer		0.33	0.7913	0.0	-1.0262	1.4958	3.3786	11.7334
there		0.26	0.7481	0.0	-4.2841	8.1482	1.003	15.3242
the	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
first		0.0	1.0	0.0	3.514	2.2315	2.1606	12.8217
experience		0.59	0.8488	0.0	1.7035	4.3417	2.092	9.4511
people		0.47	1.1265	0.0	1.0818	5.2013	2.0036	15.5156
will		0.24	0.8632	0.0	0.4423	2.2296	5.0939	6.581
have		0.33	1.1869	0.0	0.4066	3.0312	2.2594	14.4891
here		0.14	0.5035	0.0	0.0091	1.7182	3.3395	9.6269
when		0.11	0.3956	0.0	-0.9813	0.9499	3.6438	7.2653
they		0.12	0.4316	0.0	-1.1405	0.9321	5.5635	5.289
see		0.23	1.1034	0.0	0.35	2.88	2.2633	13.1824
this		0.23	0.8272	0.0	-0.9123	0.9108	1.8076	12.6259
is		0.18	1.2948	0.0	-1.8122	2.4807	2.4634	8.7078
not		0.27	1.2948	0.0	-0.9074	1.824	5.0419	6.6303
as		0.09	0.6474	0.0	-2.0386	1.1474	0.5689	9.607
a		0.06	0.8632	0.0	-2.2344	1.0447	1.6191	5.5001
construction		0.57	0.6834	0.0	-1.747	4.1413	1.4529	14.3083
site		0.31	1.115	0.0	-1.7773	1.9791	5.0503	7.6646
but		0.26	1.2473	0.43	11.7881	0.8233	2.6911	12.4065
as		0.18	1.2948	0.0	11.1085	1.7914	2.9118	9.6702
this		0.0	1.0	0.0	0.0	0.0	0.0	0.0
incredibly		0.0	1.0	0.0	0.0	0.0	0.0	0.0
moving		0.0	1.0	0.0	-1.0605	2.5329	4.2249	7.705
burial		0.32	0.7668	0.0	-2.0275	3.1859	5.5456	7.9072
ground		0.35	0.8387	0.0	-3.9843	4.0634	3.3215	8.8944
the	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
walls		0.0	1.0	0.0	12.3901	11.7442	2.9601	16.18
are		0.17	0.8157	0.0	7.8012	5.1472	-0.4232	14.895
bare		0.24	0.8632	0.0	-0.2846	5.94	4.6113	13.6713
by		0.19	1.3667	0.0	-0.9613	0.5188	-0.6012	18.7447
design		0.52	1.2473	0.0	-0.3819	3.2418	2.9327	16.5276
so	,	0.19	1.3667	0.45	-1.4128	2.309	1.4059	14.3544
people		0.34	0.8157	0.0	1.3934	7.3275	-3.1691	20.2137
can		0.21	1.0071	0.0	-3.3987	5.6709	-2.9392	18.8305
fill		0.26	0.9351	0.0	-0.2092	7.4287	-0.4529	18.4279
them		0.23	0.8272	0.0	-4.7757	4.9968	0.0148	17.3096
with		0.13	0.4676	0.0	6.5964	0.5173	1.8602	19.5088
their		0.2	0.5755	0.0	6.8708	1.22	0.1732	16.0488
own		0.3	1.4386	0.0	3.0959	6.2284	1.91	16.4421
memorials		0.7	1.1193	0.0	-10.2843	14.1028	-0.3006	14.6067
the		0.0	1.0	0.0	0.0	0.0	0.0	0.0
way		0.0	1.0	0.0	-14.8578	3.8984	5.2155	7.9488
they		0.18	0.6474	0.0	-14.1784	3.0431	1.7663	14.5145
already		0.48	0.9869	0.0	-13.539	5.2698	2.1888	16.8735
have		0.35	1.2588	0.0	-9.6399	7.7789	2.6739	16.3914
along		0.28	0.8056	0.0	-3.6754	3.1862	2.6803	12.3375
the		0.1	0.4791	0.0	-1.0492	2.69	0.0027	14.3841
current		0.4	0.8215	0.0	0.203	8.1185	-1.7725	17.1856
perimeter		0.45	0.7193	0.0	-8.1795	6.4967	-1.3474	13.8551
from	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
our		0.0	1.0	0.0	-1.6489	2.0227	3.4178	9.9632
hearts		0.61	1.4631	0.0	-1.437	4.226	0.5392	13.8936
it	,	0.24	1.7264	0.0	-1.6485	4.2985	0.7428	13.3321
affected		0.35	0.6287	0.0	0.7068	2.1909	-0.8047	16.975
us		0.22	1.5825	0.0	0.0795	2.0573	3.264	3.8219
just		0.15	0.5395	0.0	1.2947	2.2345	-0.8304	12.2536
as		0.09	0.6474	0.0	-0.2905	2.1904	-0.85	7.7905
much		0.5	1.7983	0.0	-0.5334	4.9722	0.6412	13.8087
the	.	0.12	0.5755	0.0	1.575	0.5127	3.4022	13.3785
ramps		0.38	1.0934	0.0	4.8367	5.9191	0.0741	14.492
are		0.1	0.4791	0.0	0.0243	3.6368	2.5066	9.3999
made		0.22	0.7913	0.0	-1.9212	2.2291	4.1645	8.2957
of		0.11	0.7913	0.0	-5.4276	3.1687	-1.198	16.8361
simple		0.43	1.0315	0.0	-11.7199	13.2568	0.0345	16.73
material		0.48	0.8632	0.0	-19.7729	0.2151	0.3862	13.7465
