word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
we		0.12	0.9973	0.0	-4.0556	1.5988	3.2772	7.3716
don't		0.22	0.9142	0.0	-5.0626	3.855	-2.8275	22.917
do		0.15	1.2467	0.0	-5.9939	3.5647	-0.0094	17.7938
coffee		0.28	0.7763	0.0	-2.7132	4.2106	-0.6758	27.2299
table		0.31	1.0306	0.0	-4.4551	5.4649	1.2398	17.4103
books		0.26	0.8644	0.0	-5.0323	5.2946	-1.8379	20.3935
with		0.14	0.5818	0.0	-6.1964	3.113	-2.9694	20.0647
just		0.22	0.9142	0.0	-4.8006	2.4637	-7.7672	21.7656
one		0.19	1.0522	0.0	-3.871	2.5286	5.1585	8.735
lamp		0.33	1.3713	0.0	-3.9665	2.8936	2.5012	20.1889
inside		0.41	1.1353	0.0	-6.0856	3.4437	1.4363	16.1001
of		0.06	0.4987	0.0	-6.7172	2.1546	-0.4217	9.4415
it		0.14	1.1636	0.0	-4.6183	5.8172	4.1099	15.6792
and		0.19	1.0522	1.1	9.1929	2.1344	-6.4737	15.5528
cars		0.38	1.5791	0.0	9.6946	4.3335	0.1353	29.2217
are		0.17	0.9425	0.0	6.4489	4.2855	6.0156	17.7152
thought		0.0	1.0	0.0	0.0	0.0	0.0	0.0
so		0.0	1.0	0.0	-1.2906	1.4471	1.3071	11.3608
much		0.23	0.9558	0.0	-1.9309	1.4931	2.8277	18.7866
as		0.09	0.748	0.0	-4.5861	4.8967	2.5838	11.8153
a		0.11	1.8284	0.0	-6.8483	5.1385	-5.168	18.0325
product		0.58	1.378	0.0	-13.5855	9.8414	1.0817	27.1796
that		0.24	0.9973	0.0	17.8851	0.63	-7.4057	30.094
it's		0.11	0.61	0.0	0.0	0.0	-16.8106	22.8636
a		0.2	3.3245	0.0	0.0	0.0	3.7811	12.6803
little		0.12	0.3324	0.5	13.149	2.2024	6.0735	7.1916
bit		0.12	0.6649	0.0	8.5197	8.3532	3.1522	15.6832
difficult		0.37	0.6832	0.0	-2.8565	7.934	-0.1383	23.6873
to		0.07	0.5818	0.0	-4.071	0.8315	-2.2215	16.3995
get		0.13	0.7197	0.0	-4.9308	3.9296	3.0474	11.9531
into		0.17	0.7064	0.0	-3.9211	2.7803	-1.5234	17.5868
the		0.09	0.4987	0.0	-5.5201	1.3004	1.191	10.5503
aesthetic		0.39	0.7197	0.0	-3.7961	5.2773	-1.3167	28.7312
side		0.37	1.5376	0.0	-4.4242	3.8389	3.231	15.0483
under		0.2	0.6649	0.64	7.533	5.3707	6.8282	5.0832
the		0.1	0.5535	0.0	5.7884	3.3675	3.7057	10.0018
same		0.23	0.9558	0.0	-1.0466	8.9259	2.9345	11.9393
sort		0.19	0.7896	0.0	-3.0141	4.3714	2.7476	13.5298
of		0.07	0.5818	0.0	-5.3087	1.4381	-1.2961	16.9743
terminology		0.62	0.9375	0.0	-4.3329	5.7214	3.3551	23.3717
that		0.1	0.4156	0.0	-6.8626	1.4335	0.507	5.8304
one		0.09	0.4987	0.0	-6.112	0.8686	2.7462	5.7741
would		0.15	0.4987	0.0	-5.5603	1.8871	3.6684	5.7011
discuss		0.42	0.9973	0.0	-6.3102	3.6173	-2.0492	26.303
art		0.3	1.6622	0.0	-4.4059	1.5299	3.7656	20.8855
and	.	0.37	2.0495	1.29	11.0772	1.3649	3.0262	31.4977
so		0.38	3.1582	0.0	10.3616	10.4466	1.4218	22.727
cars		0.31	1.2882	0.0	3.5528	6.3632	2.1719	22.136
as	,	0.18	1.496	0.0	0.4023	5.4753	3.2315	15.5765
art		0.39	2.1609	0.0	2.002	4.4927	-0.176	22.2161
brings	,	0.22	0.61	0.0	0.812	7.2028	1.9365	19.6145
it		0.09	0.748	0.0	-1.3074	2.1261	2.2361	6.7124
into		0.18	0.748	0.0	-1.4513	4.2305	0.8219	17.3934
an		0.07	0.5818	0.0	-2.0247	1.9408	4.6086	3.3876
emotional		0.45	0.8311	0.0	-2.031	8.6456	1.9816	16.6827
plane		0.51	1.6955	0.0	-12.4369	9.9732	-0.0895	26.3874
if		0.1	0.8311	0.41	-15.8949	3.5405	0.032	14.7675
you		0.08	0.4438	0.0	-14.167	2.1734	2.8149	14.8422
accept		0.38	1.0522	0.0	-18.0582	3.6548	-0.8808	22.9437
that		0.25	1.0389	0.0	-16.571	4.4816	4.7922	15.5073
that		0.18	0.748	0.5	9.912	3.8871	4.5834	15.2936
you		0.06	0.3324	0.0	12.2396	2.3231	4.4993	10.9603
have		0.11	0.4571	0.0	13.8505	2.139	4.9992	16.1553
to		0.1	0.8311	0.0	12.7969	4.641	-2.1234	19.1563
deal		0.23	0.9558	0.0	4.6141	8.5947	4.6446	13.2062
with		0.16	0.6649	0.0	2.869	1.5877	1.4913	18.9588
on		0.08	0.6649	0.0	2.3332	1.8933	5.8705	7.8033
the		0.09	0.4987	0.0	0.9605	2.7358	3.3689	5.5783
same		0.21	0.8727	0.0	2.4464	3.4454	2.9836	15.6637
level		0.22	0.7314	0.0	1.5313	1.6517	7.5169	9.4346
you		0.13	0.7197	0.0	0.567	0.9734	6.986	4.4412
would		0.18	0.5984	0.0	0.094	4.0945	4.8896	11.3749
with		0.25	1.0389	0.0	-0.6706	3.3819	-0.1625	22.8225
art		0.2	1.1087	0.0	0.0489	1.6397	0.4902	26.7445
with		0.1	0.4156	0.0	-2.0704	4.9687	2.3089	9.1404
a		0.04	0.6649	0.0	-2.2747	0.5348	4.3282	10.3884
capital		0.43	1.0206	0.0	-1.3637	3.6441	1.3026	22.6285
a		0.32	5.3191	0.0	-2.4656	7.1069	1.5401	24.3031
now	.	0.13	0.7197	0.44	-7.1728	1.4206	1.16	0.6414
at		0.08	0.6649	0.0	-7.252	1.9153	-6.7214	16.3114
this		0.15	0.6233	0.0	-4.6971	2.0126	-6.7203	22.7258
point		0.18	0.5984	0.0	-2.9443	2.4651	-4.8288	27.6724
you're		0.09	0.2992	0.0	-4.6415	0.4855	-4.707	7.7176
going		0.12	0.3989	0.0	-6.2326	1.9844	-0.4691	9.6304
to		0.06	0.4987	0.0	-7.1881	0.7632	-5.6303	4.2381
see		0.06	0.3324	0.0	-6.4131	0.7266	-4.4178	17.0995
a		0.04	0.6649	0.0	-6.928	0.5923	0.5784	14.4343
picture		0.29	0.6882	0.0	-7.1683	0.1638	-10.1783	21.2616
of		0.07	0.5818	0.0	-7.3043	1.443	-1.0693	5.5477
michelangelo		0.93	1.2882	0.0	-3.7449	8.7119	0.2808	25.1414
this	.	0.2	0.8311	0.65	6.7845	3.6371	1.8288	25.7829
is		0.11	0.9142	0.0	7.0858	4.7755	4.6465	12.9371
completely		0.43	0.7148	0.0	4.0417	11.359	3.8165	18.7479
different		0.32	0.5918	0.0	0.8764	8.6834	0.4453	22.1419
than		0.17	0.7064	0.0	-1.5867	2.1188	0.6339	18.9393
automobiles		1.07	1.6173	0.0	-2.0034	9.3533	1.4903	21.1252
automobiles	.	1.34	2.0246	0.93	-0.2705	11.6282	1.4542	28.6023
are		0.3	1.6622	0.0	-4.1437	2.1565	0.8648	29.7411
self		0.39	1.6207	0.0	-1.1204	4.7289	-1.3914	20.7323
moving		0.34	0.9425	0.0	-2.0874	4.8727	3.446	17.6882
things		0.35	0.9691	0.0	-7.0705	8.4087	-2.9461	24.8284
right	,	0.36	1.1968	0.0	-5.7052	5.3534	-3.9003	28.714
elevators	?	0.5	0.9242	0.0	-6.1721	8.7775	2.7939	26.3601
are		1.21	6.7038	0.0	-16.2305	12.5051	-2.0704	31.8046
automobiles		0.0	1.0	0.0	0.0	0.0	0.0	0.0
and	.	0.0	1.0	0.0	-4.1155	4.2361	5.2282	17.2069
they're		0.32	0.886	0.0	-2.8967	3.6876	4.9999	20.9978
not		0.11	0.61	0.0	-1.6062	1.0021	4.0584	9.8613
very		0.16	0.6649	0.0	-2.9672	2.7487	6.3167	11.5681
emotional		0.6	1.1087	0.0	-4.4729	5.8079	2.1845	18.3088
they	;	0.14	0.5818	0.0	-6.7127	1.6272	-0.9264	10.9619
solve		0.36	1.1968	0.0	-6.1216	5.4612	-1.6938	19.6324
a		0.03	0.4987	0.0	-5.0179	1.3758	-12.6104	3.6969
purpose		0.46	1.0921	0.0	-1.5597	4.3292	-1.7693	23.1984
and	;	0.18	0.9973	0.57	-6.641	1.096	-0.093	8.7127
certainly		0.31	0.5718	0.0	-13.9722	9.912	1.8567	14.8107
automobiles		0.47	0.7098	0.0	-6.0541	8.0359	4.1009	13.5002
have		0.11	0.4571	0.0	-5.5408	4.7622	0.7455	8.3525
been		0.1	0.4156	0.0	-7.383	1.5181	1.5766	10.1983
around		0.23	0.6366	0.0	-7.2455	1.3935	2.5727	10.8207
for		0.1	0.5535	0.0	-7.0081	0.7608	-1.3376	14.4604
one		0.04	0.2211	0.0	-8.2443	2.0971	4.5081	5.0894
hundred		0.23	0.5469	0.0	-7.4632	3.2377	1.418	12.5209
years		0.24	0.7979	0.0	-6.1396	4.4948	3.4059	14.5988
and		0.12	0.6649	0.0	-8.0717	2.8076	-0.031	1.1088
have		0.44	1.8284	0.43	-7.538	4.4162	-2.41	23.3822
made		0.24	0.9973	0.0	-3.9935	3.2664	4.6131	18.8092
our		0.08	0.4438	0.0	-5.6021	1.9536	7.7216	3.0408
lives		0.45	1.496	0.0	-6.0621	3.0614	0.7064	27.2647
functionally		0.47	0.6516	0.0	-3.8968	4.3005	-4.0296	26.1253
a		0.3	4.9867	0.34	-7.5125	2.5254	2.8385	19.1059
lot		0.16	0.886	0.0	-6.0249	1.4195	3.6271	14.5689
better		0.15	0.4156	0.0	-5.6861	1.0147	4.7698	12.0321
in		0.06	0.4987	0.0	-6.3771	0.7045	3.3209	2.426
many		0.18	0.748	0.0	-5.0309	3.6316	4.6455	5.6093
ways		0.2	0.8311	0.0	-6.5881	3.6405	5.2754	12.6219
they've	;	0.0	1.0	0.0	0.0	0.0	0.0	0.0
also		0.0	1.0	0.0	-2.9973	3.6975	1.3174	19.495
been		0.11	0.4571	0.0	-4.776	2.9379	4.8782	8.4313
a		0.08	1.3298	0.0	-6.5431	1.0167	3.1052	3.6284
real		0.16	0.6649	0.0	-3.3596	3.4751	3.8363	21.6451
pain		0.21	0.8727	0.0	-2.3671	1.725	-1.565	18.5711
in		0.07	0.5818	0.0	-5.3234	3.0198	1.6805	3.5719
the		0.06	0.3324	0.0	-6.7037	0.441	1.379	4.0938
ass		0.31	1.7171	0.0	-4.9961	3.1635	2.5722	13.8036
because	,	0.58	1.378	0.73	9.0654	5.1366	-4.9961	34.7518
automobiles		1.17	1.7686	0.0	0.0378	18.0447	2.4555	35.1223
are		0.33	1.8284	0.0	-4.8736	1.3691	1.6322	27.4879
really		0.24	0.6649	0.0	-2.7985	3.5495	6.3057	10.8911
the		0.08	0.4438	0.0	-6.2358	2.8055	2.5713	6.3062
thing		0.15	0.4987	0.0	-4.3997	4.0011	-1.5543	19.3837
we		0.08	0.6649	0.0	-6.6619	2.3403	0.7662	1.5916
have		0.15	0.6233	0.0	-5.7529	2.6745	0.7771	18.4789
to		0.08	0.6649	0.0	-5.9664	2.2769	-6.8044	10.9143
solve		0.41	1.363	0.0	-12.0279	11.0727	1.445	17.8559
we	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
have		0.0	1.0	0.0	5.0431	0.4888	2.1218	18.1038
to		0.1	0.8311	0.0	5.5439	1.9169	-9.4419	9.6116
solve		0.4	1.3298	0.0	5.5123	3.4973	1.3875	16.9866
the		0.14	0.7763	0.0	3.984	2.5485	-2.4583	12.4764
pollution		0.51	0.9425	0.0	-0.6971	5.5026	-1.695	27.9455
we	,	0.11	0.9142	0.0	-6.4045	5.0698	-0.4277	4.4964
have		0.12	0.4987	0.0	-8.6392	1.3551	-5.4943	14.3798
to		0.11	0.9142	0.0	-7.6974	1.7237	-14.0029	10.7867
solve		0.35	1.1636	0.0	-6.5632	2.8904	0.4425	16.3611
the		0.11	0.61	0.0	-7.445	0.4925	-3.7875	16.618
congestion		0.68	1.1303	0.0	-11.1527	9.2497	0.1426	28.2163
but		0.0	1.0	0.0	0.0	0.0	0.0	0.0
that's		0.0	1.0	0.0	1.7983	0.7571	-1.8188	26.5644
not		0.29	1.6074	0.0	0.76	4.0973	-0.8502	21.9707
what		0.2	0.8311	0.0	-3.7598	3.7843	-3.7486	23.2918
interests		0.35	0.6466	0.0	-0.8571	3.9479	-2.6685	24.321
me		0.1	0.8311	0.0	-3.3465	2.6693	1.1628	21.411
in		0.09	0.748	0.0	-5.3536	0.9525	3.4495	2.8437
this		0.15	0.6233	0.0	-6.2005	1.5841	-0.2261	9.8848
speech		0.36	0.9973	0.0	-5.5828	3.4053	-8.7827	27.7847
what	.	0.13	0.5402	0.0	-5.0702	1.6944	0.1027	8.4013
interests		0.31	0.5718	0.0	-1.9745	2.9572	-6.5049	25.9861
me		0.08	0.6649	0.0	-2.7271	2.4713	-1.4928	21.1494
in		0.08	0.6649	0.0	-4.7248	0.7448	3.3403	2.1535
this		0.13	0.5402	0.0	-5.46	0.9986	0.2029	9.779
speech		0.31	0.8594	0.0	-2.9432	3.837	-7.1512	19.4633
is		0.36	2.992	0.0	-5.9624	2.8851	-16.0217	23.9167
cars		0.54	2.244	0.0	-4.403	5.7391	-7.2712	31.901
automobiles	.	0.82	1.2384	0.97	-1.4606	8.702	5.0385	21.1428
may		0.12	0.6649	0.0	-2.1187	0.9976	3.0786	11.6005
be		0.16	1.3298	0.0	-3.1852	4.1492	2.6812	12.3797
what		0.29	1.2051	0.0	-4.5192	4.0638	0.6538	16.2457
you		0.28	1.5509	0.0	-1.0446	5.3687	4.7784	7.4505
use		0.0	1.0	0.0	0.0	0.0	0.0	0.0
but	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
cars		0.0	1.0	0.0	-2.1407	6.3804	-0.0728	31.2298
are		0.39	2.1609	0.0	-4.7176	5.3428	-4.8932	30.8033
what		0.2	0.8311	0.0	-5.602	1.5042	-6.7349	26.7803
we		0.11	0.9142	0.0	-5.71	2.4981	0.8352	7.5568
are		0.27	1.496	0.0	-5.9059	11.1582	1.9436	17.6221
in	,	0.14	1.1636	0.45	-5.5568	1.1738	3.4949	15.1542
many		0.22	0.9142	0.0	-4.2969	4.3287	5.8848	3.5463
ways		0.27	1.122	0.0	-9.3887	2.3952	1.6721	16.4371
and	.	1.14	6.3165	0.74	6.9569	6.6254	-0.0646	29.7895
as		0.18	1.496	0.0	7.8768	4.0932	-1.4944	26.8705
long		0.18	0.748	0.0	11.8669	3.24	5.8471	18.1188
as		0.07	0.5818	0.0	9.6441	4.8485	3.3526	5.894
we		0.11	0.9142	0.0	10.1607	3.6629	3.4394	8.3913
can		0.2	1.1087	0.0	9.3351	5.5609	2.3082	14.1136
solve		0.38	1.2633	0.0	0.1726	11.2638	2.7308	17.4538
the		0.07	0.3873	0.0	-5.2422	1.1955	0.4984	8.1922
problems		0.33	0.6865	0.0	-3.0976	8.5574	0.7182	21.8533
of		0.12	0.9973	0.0	-6.0617	4.4533	-0.4361	14.0712
automobiles		0.85	1.2849	0.0	-3.0818	8.2217	3.5854	23.3903
and	,	0.1	0.5535	0.0	-5.6022	1.4253	1.054	10.0042
i		0.08	1.3298	0.0	-4.8592	3.1067	6.9203	2.6862
believe		0.29	0.6882	0.0	-5.7521	5.241	3.236	11.7638
we		0.1	0.8311	0.0	-6.6141	2.5438	-2.3537	17.7253
can		0.26	1.4411	0.0	-5.9661	3.9862	-0.8793	20.2093
with	,	0.13	0.5402	0.0	-6.267	4.042	-1.2373	16.7798
fuel		0.24	0.9973	0.0	-5.2632	2.7558	-2.4563	22.274
cells		0.44	1.4628	0.0	-5.59	3.4846	-0.2074	17.9013
or		0.09	0.748	0.0	-8.9599	2.0366	0.5148	6.665
hydrogen		0.49	1.0173	0.0	-5.8591	4.9879	0.7544	17.4762
like	,	0.21	0.8727	0.0	-8.1905	4.2451	-4.4045	18.6986
b		0.0	1.0	0.0	0.0	0.0	0.0	0.0
m		0.0	1.0	0.0	0.0	0.0	0.0	0.0
w		0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	0.0	0.0	0.0	0.0
really		0.0	1.0	0.0	-6.9104	3.3283	0.362	25.5862
hip		0.24	1.3298	0.44	-5.9823	6.2324	-1.3665	20.788
on		0.29	2.4102	0.0	-5.2523	1.0797	1.4008	18.3312
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
lots		0.0	1.0	0.0	-3.7538	1.2458	3.1146	20.547
of		0.08	0.6649	0.0	-2.8879	2.8775	4.1743	12.1816
other		0.17	0.5652	0.0	0.7141	5.4659	7.9513	10.3703
things		0.54	1.496	0.0	-2.2507	6.8383	-6.7006	34.7437
then	,	0.15	0.6233	0.0	-0.9049	1.9926	4.1258	34.9107
i		0.09	1.496	0.0	2.9454	3.6099	8.1575	4.6516
think		0.19	0.6316	0.0	4.2299	3.8785	1.9231	17.3866
we		0.13	1.0804	0.0	2.3666	3.2151	4.1957	14.865
can		0.34	1.8833	0.0	-1.6666	9.0112	-5.8924	27.8066
look		0.24	0.9973	0.0	2.1537	8.6052	-3.9726	26.8485
past		0.36	1.496	0.0	1.4368	7.1745	-1.3356	23.8537
that		0.38	1.5791	0.0	-0.5669	4.9371	2.2583	24.2012
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
try		0.0	1.0	0.0	4.6422	6.4466	-0.1295	20.5673
and		0.12	0.6649	0.0	0.654	4.3624	4.701	7.5202
understand		0.61	1.014	0.0	-0.0348	5.2427	0.9615	28.4631
why		0.23	1.2749	0.0	-0.9743	2.8881	6.4893	5.9878
this		0.28	1.1636	0.0	-2.1817	5.8911	2.9969	18.7494
hook		0.25	1.0389	0.0	-9.3592	5.2149	-5.1028	26.5273
is		0.13	1.0804	0.0	-16.0887	5.9312	2.0565	10.4267
in		0.14	1.1636	0.0	-15.704	1.372	4.0965	5.281
many		0.23	0.9558	0.33	-13.9654	6.2342	3.8132	17.5511
of		0.13	1.0804	0.0	-18.3756	1.7564	0.1048	13.3805
us		0.32	2.6596	0.0	-17.2562	2.3196	-5.8266	28.802
of		0.12	0.9973	0.37	-4.8928	0.8581	4.6198	6.2123
this		0.13	0.5402	0.0	-4.5718	2.2553	3.7329	11.8744
car		0.38	2.106	0.0	-1.9231	4.8888	0.8544	27.3108
y		0.06	0.9973	0.0	-5.2102	0.8146	3.4067	1.7627
ness		0.26	1.0804	0.0	-5.1239	3.4684	-3.6183	20.1344
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
what		0.0	1.0	0.0	-1.1831	4.6627	1.3736	20.5476
that		0.19	0.7896	0.0	0.8125	1.6125	0.6271	19.3847
means		0.27	0.8976	0.0	-1.6697	5.9152	0.5117	12.8111
what	,	0.13	0.5402	0.0	-2.1462	2.2854	2.5467	16.2978
we		0.08	0.6649	0.0	-2.8911	0.7334	-0.4463	10.07
can		0.15	0.8311	0.0	-2.7826	2.4664	-3.8902	19.8151
learn		0.17	0.5652	0.0	-3.0422	1.7619	4.4111	8.7171
from		0.21	0.8727	0.0	-6.0476	4.3398	-3.7731	19.4338
it		0.1	0.8311	0.0	-7.9335	0.1168	-4.4372	5.2936
that's	.	0.17	0.5652	0.0	6.1043	1.8376	-5.9744	20.0513
what		0.09	0.374	0.0	7.5607	1.2921	2.971	21.3718
i		0.04	0.6649	0.0	7.1885	0.9017	8.373	1.4135
want		0.13	0.5402	0.0	6.3309	1.7807	4.7373	4.9565
to		0.06	0.4987	0.0	4.656	2.194	-1.6012	9.5899
get		0.18	0.9973	0.0	5.3711	2.2505	-5.0105	26.8691
to		0.17	1.4129	0.0	2.9904	3.6827	-4.9111	17.8207
cars	.	0.34	1.4129	1.18	-9.964	6.2537	-0.4581	26.9195
are		0.11	0.61	0.0	-13.8643	3.7856	4.5922	6.2332
not		0.37	2.0495	0.0	-12.9446	2.7955	0.2358	22.2812
a		0.09	1.496	0.0	-14.8913	3.8797	-1.4332	12.0783
suit		0.41	1.7038	0.0	-12.6347	4.6055	-4.1654	26.4233
of		0.14	1.1636	0.0	-15.7799	4.5549	-6.94	25.7409
clothes		0.46	1.0921	0.0	0.0	0.0	0.3344	26.9597
cars	;	0.0	1.0	0.0	0.0	0.0	0.0	0.0
are		0.0	1.0	0.0	10.1188	3.67	4.4994	11.711
an		0.16	1.3298	0.0	7.575	2.8349	0.1058	16.8941
avatar		0.56	1.5509	0.0	6.2742	8.4936	0.6712	22.7824
cars	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
are		0.0	1.0	0.0	-3.3266	3.1126	3.7281	14.6238
an		0.1	0.8311	0.0	-5.2372	2.4084	3.1579	3.7881
expansion		0.7	1.2932	0.0	-12.3089	8.1922	-2.1007	30.7159
of		0.09	0.748	0.54	-17.0065	0.9643	0.1504	3.5273
yourself		0.63	1.3098	0.0	-17.9166	2.0747	-2.3267	25.384
they	:	0.0	1.0	0.0	0.0	0.0	0.0	0.0
take		0.0	1.0	0.0	-3.0065	5.2877	-0.6321	20.2863
your		0.26	1.0804	0.0	-2.1567	7.0445	6.6992	17.6618
thoughts		0.41	0.8511	0.0	-1.6143	5.7859	0.9317	20.3803
your	,	0.24	0.9973	0.0	-2.458	1.9796	4.0522	17.7283
ideas		0.37	1.23	0.0	-2.8673	5.3248	3.2158	17.8974
your	,	0.17	0.7064	0.0	-2.6067	0.9767	3.4485	14.7805
emotions		0.49	1.0173	0.0	-2.6162	6.0254	1.4163	18.4743
and	,	0.09	0.4987	0.0	-4.0419	1.885	-1.6182	10.9533
they		0.07	0.2909	0.0	-4.5081	0.6311	4.5372	2.8295
multiply		0.63	1.3098	0.0	-4.3638	8.0398	0.4386	28.611
it		0.12	0.9973	0.0	-9.6655	0.6253	-4.5629	12.8761
your		0.19	0.7896	0.0	3.5093	7.5814	-1.2909	8.6727
anger		0.4	1.3298	0.0	-3.867	3.0728	5.4339	7.8037
whatever	,	0.44	0.9142	0.0	-5.4403	3.9826	4.2505	10.6846
it's	.	0.12	0.6649	0.33	-4.8808	1.2406	-6.1894	19.5818
an		0.18	1.496	0.0	-5.3868	1.7302	-6.1495	23.3091
avatar		0.61	1.6905	0.0	-5.2016	8.7293	-0.528	29.6277
it's	.	0.1	0.5535	0.33	17.7749	0.5549	-7.3767	8.5592
a		0.08	1.3298	0.0	16.8824	1.2555	3.6957	10.0082
super		0.43	1.4295	0.0	14.3363	9.94	2.4063	21.1603
waldo		0.46	1.5292	0.0	6.0687	4.9851	5.5254	14.8117
that		0.11	0.4571	0.0	3.1591	5.5766	-3.6581	8.0156
you		0.09	0.4987	0.0	-3.5869	4.107	-0.0654	13.6311
happen		0.21	0.5818	0.0	-2.4972	2.4467	2.6996	20.8845
to		0.07	0.5818	0.0	-4.9586	1.3878	5.3716	5.7684
be		0.13	1.0804	0.0	-4.4715	5.2387	1.7386	7.2738
inside		0.53	1.4677	0.0	-5.323	6.4127	0.0646	19.6104
of		0.0	1.0	0.0	0.0	0.0	0.0	0.0
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
if		0.0	1.0	0.0	-5.0987	2.5491	0.8641	8.441
you		0.08	0.4438	0.0	-3.6898	3.766	2.1187	7.6936
feel		0.19	0.7896	0.0	-10.7674	6.6861	1.1147	22.2736
sexy		0.55	2.2856	0.0	-8.7195	6.028	-4.101	31.0453
the	,	0.12	0.6649	0.0	-1.649	0.3634	-4.9724	30.7521
car		0.26	1.4411	0.0	-1.7992	7.3867	-1.0722	26.809
is		0.08	0.6649	0.0	-6.7741	0.4988	-2.0235	7.2898
sexy		0.37	1.5376	0.0	-7.2037	3.357	-4.7088	19.4896
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
if		0.0	1.0	0.0	-4.9335	1.3587	2.8556	4.6789
you're		0.12	0.3989	0.0	-1.6825	3.7833	2.3813	19.2111
full		0.18	0.748	0.0	0.3334	1.9271	1.0131	22.5517
of		0.08	0.6649	0.0	-1.1981	1.6346	7.4184	5.6355
road		0.21	0.8727	0.0	0.2848	3.9882	6.7984	11.708
rage		0.5	2.0778	0.0	2.1429	5.5958	-3.8701	32.5214
you've	,	0.17	0.5652	0.0	-3.1748	1.4337	-1.8246	28.7645
got		0.18	0.9973	0.0	-2.3495	2.5022	1.5833	19.6474
a		0.04	0.6649	0.62	6.8061	0.4172	4.4277	4.717
chevy		0.35	1.1636	0.0	1.9345	7.1116	2.075	17.4296
like	:	0.21	0.8727	0.0	-1.4218	1.7226	3.1206	16.2761
a		0.03	0.4987	0.0	-1.5534	1.0973	8.5158	2.5395
rock		0.34	1.4129	0.0	-3.2173	3.6572	3.2106	19.2463
right	,	0.16	0.5319	0.0	-5.7526	3.9225	3.618	18.7305
cars	?	0.34	1.4129	0.34	3.867	5.6464	4.3169	19.7802
are		0.38	2.106	0.0	0.0659	4.4126	1.3062	26.4733
a		0.0	1.0	0.0	0.0	0.0	0.0	0.0
sculpture		0.0	1.0	0.0	0.7662	7.5312	-3.9459	33.1756
did		0.18	0.9973	1.06	-2.6251	4.3944	-4.7273	11.8427
