word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
is		0.08	0.5793	0.0	0.8579	3.4706	-3.7088	16.1082
science		0.36	0.7444	0.0	-2.0011	8.1657	-0.6707	26.951
this	;	0.12	0.4345	0.0	0.3696	2.2571	-3.2117	17.4213
is		0.08	0.5793	0.0	-0.5552	2.1862	-7.325	10.4922
genetics		0.58	1.05	0.0	-1.0113	7.0885	-3.8052	27.3657
this	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	0.0	0.0	0.0	0.0
my		0.0	1.0	0.0	4.1899	3.9176	9.4865	5.1519
grandmother		0.51	0.672	0.0	-0.7482	9.9082	5.0649	18.4546
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
this		0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	6.85	4.8095	2.9085	18.7394
where		0.13	0.3765	0.0	4.7668	2.2661	8.5299	5.9157
i		0.1	1.4483	0.0	2.4803	1.7916	7.5213	10.9171
get		0.16	0.7719	0.0	1.1702	1.5114	-1.2728	19.6835
this		0.16	0.5793	0.0	0.4981	1.6997	-4.2652	22.4555
mouth		0.28	0.811	0.0	-2.0	6.6883	4.9455	19.0543
i'm	.	0.47	3.4034	2.64	-2.149	3.0463	-5.5336	24.604
a		0.05	0.7241	1.52	11.8733	1.5191	9.0091	3.5207
blogger		0.58	1.2006	0.0	10.0969	9.4328	-1.0214	26.6986
which	,	0.52	1.5062	0.0	7.2021	7.3019	-3.7948	28.0084
probably	,	0.33	0.5981	0.0	8.6203	4.8109	1.1892	29.5492
to		0.12	0.869	0.0	8.6744	3.9407	-2.827	12.4596
a		0.05	0.7241	0.0	6.9301	2.7799	5.9145	2.937
lot		0.2	0.966	0.0	2.6747	3.4787	7.4384	6.9302
of		0.08	0.5793	0.0	1.5771	2.5586	-0.8977	10.6
you		0.13	0.6271	0.0	0.9233	2.665	3.4954	9.2834
means	,	0.34	0.9848	0.0	-1.7606	3.9965	1.749	18.2852
different		0.31	0.4982	0.0	-2.1789	3.3276	-3.7182	21.7587
things		0.36	0.869	0.0	-5.7726	6.4169	0.9206	22.7507
you	.	0.16	0.7719	1.24	0.5954	3.3346	3.2737	13.4165
may		0.11	0.5315	0.0	1.792	3.0604	7.8034	4.5617
have		0.13	0.4707	0.0	4.2403	1.0206	2.8092	20.6192
heard		0.23	0.6662	0.0	0.9525	4.9534	0.0833	18.403
about		0.24	0.6952	0.0	-2.128	3.8688	2.1794	22.6913
the		0.06	0.2897	0.0	-1.8	1.4328	-4.5516	16.3419
kryptonite		0.47	0.6807	0.0	-1.2726	8.7552	-2.7639	28.5649
lock		0.98	3.5483	0.0	-4.7823	6.2533	-5.9638	32.3213
brouhaha		0.33	0.5981	0.0	-3.2597	4.9623	4.4469	13.1891
where	,	0.49	1.4193	0.88	-3.6187	2.9734	2.6006	22.6124
a		0.09	1.3034	0.0	-2.2392	1.1673	2.3088	23.6301
blogger		0.36	0.7444	0.0	0.0024	6.4874	3.4798	20.5295
talked		0.27	0.6517	0.0	-1.496	5.2709	-4.7685	27.2025
about		0.17	0.4924	0.0	-2.1423	1.5508	1.0825	17.8193
how		0.12	0.5793	0.0	-1.8211	2.1989	0.9613	15.2983
you		0.16	0.7719	0.0	-1.0279	1.8145	2.0954	8.9791
hack		0.33	1.1948	0.0	-2.4097	1.9972	-0.6118	25.3846
or	,	0.08	0.5793	0.0	-3.493	3.0495	2.4167	6.9399
break		0.28	0.811	0.0	-4.4922	5.9803	-2.3221	22.487
into		0.22	0.7965	0.0	-2.6374	4.0511	0.2349	15.5132
a	,	0.06	0.869	0.0	-4.7901	1.5698	0.2468	15.0372
kryptonite		0.4	0.5793	0.0	-3.5691	6.371	-1.9939	24.1052
lock		0.28	1.0138	0.0	-2.4421	4.6045	0.9794	22.7756
using		0.2	0.5793	0.0	-4.1838	4.6998	0.1836	15.0587
a		0.04	0.5793	0.0	-4.8903	0.7122	2.1145	2.8135
ballpoint		0.41	0.6604	0.0	-6.1477	5.4817	-0.668	18.1287
pen		0.3	1.4483	0.0	-8.0253	5.5901	1.0474	23.2069
and	,	0.2	0.966	0.56	-1.5951	0.9408	6.8517	5.7164
it		0.08	0.5793	0.0	-1.455	0.6584	0.2348	17.7374
spread		0.38	0.9168	0.0	0.0986	3.0917	-2.2502	30.9122
all		0.19	0.9168	0.0	-1.3773	3.1144	7.6023	6.7022
over		0.31	1.1224	0.0	-0.7768	2.3172	1.5336	23.1702
kryptonite	.	0.37	0.5359	0.0	-1.6448	4.7864	-1.1905	25.3641
had		0.15	0.7241	0.0	-2.0204	2.3892	1.9932	14.6116
to		0.07	0.5069	0.0	-3.011	2.2214	-1.6087	13.71
adjust		1.07	2.5823	0.0	-3.4449	5.3202	-0.744	26.716
the		0.08	0.3867	0.0	-3.0198	2.3834	-4.1256	19.5411
lock		0.34	1.231	0.0	0.047	6.1607	3.017	24.4034
and	,	0.13	0.6271	0.0	-2.135	5.4745	1.8023	3.6694
they		0.06	0.2172	0.0	-3.6343	0.5084	3.8715	1.8656
had		0.11	0.5315	0.0	-2.8398	1.6221	2.6677	10.4169
to		0.11	0.7965	0.0	-4.1362	2.0538	-2.7915	6.5873
address		0.26	0.5373	0.0	-3.7713	3.2976	-3.9765	23.4857
it		0.13	0.9414	0.0	-1.0384	4.0958	-2.3689	13.6772
to		0.42	3.0414	0.0	-3.2778	7.3089	0.0818	14.8757
avoid		0.65	1.8827	0.75	-3.3875	6.0746	-2.986	25.7008
too		0.15	0.7241	0.0	0.151	2.318	-8.4321	30.4985
many		0.12	0.4345	0.0	-2.2757	3.9943	5.0036	8.891
customer		0.32	0.5793	0.0	-4.1675	5.978	-3.2198	21.6432
concerns		0.51	0.924	0.0	-8.0689	5.1883	-4.4226	21.7792
you	.	0.08	0.3867	0.0	-2.7726	0.7034	3.7577	0.9264
may		0.13	0.6271	0.0	-2.5201	0.8411	5.9218	3.1179
have		0.1	0.3621	0.0	-3.5181	0.7533	-2.117	20.2657
heard		0.25	0.7241	0.0	-4.5238	3.5264	-2.7461	20.3137
about		0.37	1.0717	0.0	-5.9731	2.0175	-3.9507	26.6324
rathergate		0.68	0.9848	0.0	-2.8351	10.1469	-2.7951	30.4215
which	,	0.22	0.6372	0.41	-0.8983	3.6361	0.4535	19.5109
was		0.29	1.4005	0.0	-2.8713	3.4559	0.1253	20.6672
basically		0.61	0.9819	0.0	-2.9103	3.8513	-0.372	21.0087
the		0.11	0.5315	0.0	-4.5533	1.5266	1.2913	14.456
result		0.6	1.4483	0.0	-4.3899	5.5127	-1.4516	29.5993
of		0.28	2.0276	0.0	-5.6844	2.3852	2.9631	18.1453
bloggers		0.63	1.1412	0.0	-2.6354	11.8677	0.7925	26.403
realizing		0.64	1.0297	0.34	-0.9211	8.3209	4.2411	22.3162
that		0.27	0.9776	0.0	-3.7004	3.6108	-0.269	28.4412
the		0.07	0.3374	0.0	-2.8943	1.8753	-7.6856	20.0147
th		1.11	8.0379	0.0	-8.1403	11.9569	-4.8083	32.7959
in		0.42	3.0414	0.0	-1.4903	3.9007	5.1167	18.9096
one		0.21	1.0138	0.34	-0.0393	2.7958	5.4081	9.4526
hundred		0.0	1.0	0.0	0.0	0.0	0.0	0.0
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
eleven		0.0	1.0	0.0	-2.2944	7.4712	3.0183	16.8685
is		0.58	4.2	0.45	-2.4058	1.8892	-4.7947	33.5348
not		0.48	2.3172	0.0	1.1763	5.4753	0.6181	31.2651
typesetted		0.83	1.2021	0.0	4.235	13.1256	-5.1058	26.698
on		0.23	1.6655	0.0	7.7103	2.1231	1.0432	29.1133
an		0.27	1.9552	0.0	7.6373	2.0514	-0.6628	21.9617
old		0.39	1.8827	0.0	6.7333	3.5823	-6.5588	28.5761
typewriter		0.53	0.7676	0.0	-0.1613	13.7829	-1.0902	31.0992
it's	;	0.19	0.9168	0.0	-5.8543	0.4613	-10.6413	21.4285
on		0.21	1.5207	0.0	-4.6438	2.5966	0.7615	26.3328
word		0.39	1.4121	0.0	-0.4026	14.3088	1.6373	12.4122
bloggers	.	0.67	1.2136	0.48	-1.2602	7.5712	0.3856	27.0308
exposed		0.62	1.2832	0.0	-2.5406	6.0447	-4.3099	31.8789
this		0.31	1.1224	0.0	-3.4989	9.2989	-0.6736	22.052
or	,	0.19	1.3759	0.0	-3.6991	2.011	4.1923	21.3
they		0.11	0.3983	0.0	-4.9402	0.9871	5.4568	3.5809
worked		0.24	0.5793	0.0	-3.8744	2.9685	-2.773	30.0147
hard		0.33	1.1948	0.0	0.5543	8.2712	1.4421	20.5256
to		0.09	0.6517	0.0	-0.0262	3.0588	-5.1221	13.9389
expose		0.92	2.2202	0.0	-4.0469	12.0533	-6.9731	30.8108
this		0.2	0.7241	0.0	4.4541	1.9687	-3.1805	27.0746
you	.	0.06	0.2897	0.63	3.3323	2.1633	7.8374	3.2417
know		0.33	1.1948	0.0	4.1976	2.3544	-2.5234	28.0674
blogs	,	0.43	1.2455	0.0	3.4063	2.5409	-2.4892	33.7434
are		0.08	0.3867	0.0	2.0414	2.2234	2.2914	7.9059
scary		0.49	1.4193	0.0	-0.7791	7.3005	0.4537	29.9323
this	.	0.16	0.5793	0.0	-0.6126	4.2601	-4.7863	21.4482
is		0.12	0.869	0.0	0.3756	4.0484	2.3333	8.7785
what		0.16	0.5793	0.0	-0.3405	2.6655	0.0697	24.6756
you		0.09	0.4345	0.0	-0.3659	2.333	3.5605	11.2129
see		0.59	2.8487	0.0	-1.2937	10.7501	-7.6895	30.8904
i	.	0.22	3.1862	0.0	3.3047	9.6309	3.9343	34.2951
see		0.18	0.869	0.0	4.6674	9.7915	-3.9996	18.7189
this		0.19	0.6879	0.0	-2.7413	1.9303	0.0012	23.782
and	,	0.1	0.4823	0.0	-1.858	1.7561	1.0434	16.835
i'm		0.26	1.8827	0.0	0.2272	3.2728	-1.0046	27.0878
sure		0.57	2.0638	0.0	1.5235	6.0495	-0.591	27.6439
scared		0.76	1.835	0.0	-7.9927	11.9318	-1.6394	33.7285
and		0.18	0.869	0.39	-1.6828	7.4147	6.878	6.3894
i		0.1	1.4483	0.0	0.1408	3.3208	6.3799	4.5265
swear		0.32	0.9269	0.0	1.223	3.7131	-0.3381	20.6565
on		0.14	1.0138	0.0	-2.8606	4.5438	0.7741	17.3543
stage		0.44	1.2745	0.0	-4.459	4.2291	-3.3083	25.9021
shitless		0.48	0.869	0.0	-8.4019	8.9568	-0.9975	30.396
about		0.27	0.7821	0.35	-11.3816	4.4718	3.5184	27.3023
blogs		0.52	1.5062	0.0	-8.8722	12.4362	0.8791	25.0466
because	,	0.76	1.5728	0.0	3.4563	10.8168	0.6873	33.493
this		0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	7.9883	9.6956	1.562	22.3057
not		0.53	2.5591	0.0	1.8392	3.5546	-2.0113	28.5172
something		0.28	0.4504	0.0	-0.6885	5.4738	-2.171	28.8183
that's		0.18	0.5214	0.0	-2.1712	2.3345	-2.0491	15.8722
friendly		0.52	0.9414	0.0	-6.885	14.9466	-1.4097	26.7863
but	.	0.18	0.869	0.0	14.109	1.1475	-7.2669	31.3781
there		0.15	0.4345	0.0	11.301	2.9074	6.9611	24.6006
are		0.11	0.5315	0.0	9.9169	6.9728	5.8715	15.5654
blogs		0.5	1.4483	0.0	-0.5622	7.201	0.9246	26.8448
that		0.3	1.0862	0.0	-1.2305	2.6182	1.7744	25.1489
are		0.6	2.8965	0.0	-1.0121	2.3394	-1.317	29.454
changing		0.4	0.7241	0.39	-0.2313	5.5008	5.0361	12.6602
the		0.09	0.4345	0.0	-1.0008	1.5263	5.8103	1.5256
way		0.21	1.0138	0.0	-2.9426	2.4086	6.5447	6.3837
we		0.14	1.0138	0.0	-2.2744	2.3641	5.3405	3.8918
read		0.27	0.9776	0.0	-4.5748	4.2918	2.0902	10.7611
news		0.38	1.3759	0.0	-7.1653	8.0544	3.1137	19.5679
and		0.15	0.7241	0.0	-14.2096	3.1635	4.2502	10.1294
consume		0.36	0.7444	0.0	-14.6184	2.3185	0.5204	15.6313
media		0.36	1.0428	0.0	-15.6356	0.0914	4.1554	15.4943
and	,	0.23	1.1108	0.0	-12.7441	5.0764	3.8278	15.1431
you	,	0.06	0.2897	0.0	-10.8972	1.7624	6.2139	4.5637
know		0.08	0.2897	0.0	-12.7222	0.5167	5.9395	3.9381
these	,	0.25	0.7241	0.0	0.7764	5.9938	2.965	17.9993
are		0.1	0.4823	0.0	0.2915	3.0465	5.1469	6.7923
great		0.25	0.7241	0.0	-3.5978	3.6205	2.992	14.5974
examples		0.47	0.8501	0.0	-3.6583	7.7697	0.3634	22.6503
these	.	0.25	0.7241	0.0	4.3945	13.0463	1.8789	20.5779
