word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
i		0.03	0.4155	0.0	-1.2098	0.3737	12.47	0.2559
was		0.14	0.6469	0.0	-1.6906	0.49	3.9287	16.4548
okay		0.34	1.1774	0.0	-1.8445	2.7004	-2.1365	22.681
huh	.	0.24	1.1081	9.24	0.0	0.0	0.0	0.0
i'd	.	0.17	1.1774	0.0	6.283	6.2526	7.7217	11.6933
like		0.2	0.6926	0.0	8.838	1.412	7.4564	11.8769
to		0.12	0.8311	0.0	6.7216	6.6561	4.9376	13.9112
start		1.36	3.7676	0.0	4.2105	4.7981	9.2539	23.1065
this		0.66	2.2855	0.0	5.6698	12.0404	2.7041	26.5948
session		0.44	0.8713	0.0	-1.8931	3.6166	6.2604	12.4818
again		0.0	1.0	0.0	0.0	0.0	0.0	0.0
the	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
gentleman		0.0	1.0	0.0	6.0303	10.9435	9.9192	13.0567
to		0.18	1.2466	0.0	2.8548	3.6577	5.215	13.9301
my		0.48	3.3243	0.0	-1.5821	3.3363	6.8679	19.9001
left		0.43	1.489	0.0	-2.8614	1.9682	2.206	24.822
is		0.25	1.7314	0.0	-4.9782	3.0301	-0.5651	22.6055
the		0.45	2.0777	0.0	-5.2659	2.6329	-2.8054	22.4002
very		0.48	1.6622	0.0	-2.3032	7.5215	6.3643	18.5396
famous		0.23	0.5305	0.8	-3.3799	1.6382	3.4067	16.0913
perhaps	,	0.41	0.8117	0.0	-3.6108	4.3929	2.7912	23.7729
overly		0.37	0.8546	0.0	-2.6091	3.8152	7.2781	9.0827
famous		0.42	0.9696	0.0	-5.0176	2.8677	2.4942	20.4727
frank	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
gehry		0.0	1.0	0.0	0.0	0.0	0.0	0.0
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
frank		0.0	1.0	0.0	0.0	0.0	0.0	0.0
you've	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
come		0.0	1.0	0.0	2.0016	4.8762	9.2604	9.4854
to		0.12	0.8311	0.0	-0.6701	3.8864	2.7862	11.478
a		0.09	1.2466	0.0	-4.0125	1.5048	4.0322	12.6163
place		0.31	0.8588	0.0	-0.1393	5.3824	2.9678	21.1186
in		0.06	0.4155	0.0	-1.2212	1.8505	0.3945	6.6586
your		0.09	0.3117	0.0	-4.4266	2.975	5.5991	5.1975
life		0.36	1.2466	0.0	1.1005	10.2829	3.008	28.4358
which	,	0.09	0.2493	0.0	5.3094	0.3358	-7.1545	11.3774
is		1.04	7.2028	0.0	3.8167	12.343	-0.9589	24.2789
astonishing		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i	.	0.0	1.0	0.0	-8.4908	0.0589	0.0	0.0
mean		0.25	0.8657	0.0	-8.1377	1.2048	4.036	19.5226
it		0.19	1.3159	0.0	-6.845	2.1624	0.3072	21.806
is		0.15	1.0389	0.0	-7.5833	2.2933	1.11	12.4579
astonishing		0.94	1.1843	0.0	-9.0998	5.8861	-2.1208	27.933
for		0.0	1.0	0.0	0.0	0.0	0.0	0.0
an		0.0	1.0	0.0	-4.751	3.393	4.4248	17.8427
artist		0.66	1.5237	0.0	-3.251	3.0907	0.0384	27.4379
for	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
an		0.0	1.0	0.0	-5.155	0.887	1.2963	14.5825
architect		0.66	1.0153	0.0	-5.2557	4.9322	-0.4924	27.8831
to	,	0.19	1.3159	0.0	1.7842	1.0	-0.3689	22.4064
become		0.47	1.0846	0.0	1.3718	2.4205	4.0569	19.1158
actually		0.5	0.8657	0.0	-1.7803	5.8801	1.9661	19.8528
an		0.11	0.7618	0.0	-5.4071	0.6889	2.0517	13.8506
icon		0.57	1.9738	0.0	-5.8666	3.8231	2.6432	18.8817
and		0.14	0.6469	0.0	-4.5665	2.1328	4.3228	5.5294
a		0.05	0.6926	0.0	-5.0122	0.193	3.9599	1.122
legend		0.43	0.9931	0.0	-4.6221	3.8563	1.192	13.7136
in		0.1	0.6926	0.0	-3.7285	1.0986	4.9932	1.6416
their		0.13	0.3601	0.0	-2.8277	2.137	4.9698	2.1305
own		0.16	0.7383	0.0	-0.7552	1.6553	5.0112	6.1529
time		0.37	1.2813	0.0	-0.968	0.0	-7.7215	9.939
i	.	0.04	0.5541	0.0	-3.4255	0.2407	0.0	0.0
mean		0.16	0.5541	0.0	-3.1183	2.3267	4.7417	2.6295
you		0.13	0.5998	0.0	-0.6654	2.3236	6.5254	2.9645
have		0.17	0.5887	0.0	0.6284	3.5884	3.7578	17.8085
become		0.54	1.2466	0.0	-2.6607	6.7592	-0.2268	23.7745
whether	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
you		0.0	1.0	0.0	-3.8566	3.2278	6.2326	9.8235
can		0.2	0.9239	0.0	-5.5221	4.6683	-0.7929	12.3295
giggle		0.44	1.0153	0.0	-9.4848	9.7699	2.1123	23.6532
at		0.19	1.3159	0.0	-13.5001	4.7119	8.5945	6.9993
it		0.12	0.8311	0.0	-10.2165	1.7924	7.0297	7.3766
because		0.2	0.3962	0.0	-6.7329	2.2183	-3.2847	18.4421
it's		0.15	0.6926	0.0	-8.9665	2.4817	-5.171	11.9238
a		0.07	0.9696	0.0	-6.4785	1.2477	-1.3645	8.5504
funny		0.36	0.9973	0.0	-4.5547	2.9266	1.3012	24.1623
you		0.1	0.4613	0.54	-1.5056	6.433	4.2874	12.2085
know		0.09	0.3117	0.0	-6.8657	2.2637	4.1412	4.5153
it's	,	0.11	0.5083	0.0	-5.8158	2.0879	-3.1086	13.8513
a		0.04	0.5541	0.0	-5.1999	0.4628	1.5394	3.389
strange		0.57	1.1275	0.0	-3.0169	4.3452	1.9514	25.7262
thought		0.31	0.6136	0.0	-3.7876	2.1116	0.7398	23.7913
but	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
your		0.0	1.0	0.0	12.0817	5.7964	6.7393	13.8081
building		0.4	0.6926	0.0	0.5391	8.8029	6.4037	14.0026
is		0.13	0.9003	0.0	-3.1254	3.4849	5.2562	10.2454
an		0.13	0.9003	0.0	-5.5797	1.056	4.5447	7.5457
icon		0.54	1.8699	0.0	-4.6215	7.1645	3.3661	17.3969
you		0.1	0.4613	0.0	-4.7856	3.6922	2.3144	2.7809
can		0.14	0.6469	0.0	-5.4017	2.4741	-3.7544	17.5493
draw		0.18	0.6233	0.0	-5.5348	3.1619	3.0082	9.049
a		0.09	1.2466	0.0	-4.6872	0.2725	6.5663	1.1137
little		0.39	0.9003	0.0	-4.5696	2.2238	-1.0857	24.873
picture		0.28	0.5541	0.0	-4.5346	1.7416	-6.8903	27.016
of		0.08	0.5541	0.0	-5.4982	2.897	3.0273	7.3919
that		0.16	0.5541	0.0	-4.9901	1.0325	2.1443	18.2425
building		0.18	0.3117	0.0	-2.5667	5.3898	4.5483	20.3904
it	,	0.06	0.4155	0.0	-1.6777	2.0139	-2.6361	8.4832
can		0.09	0.4155	0.0	-1.1799	6.753	4.3654	7.2951
be		0.1	0.6926	0.0	-5.3516	3.0872	4.24	4.8244
used		0.32	1.1081	0.0	-3.1884	3.433	2.499	16.2387
in		0.17	1.1774	0.0	-6.569	3.479	-2.0841	17.9925
ads		0.48	2.2162	0.0	-4.7555	10.051	2.5661	24.9743
and		0.3	1.3851	1.09	-3.3157	4.5953	1.8993	15.446
you've		0.16	0.4432	0.0	-4.0265	4.0457	1.2058	15.3074
had		0.28	1.2923	0.0	-3.7134	3.2757	4.235	21.7846
not		0.27	1.2466	0.51	-2.4416	4.0695	3.035	18.5032
rock		0.3	1.0389	0.0	-2.395	4.6816	4.8758	17.8363
star		0.33	1.1427	0.0	-4.6349	6.5491	1.7553	23.8929
status		0.48	1.1081	0.0	-5.1974	6.5583	-1.0314	22.7393
but	,	0.27	1.2466	0.0	-2.2456	0.8984	-4.0977	25.9317
celebrity		0.76	1.1691	0.0	-0.7927	4.4732	5.5607	18.3504
status		0.58	1.3394	0.0	-3.0268	2.8222	-0.0312	27.2544
in		0.24	1.6622	0.88	-2.4027	1.8576	7.9682	12.252
doing		0.6	1.6622	0.0	-2.0757	5.5563	4.6681	25.051
what		0.31	1.0735	0.0	1.4337	11.4104	2.7797	20.9028
you		0.1	0.4613	0.0	3.8968	2.6645	5.107	8.7308
wanted		0.36	0.8311	0.0	-0.3279	5.2752	5.5772	21.6642
to		0.08	0.5541	0.0	-3.4462	0.7728	-3.5845	10.9281
do		0.28	1.9392	0.0	-2.4941	5.0917	3.9145	18.4807
for		0.53	2.4476	0.0	-3.797	3.4296	-1.9755	21.4399
most		0.37	1.2813	0.0	-4.3488	6.2142	-1.7729	21.6863
of		0.22	1.5237	0.0	-3.8952	3.7666	-5.4076	23.2348
your		0.3	1.0389	0.0	-1.4777	2.6191	-0.7073	26.2096
life		0.36	1.2466	0.0	4.6376	9.8652	5.8512	8.1127
and	.	0.21	0.9696	1.03	-4.1166	1.3236	7.6064	5.6825
i		0.07	0.9696	0.0	-4.1854	1.2684	10.0953	1.1761
know		0.24	0.8311	0.0	-2.4896	2.7522	8.3627	5.0447
the		0.13	0.5998	0.0	-3.5788	2.432	6.0705	6.7257
road		0.51	1.7661	0.0	-3.0054	3.6085	5.3336	14.0357
was		0.0	1.0	0.0	0.0	0.0	0.0	0.0
extremely		0.0	1.0	0.0	-10.8662	10.9722	7.6704	10.2853
difficult		0.52	0.8006	0.0	-11.697	5.5716	-1.0472	25.0859
and	.	0.22	1.0153	1.26	8.6471	0.83	7.2603	11.3412
it		0.13	0.9003	0.0	8.2168	0.7347	1.5802	20.0327
didn't		0.37	1.025	0.0	10.3714	7.9186	2.0312	19.2516
seem		0.45	1.5583	0.0	1.8177	12.6718	4.9842	15.4372
at	,	0.14	0.9696	0.0	-6.1832	0.4719	-3.7611	15.0791
least		0.23	0.6372	0.0	-6.8343	2.4766	0.0149	10.9756
that	,	0.19	0.6579	2.13	-4.3374	2.3924	0.9015	16.7748
your		0.21	0.7272	0.0	-2.7583	1.5371	4.0395	10.4464
sell		0.36	1.2466	0.0	-1.3564	3.6755	7.7948	13.0729
outs		0.27	0.935	0.0	-5.6278	2.4142	10.08	1.1197
whatever	,	0.31	0.5361	0.83	-3.6326	3.1185	6.113	8.5463
they		0.17	0.5887	0.0	-4.0366	2.843	6.4989	8.2515
were		0.5	1.7314	0.0	-5.5449	4.5548	1.5582	19.6644
were	,	0.22	0.7618	0.0	-4.6544	6.0267	0.04	23.2126
very		0.31	1.0735	0.0	-4.1251	7.391	5.9527	14.5078
big		0.39	1.8007	0.0	-10.9557	7.1402	-0.1642	20.3657
you	.	0.39	1.8007	0.94	-2.6437	5.1236	-2.4255	24.3114
kept		0.28	0.9696	0.0	-2.0734	2.6021	-2.6739	27.1895
moving		0.35	0.8075	0.39	-1.8939	4.1736	6.8176	10.629
ahead		0.48	1.3297	0.0	-3.3069	3.1478	2.2369	24.765
in		0.95	6.5794	0.0	-2.862	4.5125	1.0229	28.6085
a		0.19	2.6318	0.0	-0.6194	0.5408	7.0761	5.806
life		0.55	1.9046	0.76	5.4494	4.9644	2.8565	28.2701
where		0.13	0.3601	0.32	2.3013	1.9803	6.8752	17.4206
you're		0.13	0.3601	0.0	0.9718	3.0801	8.7099	8.5217
dependent		0.63	0.9696	0.0	1.0157	7.4457	3.2315	23.6772
on		0.13	0.9003	0.0	-1.9867	0.1826	8.2947	2.8432
working		0.37	0.7327	0.0	-2.1806	5.0612	2.5382	18.9987
for		0.13	0.5998	0.0	-6.7491	2.0599	-5.7906	11.8954
somebody		0.45	0.7798	0.0	-9.3345	4.7148	-2.0872	9.1192
but	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
that's		0.0	1.0	0.0	7.8125	8.0837	2.1735	23.2141
an		0.13	0.9003	0.0	5.3798	2.8728	-0.7111	14.2535
interesting		0.56	0.705	0.0	4.0679	5.9455	-0.1937	25.4455
thing		0.24	0.6649	0.0	2.0776	2.0267	2.4201	20.2879
for		0.16	0.7383	0.0	0.7396	3.628	-0.6596	15.1641
a		0.08	1.1081	0.0	-1.8099	1.4167	2.2087	15.0625
creative		0.53	0.9184	0.0	-2.0617	4.3673	0.9436	21.0048
person		0.36	0.8311	0.0	-6.4359	4.2493	-0.0784	20.063
a	.	0.06	0.8311	0.41	-5.9324	0.0963	2.4441	0.404
lot		0.25	1.1538	0.0	-2.315	5.563	8.2485	10.3899
of		0.09	0.6233	0.0	-1.1917	1.0545	3.0066	7.7714
us		0.14	0.9696	0.0	-1.6924	1.7088	1.6139	16.6214
work		0.39	1.3505	0.0	-1.0452	4.8941	-1.7785	22.441
for		0.4	1.8464	0.0	0.3827	3.0307	-0.4603	28.8088
people		0.37	0.8546	0.0	-3.8858	7.6766	-3.1616	19.7168
we're	;	0.22	0.7618	0.42	9.4567	0.7733	8.1756	3.1181
in		0.1	0.6926	0.0	8.6408	1.0439	7.1015	3.2498
the		0.09	0.4155	0.0	8.4273	0.7279	6.3923	3.5135
hands		0.39	1.0804	0.0	-0.9908	10.3739	6.197	15.6565
of		0.11	0.7618	0.0	-5.1942	4.1939	1.6001	9.0152
other		0.3	0.8311	0.0	-5.7658	3.7191	1.8083	19.7486
people		0.33	0.7618	0.0	-7.3944	7.0819	-5.0349	21.6032
and	.	0.09	0.4155	0.37	5.5937	0.9298	9.0873	2.428
that's		0.16	0.4432	0.0	4.6703	2.7331	4.9317	16.8795
one		0.16	0.7383	0.0	4.133	2.5122	5.9802	18.6543
of		0.07	0.4848	0.0	1.3447	3.5126	7.7498	5.5902
the		0.07	0.3227	0.0	-1.1089	2.8361	5.6534	6.6261
great		0.25	0.6926	0.0	-0.7872	7.0184	2.4746	21.28
dilemmas		0.33	0.5721	0.0	-0.1611	3.8109	6.4285	25.7074
we're		0.0	1.0	0.0	0.0	0.0	0.0	0.0
in		0.0	1.0	0.0	-3.1057	1.6977	7.3448	3.998
a		0.07	0.9696	0.0	-4.1435	1.0771	3.4202	11.3737
creativity		0.69	0.9557	0.0	-2.2188	4.823	1.6256	22.4027
session		0.4	0.7909	0.0	-0.9765	6.2983	0.7294	16.5282
it's		0.0	1.0	0.0	0.0	0.0	0.0	0.0
one		0.0	1.0	0.0	2.0807	0.2747	8.1615	12.5761
of		0.09	0.6233	0.0	0.9709	3.3809	8.5356	9.1946
the		0.09	0.4155	0.0	-0.703	4.1953	5.4868	8.1425
great		0.33	0.9142	0.0	-0.5113	4.352	0.6951	23.5502
dilemmas		0.58	1.0042	0.0	-0.7126	7.0605	5.8872	29.9046
in		0.13	0.9003	0.0	-3.409	1.8856	3.2548	7.2389
creativity		0.77	1.0666	0.0	-2.035	10.0731	0.7733	22.5152
how	:	0.11	0.5083	0.55	-1.5137	1.3373	11.5578	2.0091
to		0.13	0.9003	0.0	-0.6529	1.4495	6.2113	5.5267
do		0.14	0.9696	0.0	-2.264	3.791	5.2578	10.8802
work		0.38	1.3159	0.0	-1.8044	1.7111	0.7439	24.3229
that's		0.22	0.6095	0.0	-5.4311	5.7427	-1.115	24.8047
big		0.27	1.2466	0.0	-2.159	10.2038	1.5638	21.9408
enough		0.29	0.669	0.0	-3.2093	6.7535	7.1873	15.8546
and		0.21	0.9696	0.69	-3.0597	0.5994	0.2128	24.8107
not		0.33	1.5237	0.0	-2.856	0.5855	1.5516	23.4687
sell		0.37	1.2813	0.65	-3.116	6.8986	2.537	26.8612
out		0.31	1.4309	0.0	-8.6027	0.4957	-4.6778	18.6101
and	.	0.15	0.6926	0.0	0.972	4.7832	3.3783	11.1348
you've		0.14	0.3878	0.0	4.9829	2.9636	1.6355	16.3753
achieved		0.47	0.8131	0.0	5.6124	5.6236	-0.145	20.0496
that		0.17	0.5887	0.0	4.5696	1.3104	3.6041	21.3989
and		0.0	1.0	0.0	0.0	0.0	0.0	0.0
that		0.0	1.0	0.0	0.0	0.0	0.0	0.0
makes		0.0	1.0	0.0	12.1343	1.0229	-2.331	18.0314
your		0.2	0.6926	0.0	10.7647	2.7907	5.2422	14.1836
win		0.32	1.4779	0.0	12.0426	6.0699	9.0334	7.5363
doubly		0.15	0.3463	0.96	-4.9839	2.8601	1.6983	15.9379
big		0.27	1.2466	0.0	-7.6252	6.548	-5.0742	19.2743
triply	,	0.52	1.2009	0.42	-12.9097	4.3022	-3.493	29.3016
big		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it's	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
not		0.0	1.0	0.0	0.0	0.0	0.0	0.0
quite		0.0	1.0	0.0	5.935	3.933	6.544	20.4148
a		0.06	0.8311	0.0	4.0539	0.2711	5.9501	7.8368
question		0.38	0.6579	0.0	3.53	6.8301	0.887	19.8592
but		0.16	0.7383	0.0	-3.9921	2.0423	-1.7868	14.9109
you		0.1	0.4613	0.0	-3.945	3.2029	-0.8668	8.5847
can		0.09	0.4155	0.0	-4.2103	1.6868	-0.8891	9.4912
comment		0.54	1.0679	0.0	-7.039	8.2721	-1.4109	20.4545
on		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it		0.0	1.0	0.0	0.0	0.0	0.0	0.0
it's	.	0.23	1.0624	0.0	16.7429	0.4902	0.3634	20.8596
a		0.16	2.2162	0.0	13.6595	4.4101	2.4521	17.5689
big		0.24	1.1081	0.0	8.6604	4.4882	2.3844	24.1323
issue		0.31	0.8588	0.0	9.4238	2.7427	1.0616	20.1611
well	.	0.29	1.0042	2.39	-1.278	1.0989	12.5536	3.5236
i've	,	0.13	0.5998	0.0	0.0962	0.8876	8.2179	9.8373
always		0.41	0.9461	0.0	2.1226	8.0468	6.7641	25.0197
just		0.72	2.4933	0.0	-1.5458	1.0175	-3.1221	26.163
i've		0.12	0.5541	0.0	-5.9194	2.2558	-2.4847	7.4256
never		0.47	1.302	1.35	0.621	4.4426	6.5087	22.7158
really		0.31	0.7161	0.0	0.8841	2.6525	6.7929	21.253
gone		0.24	0.8311	0.0	-1.4998	1.3405	8.8234	14.3282
out		0.18	0.8311	0.0	-0.772	0.6524	9.963	10.3397
looking		0.32	0.633	0.0	-1.1676	5.1456	5.0791	21.9314
for		0.43	1.9849	0.0	-7.4268	4.9897	-1.6263	12.5677
work		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i	.	0.0	1.0	0.0	-2.78	2.0462	8.9467	2.5307
always		0.34	0.7854	0.0	-1.6927	2.2205	6.9676	16.1295
waited		0.42	0.9696	0.0	-2.3165	3.4401	7.0933	18.8564
for		0.24	1.1081	0.0	-2.9072	1.6901	3.2533	19.6926
it		0.12	0.8311	0.0	-3.5086	0.078	-0.0832	21.1252
to		0.18	1.2466	0.0	-3.637	0.4194	-1.1186	21.3421
sort		0.25	0.8657	0.0	-2.9011	2.3363	4.5564	18.5381
of		0.06	0.4155	0.0	-4.2403	0.8448	6.6596	3.7219
hit		0.15	0.6926	0.0	-0.9357	3.0093	2.8118	15.9071
me		0.1	0.6926	0.0	-2.357	1.0887	3.8474	11.9443
on		0.13	0.9003	0.0	-3.4944	1.0631	8.5653	4.4125
the		0.07	0.3227	0.0	-4.4708	1.3467	6.094	2.8326
head		0.27	0.935	0.0	-1.4098	6.0183	9.8594	8.279
and	.	0.14	0.6469	0.0	-2.5373	2.2653	-0.9182	9.7864
when		0.2	0.6926	2.87	-0.8274	3.2345	10.7642	8.8699
i		0.1	1.3851	0.0	-1.3799	0.6322	11.3857	4.7712
started		0.49	0.9696	0.0	-0.2782	3.7301	6.6162	26.3391
out		0.23	1.0624	0.0	1.9992	5.1139	13.7932	4.6827
i	,	0.11	1.5237	0.0	0.0	0.0	10.5273	5.397
thought		0.87	1.7217	0.0	8.2784	7.2633	3.6111	31.3462
that		0.18	0.6233	0.0	-0.0278	6.0812	5.7758	18.5405
architecture		0.54	0.6233	0.0	-0.7163	2.5385	3.4481	25.0239
