word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
space||0.0|-5.9398|5.7252|5.7252|1.2014|-3.7832|22.8848|22.8848|6.9281|-1.1773
in|.|0.0|-8.3706|0.7865|5.7252|0.2953|-0.0582|5.7688|22.8848|2.2666|2.9309
fact||0.0|-4.8076|3.8225|5.283|0.9327|-2.3842|19.3284|19.3284|6.9108|-0.718
we've|,|0.0|-3.9266|2.7794|4.5766|0.622|5.7228|3.5459|19.3284|0.9135|-0.1651
regressed||0.0|-3.7744|7.0364|7.0364|1.9523|2.19|21.794|21.794|6.1866|-0.9055
we|.|0.86|-0.2839|3.3792|7.8432|0.6975|2.8068|22.1673|22.1673|7.6846|-1.1773
stand||0.0|0.9979|4.0941|5.1251|0.927|2.3136|25.2454|25.2454|7.5778|-1.2844
a||0.0|-1.7032|0.7847|4.5577|0.3181|7.5471|3.0508|25.2454|1.0363|1.7699
very||0.0|-1.4066|4.7349|4.7349|1.3564|5.9168|8.863|9.2074|2.7346|0.2086
big||0.0|0.2707|10.8872|10.8872|3.6621|0.7518|12.5238|12.6015|3.0387|-0.6414
chance||0.0|-7.1393|13.2842|18.3186|3.9427|-0.5118|17.6217|19.1139|4.3631|-1.3261
of||0.0|-5.0734|4.5827|13.2842|1.4128|0.7433|18.745|18.745|5.3584|-1.0651
losing||0.0|-1.3946|8.1821|10.745|2.3776|6.0678|8.3385|19.9884|2.3824|-0.8936
our||0.0|-4.5847|0.9722|8.1821|0.3601|5.9722|4.3101|8.3385|1.4857|0.82
ability||0.0|-3.3207|5.3421|5.3421|1.4971|5.6033|10.8507|10.8507|3.1796|0.516
to||0.0|-3.1159|4.3012|5.3421|0.8916|-2.752|18.1152|21.5787|6.5487|-0.3863
inspire||0.0|-4.1038|4.2862|4.7036|1.0355|2.6693|24.8424|24.8424|6.8345|-0.917
our||0.0|-5.0569|1.5628|4.2862|0.5404|6.0866|3.5782|24.8424|1.3405|0.4303
youth||0.0|-3.0095|6.0945|6.2244|2.1102|7.7647|3.9907|5.5585|1.205|-0.8936
to||0.34|-6.728|3.1175|8.2621|1.1922|2.7662|6.5641|10.7399|2.499|1.0733
go||0.0|-5.0908|5.034|5.034|1.7508|4.7786|11.3121|11.3121|4.3003|-0.3199
out||0.0|-4.0253|0.5906|5.034|0.1726|6.2364|7.2321|11.3121|2.4874|-0.2466
and||0.0|-5.6449|2.6979|3.1886|0.6579|1.1536|14.6526|17.8033|5.0175|-0.2466
continue||0.0|-3.4954|7.3311|7.4638|2.4122|1.6206|20.6084|20.6084|6.723|-0.8286
this||0.0|-6.3045|1.7627|7.512|0.5988|1.1815|10.6341|20.6084|4.1006|-0.3863
very||0.0|-5.3229|4.8291|4.8291|1.6424|4.8794|7.3652|11.1869|2.4855|0.82
important||0.0|-6.5955|6.9352|6.9352|1.8|0.5368|19.9626|19.9626|6.4441|-0.1359
thing||0.0|-5.0304|3.6502|7.0696|1.0096|1.8172|19.2266|20.7196|6.0588|-0.7843
that||0.43|9.1401|5.2979|18.7144|1.7294|3.2917|13.3743|20.9177|4.4295|0.2772
we||0.0|9.1993|2.2936|5.2979|0.769|6.0086|13.4885|13.5844|4.0367|-0.074
as||0.0|6.8882|6.5942|6.8362|2.3856|2.594|14.3619|15.1616|5.5186|0.1445
a||0.0|5.391|1.5385|6.5942|0.5654|2.2668|5.306|14.3619|1.8351|1.7699
species||0.0|-2.5356|13.4834|15.3929|3.464|-1.8491|23.5686|23.5686|7.5505|-0.6204
have||0.0|-7.7584|4.8066|14.3562|1.5096|1.0571|10.9869|23.5686|3.7499|0.1445
always||0.0|-6.5369|8.2817|8.2817|2.6851|1.5268|21.5105|21.5105|6.9922|-0.8688
done||0.0|-5.9882|3.8052|8.2817|1.0521|3.4544|13.2809|21.5105|3.2139|-0.9391
and|.|0.0|-8.3594|5.2739|6.7238|2.0623|4.5812|2.637|13.2809|1.0497|0.1445
that||0.0|-4.7243|1.5789|6.6072|0.4568|5.8464|4.3273|4.3273|1.2194|-0.3863
is||0.0|-6.6398|1.9711|3.286|0.6867|0.1995|14.2723|15.9021|4.8408|-0.5521
instinctively|,|0.4|-3.4734|10.9276|10.9276|2.9577|1.6784|21.2403|21.2403|5.3657|-0.0346
we've||0.0|-5.9058|4.2583|10.9276|1.532|3.7225|8.7938|21.2403|2.6747|-0.3199
gone||0.0|-4.7993|5.5039|5.5039|1.5808|5.2946|12.7804|12.7804|3.8736|-0.6414
out||0.0|-3.8516|1.1879|5.9507|0.3761|3.2205|17.1921|18.0537|5.7803|-0.718
and||0.0|5.4911|2.8787|10.8866|0.7348|2.896|10.3013|17.1921|1.7224|-0.9987
climbed||0.35|-2.0789|3.9959|10.0476|0.9617|4.525|17.9237|17.9237|5.48|-1.1074
over||0.0|-3.7349|5.5571|7.5102|1.6522|5.0636|14.596|18.2731|3.6947|-0.5521
difficult||0.69|-3.8635|6.5013|6.5013|1.6527|-0.959|23.8655|24.4322|7.3039|-0.5521
places||0.33|-3.36|8.8676|8.8676|1.9417|3.4309|14.7129|23.8655|4.4975|-1.1445
went|,|0.0|-2.1201|6.1812|9.2391|2.4426|1.8199|21.9401|22.1951|6.6139|-0.8936
to||0.0|-1.0053|3.3393|6.1812|1.1386|-0.4715|21.5505|21.9401|8.1697|0.82
more||0.0|-3.3016|5.0755|7.7333|1.4327|6.3605|10.8818|22.6265|2.3906|-0.5986
hostile||0.0|-12.8194|11.126|15.5353|2.3476|-0.6311|22.6802|23.0379|6.2736|-0.1651
places||0.0|-15.4516|4.4619|11.126|0.8647|0.0961|21.2046|22.6802|6.4917|-1.3093
and|,|0.39|-4.2087|1.9049|14.0072|0.5166|5.3127|9.9884|21.2046|2.8999|0.1445
found||0.0|-3.2571|2.2108|3.4326|0.6472|3.2757|18.8341|18.8341|6.4086|-0.917
out||0.0|-3.4307|0.9298|2.2108|0.2589|3.4561|16.5883|19.2547|5.2962|-0.5016
later||0.0|-3.9047|4.9797|4.9797|1.4815|4.0465|15.8076|16.5883|3.66|-0.6811
maybe|,|0.99|-2.7641|3.0157|4.9797|0.816|6.0833|7.2401|15.8076|2.0136|-0.718
to||0.0|-3.0649|1.6815|3.0157|0.5791|3.5757|11.1846|12.465|4.0007|0.4303
our||0.0|-4.1952|2.0984|3.6394|0.4925|5.7351|11.5318|11.868|3.4722|-0.1651
surprise||0.0|-4.3756|4.8193|4.8193|1.2106|1.6342|21.7216|21.7216|6.6772|-0.8558
that|,|0.0|-5.2413|4.1997|4.8193|1.4921|-0.0569|12.2794|21.7216|3.9646|0.6089
that's||0.0|-4.0117|2.3268|4.1997|0.5586|0.3231|15.5855|16.0806|6.0742|-0.4466
the||0.0|-3.8239|2.1665|2.6396|0.7978|1.9762|10.3895|15.5855|4.3457|1.7699
reason||0.0|-3.8766|3.42|3.42|1.1207|4.6774|10.8963|13.1614|3.037|-0.1651
we||0.0|-5.5716|2.7394|5.1343|0.7026|2.7596|9.8831|13.9746|2.5527|-0.1651
survived||0.0|-5.5809|5.9578|5.9578|1.6922|3.0761|14.1931|14.1931|4.0597|-0.6999
and|.|1.07|-6.2649|5.1499|8.0806|0.9024|3.6941|17.8249|18.3532|4.2529|-1.3366
i||0.0|-4.0981|3.3161|7.0211|1.0982|4.243|20.0738|20.0738|5.5618|-0.4466
feel||0.0|-1.1163|5.3649|7.5376|1.6852|0.343|20.0147|20.8275|8.0716|-0.6414
very||0.0|-2.4003|5.9733|7.594|1.8956|5.3593|13.4462|21.0608|3.616|0.9406
strongly||0.0|-1.4612|8.8631|9.5602|2.7422|3.2679|19.7106|19.7106|6.0333|-1.0077
that||0.0|-5.2048|2.1303|9.4771|0.6697|3.8672|7.0113|19.7106|2.2501|-0.1651
it's||0.0|-6.3131|4.9667|4.9667|1.4868|-2.0175|8.2962|12.1712|2.6184|-0.1651
not||0.0|-1.3781|7.64|11.6903|2.1399|1.4236|18.5549|18.5549|6.99|-1.0651
good||0.0|-3.0959|6.6337|9.8153|2.5199|4.2787|10.1928|20.2513|3.6738|-0.5986
enough||0.0|-4.3212|3.6098|6.6337|1.3276|4.8581|15.0831|16.8252|3.4978|-0.0244
for||0.9|-3.7007|1.809|3.6098|0.6375|4.752|14.9803|15.3528|4.6777|0.1445
us||0.0|-2.4596|0.6561|2.6548|0.1705|2.4045|13.1639|15.1012|4.1714|0.2772
to||0.0|-4.405|4.8915|5.287|1.4438|0.9939|17.392|17.847|6.6408|0.2772
have||0.0|-4.4643|7.2255|7.2255|2.4637|4.1957|12.7609|18.0707|3.9026|-0.8688
generations||0.0|-4.2301|8.8563|8.9811|2.0546|3.7481|14.2663|14.2663|4.424|-0.4466
of||0.0|-7.1448|4.0013|8.8563|1.3882|-2.0263|18.7231|22.3754|6.8632|0.4303
kids||0.0|0.0|0.0|9.7432|0.0|-8.999|9.303|19.5919|3.655|-1.0335
that||0.0|4.7176|3.4551|6.3955|1.1009|-5.539|20.7177|20.7177|8.9478|0.0284
think||0.0|-0.9908|5.9484|9.6587|1.4984|-2.6326|23.934|24.8478|8.9137|-0.917
that||0.0|-4.4857|4.9594|9.6329|1.6394|0.8822|19.6011|23.934|6.2046|0.2772
it's||0.0|-6.1473|3.1434|5.7709|0.8921|-2.084|12.6722|19.6011|4.43|0.1445
ok||0.0|-2.5477|5.7561|7.6285|1.689|2.472|20.2913|20.2913|6.6732|-1.2778
to||0.0|0.0|0.0|5.8868|0.0|0.0|0.0|20.2913|0.0|0.0
look||0.0|-2.6499|2.9519|3.5469|0.8495|0.911|21.7844|21.7844|7.929|0.0
forward||0.0|-1.3486|5.1742|5.1742|1.4454|2.2797|20.7648|22.0867|7.3526|-0.5986
to||0.0|-3.1768|1.4401|5.1742|0.4219|-1.4884|17.3174|20.8817|6.6822|0.1445
a||0.0|-4.8459|2.7519|4.2812|0.8916|4.4167|6.8067|18.163|2.391|1.7699
better||0.0|-3.6792|5.3675|5.3675|1.8499|5.2182|9.3221|9.3221|3.447|-0.0244
version||0.0|-2.2194|6.6864|7.1216|1.9586|4.5378|14.1598|14.1598|4.6581|-0.718
of||0.0|-5.4928|2.1261|7.1091|0.8301|2.3944|7.1744|14.1598|2.994|0.4303
a||0.0|-5.9769|1.7019|2.3203|0.6106|1.8923|10.7828|10.7828|3.8871|1.3829
cell||0.0|-2.9622|4.4837|5.8142|0.9733|3.6392|15.0216|15.0216|5.7603|-0.8143
phone||0.0|-4.2169|3.4301|4.4837|1.1582|1.4817|15.8966|18.0749|4.9606|-0.96
with||0.0|-5.6741|0.8892|4.1583|0.2955|2.9297|3.4697|15.8966|1.1168|0.1445
a||0.0|-6.0871|0.4229|0.9276|0.2115|4.0113|1.0154|3.4697|0.5458|7.575
video||0.0|-4.5628|10.2558|10.2558|3.2043|4.7992|10.2329|10.2329|2.7384|-0.5016
in||0.0|-16.0155|8.0906|19.412|2.1946|2.9719|7.8095|10.7901|2.4896|-0.3199
it||0.0|-17.5914|0.9662|8.0906|0.2797|-0.0417|11.0683|12.0118|3.5239|0.1445
they|.|0.0|-5.7944|2.1608|13.9755|0.6779|4.9409|5.466|12.9375|1.4451|0.4303
need||0.0|-3.2536|4.9177|4.9245|1.4669|4.2659|7.7603|7.7603|2.4464|-0.2466
to||0.0|-2.6175|2.0517|4.9177|0.7406|4.9591|6.0149|7.9861|2.2114|1.7699
look||0.0|-1.6197|2.2314|2.6038|0.722|-1.8284|20.9428|20.9428|8.6541|-0.3863
forward||0.0|-2.3779|6.51|6.51|1.7184|0.8303|18.7692|20.9428|6.9892|-0.3863
to||0.0|-3.1258|6.7001|6.7818|1.6642|-0.7984|19.6894|19.9878|7.3159|-0.8424
exploration||0.32|-4.3893|5.0708|7.8994|1.3465|1.5963|23.3016|23.3016|6.4569|-0.3371
they|;|0.0|-7.0632|1.2989|5.0708|0.333|2.9598|2.3843|23.3016|0.6602|0.4303
need||0.0|-5.0413|2.4094|3.4196|0.8367|4.3425|7.679|7.679|1.7506|-0.1651
to||0.0|-5.2384|2.0016|2.4094|0.9836|2.3902|9.0727|9.0727|4.0709|2.9309
look||0.0|-4.0769|0.7334|2.4997|0.2053|-1.8136|17.9795|17.9795|7.8869|-0.4466
forward||0.0|-4.4169|4.3313|4.3313|0.9804|1.4593|18.3024|18.3024|6.4006|-0.3539
to||0.0|-5.1653|5.8997|5.8997|1.8805|-0.7133|13.8548|18.3024|5.1732|0.1445
colonization||0.0|-5.4371|5.4083|5.8997|1.358|1.5547|23.0852|23.0852|5.8362|-0.1988
they|;|0.0|-5.8872|0.5988|5.4083|0.2156|4.8993|0.953|23.0852|0.3455|0.82
need||0.0|-4.8188|1.7315|2.019|0.5763|4.6476|3.3803|3.3803|0.8995|-0.074
to||0.0|-4.6449|1.7649|1.847|0.8052|4.8539|6.2682|6.2682|2.3378|2.9309
look||0.0|-4.3139|0.5732|1.7649|0.1577|-2.5772|20.2137|21.2456|8.2313|-0.4466
forward||0.0|-4.4271|4.8867|4.8867|1.0595|0.1468|22.699|22.699|8.0494|-0.3863
to||0.0|-4.5406|2.4714|4.8867|0.667|0.9235|18.7327|22.699|5.8071|-0.3863
breakthroughs||0.34|-5.0409|11.738|11.738|3.2703|0.6843|20.3698|20.3698|6.2402|-1.0251
we|.|2.88|1.9624|8.4298|19.2395|3.1347|7.3967|6.1995|21.7818|1.9411|-0.6414
need||0.0|4.21|6.3124|8.4687|1.8397|7.1135|5.6012|6.2495|1.8634|-0.5016
to||0.0|2.5305|3.0469|6.3124|0.8641|7.9996|4.1895|5.6012|1.3021|1.0733
inspire||0.0|-0.3353|6.5515|6.9709|1.4126|2.7678|20.5678|20.5678|6.6476|-0.7354
them||0.0|-2.7796|1.5019|6.5515|0.4822|3.6911|7.048|20.5678|2.0702|0.0284
because|,|0.0|-4.12|6.9645|6.9645|1.7755|0.5525|22.3385|22.3385|6.437|-0.0244
they||0.0|-3.8227|3.4117|6.9645|0.8417|4.3807|11.3425|22.3385|3.2894|0.4303
need||0.0|-3.1748|3.8696|4.3992|0.9441|5.9607|7.9264|11.4043|2.5462|-0.4466
to||0.0|-5.3193|1.6685|4.3563|0.4953|4.9189|7.8093|8.39|2.5299|0.1445
lead||0.0|-2.4816|4.0862|5.4742|1.271|6.8188|10.3089|10.3089|2.2637|-0.6414
us||0.0|-3.6651|2.4003|4.0865|0.7061|-5.058|25.9571|26.2404|7.6867|-1.0497
and||0.0|5.5756|4.6035|12.2573|1.1395|3.3741|10.9965|25.9571|3.5989|-0.3199
help||0.0|-1.763|5.7425|10.7086|1.7876|-0.2012|18.6724|18.6724|7.4279|-0.7523
us||0.0|-5.4067|3.0888|8.4928|0.8381|1.404|13.9739|18.6724|5.3122|-0.3863
survive||0.0|-6.1421|4.4182|5.9237|0.9843|2.8626|12.2235|14.3429|3.5444|-0.5274
in||0.0|-7.035|1.2388|4.4182|0.4676|3.8254|2.7388|12.2235|0.8528|1.0733
the||0.0|-7.3818|0.3977|1.2886|0.159|3.1547|5.0157|5.2177|1.9258|2.2675
future||0.0|-4.7942|4.5437|4.878|1.0378|-2.289|19.9714|19.9714|6.1866|-0.6414
i'm|.|1.32|-1.8379|2.5826|6.6229|0.7308|6.1038|9.3025|21.2696|3.2045|0.2772
particularly||0.0|-5.5637|16.7308|16.7308|4.3989|-0.0201|23.8932|23.8932|7.2729|0.3357
troubled||0.0|-6.407|8.3002|16.7308|1.7706|1.9237|15.4245|23.8932|4.519|-1.1971
that||0.0|-2.8446|5.1046|11.5019|0.9914|0.0848|25.483|25.483|9.3232|-1.1326
what||0.0|-1.6332|4.2805|6.6188|1.8084|1.8296|19.5031|25.483|6.1746|-1.1668
n||0.0|0.0|0.0|4.2805|0.0|0.0|0.0|19.5031|0.0|0.0
a||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
s.a's||0.0|-0.2015|11.9334|11.9334|3.5952|2.8113|16.1102|16.1102|4.4578|0.0
doing||0.0|-3.6919|3.7216|11.9334|1.292|5.9899|8.6133|16.1102|2.2413|-0.96
right||0.0|-5.9138|1.7501|5.0574|0.4071|1.5609|19.8251|20.057|7.0706|-0.6414
now||0.0|-3.0208|3.2388|4.942|0.8463|6.4375|9.2517|19.8251|2.0198|-0.6811
with||0.0|-5.2907|4.3946|5.228|1.3518|3.3389|6.121|9.2517|1.9129|-0.1651
this||0.0|-5.6426|3.2381|4.3946|0.934|-1.3082|14.2599|14.7915|5.3981|-0.074
new||0.0|-3.9039|5.9956|5.9956|1.7299|2.5173|16.1543|16.375|5.2452|-1.2973
bush||0.0|-1.6083|12.7356|13.1579|3.0298|-0.3157|23.3991|23.3991|5.7271|-1.3151
doctrine||0.0|-2.357|11.2782|12.7763|3.1286|1.2161|20.1441|24.4879|6.4818|-0.8286
to||0.0|7.4061|5.855|17.8648|1.0998|3.7056|17.693|20.1441|5.0709|-1.1203
for||0.79|-2.4184|5.2168|16.4409|1.5227|0.8056|17.2767|18.3271|6.6924|-0.5521
this||0.0|-3.7732|1.8082|5.5937|0.4263|1.4077|14.1119|17.2767|4.8894|-0.2466
next||0.0|-2.7031|6.5589|6.5589|1.915|0.9839|17.5921|17.5921|5.6405|-0.9987
decade||0.0|-1.5834|8.427|9.0414|1.9535|3.4596|16.3467|17.5921|4.8283|-0.5986
and||0.0|-4.081|2.2881|8.427|0.7173|4.3079|7.4656|16.3467|2.5437|0.82
a||0.0|-4.9559|0.6774|2.4265|0.2739|5.6397|2.9033|7.4656|1.0431|2.2675
half||0.0|-2.0725|6.7997|6.7997|1.9947|2.4477|17.7885|17.7885|5.3051|-0.7843
oh||0.0|-3.5096|3.1954|6.7997|1.1948|2.5949|10.0947|17.7885|3.5511|2.9309
shoot||0.55|0.0|0.0|5.2215|0.0|-0.7919|14.8502|14.8502|4.2008|-0.9391
i|,|0.0|0.0|0.0|0.0|0.0|2.5826|14.7224|14.9448|4.8751|0.4303
screwed||0.0|0.0|0.0|0.0|0.0|-0.1049|22.6049|22.6049|6.7237|-0.9391
up||0.0|0.0|0.0|0.0|0.0|1.5461|17.2092|22.6049|6.4883|-0.5521
we|.|1.5|14.6353|2.8046|15.8667|0.9478|7.8024|3.7048|17.8861|0.9217|-0.3863
have||0.0|12.0637|5.865|7.2646|2.2627|3.2274|15.2529|15.2529|5.3928|-1.0939
real||0.0|12.3529|7.7859|7.7859|2.8291|6.4022|8.5973|15.2529|2.6948|-0.7523
specific||0.0|12.3725|7.6432|7.7859|2.6003|-2.7323|22.5008|22.7701|6.5898|-0.6132
instructions||0.0|1.9332|16.022|21.6569|4.5197|-0.504|23.2013|23.2013|6.466|-0.519
here||0.0|-3.0568|2.1032|16.022|0.5902|3.6887|14.7587|23.2013|4.5174|-0.074
not||0.0|-2.5999|2.4591|2.6307|0.8342|3.8618|12.3958|14.7587|3.7715|0.0284
to||0.0|-3.3295|4.018|4.1964|1.7661|-3.008|6.1422|13.3782|1.8435|0.6089
talk||0.0|-2.0622|2.5543|5.2958|0.6399|2.7413|17.3387|17.3387|5.3303|-0.4466
about||0.0|-2.9358|3.2909|4.6708|0.9532|2.7705|9.9312|17.3387|3.1454|0.4303
politics||0.0|-4.7259|4.8153|4.8153|1.8012|1.3971|17.2337|17.2337|4.9656|-0.2466
what|.|0.0|0.0|0.0|6.6324|0.0|0.0|0.0|17.2337|0.0|0.0
we're||0.0|8.2864|2.6783|9.4019|0.884|8.8172|2.0114|9.5823|0.8123|0.0
looking||0.0|6.5739|7.4706|8.3122|1.4526|3.7545|15.4753|16.6937|4.8464|-0.3863
forward||0.0|4.2474|8.3742|9.1326|2.6079|3.0047|15.8606|16.6952|5.5882|-0.6811
to||0.0|2.7804|2.8343|8.3742|0.7623|3.4318|10.5857|15.8606|4.4337|0.6089
is||0.0|0.0|0.0|3.964|0.0|0.0|0.0|10.5857|0.0|0.0
what||0.0|7.2301|6.3912|9.4961|2.0739|5.7612|10.0695|10.0695|2.8833|0.0
we're||0.0|8.2847|2.4284|6.3912|0.718|6.6061|9.0864|10.1466|2.7722|-0.1651
looking||0.0|6.0572|7.0273|8.6271|1.4906|2.8158|17.1994|18.1625|5.9573|-0.2466
forward||0.0|3.3351|5.8033|7.8857|1.6234|2.3937|17.1923|18.143|6.5051|-0.6811
to||0.0|1.644|3.0952|5.8033|0.9959|4.1507|16.1702|17.1932|5.6281|-0.718
is||1.36|1.885|6.1749|6.1749|2.1822|2.4268|14.6452|16.1702|5.1376|-0.5986
not||0.0|5.1103|9.6614|11.0422|3.1243|6.8294|6.5088|14.6452|1.8916|-0.7523
only||0.0|6.7491|5.2166|9.6614|1.6448|7.4043|5.5633|6.5088|1.1003|0.2086
the||0.0|2.3084|3.0519|8.4058|1.1574|4.6447|9.8978|9.8978|3.2933|0.82
inspiration||0.0|-5.1623|16.3104|16.3104|5.228|2.7738|15.8485|15.8485|5.7983|0.114
of||0.0|-11.5609|3.6719|18.6917|1.3281|3.3299|10.4876|15.8485|4.1383|0.82
our||0.0|-11.9412|2.8107|3.6719|0.8477|5.8859|13.3599|13.3599|3.5052|0.82
children||0.0|-9.5396|12.2454|12.2454|3.7716|2.5401|17.8831|17.8831|5.1147|-0.7995
but|,|0.33|2.6255|5.7431|19.734|1.9346|-1.2884|18.9076|18.9652|5.7545|-0.074
the||0.0|2.622|2.4213|5.7431|0.8043|3.2973|14.376|18.9076|5.46|0.82
current||0.0|4.8108|5.6757|6.4071|1.7055|0.4359|20.4993|20.4993|6.9022|-0.6616
plan||0.0|5.1303|7.7111|7.7111|2.9182|5.0253|14.8697|20.4993|4.8935|-1.0497
right||0.0|0.7636|7.9444|10.7969|2.1102|2.8674|18.2556|18.2556|6.0454|-0.9799
now||0.0|-0.0753|3.5169|8.2805|1.041|4.5054|18.0823|19.0183|4.4926|-1.0939
is||0.34|1.7696|4.8614|5.7601|1.8328|1.2977|22.0126|22.0126|7.0859|-1.2156
not||0.86|4.5663|7.3286|7.6183|1.4073|4.464|16.7453|22.0126|5.3958|-0.9391
really||0.0|4.8296|7.8836|8.4622|1.9578|4.3952|12.0693|16.7549|4.0446|-0.074
even||0.0|4.4781|7.5265|8.0366|1.6288|5.2786|12.4262|13.1429|2.9792|0.2086
allowing||0.0|1.8038|6.8266|7.8132|2.2192|6.6613|6.0411|13.3338|1.7984|-0.519
the||0.0|-0.3651|1.3365|6.8266|0.4812|4.9659|4.2972|7.2339|1.7359|0.82
most||0.0|1.6233|3.8906|3.8906|0.9665|1.5705|20.1379|20.1379|7.1724|-0.7843
creative||0.0|3.1152|7.8427|9.0486|2.1888|4.0803|19.1118|20.2479|5.4687|-0.6999
people||0.0|2.6158|9.6588|10.669|2.5056|0.2464|22.1084|23.1368|7.9303|-0.4171
in||0.0|-2.0422|2.4034|9.9773|0.8586|5.4135|3.3137|22.1084|1.0361|0.6089
this||0.0|0.1193|3.7884|4.633|1.0045|2.5794|14.0767|14.0767|5.5619|-0.3863
country||0.0|0.6506|15.0158|15.0158|4.1802|2.3192|18.1502|18.1502|5.7189|-0.8558
the||0.0|-5.2958|2.8899|15.1123|0.8384|-0.5802|20.8547|22.7769|5.1618|-1.0165
boeing's||0.0|-0.129|7.6334|9.3564|2.2833|5.1268|14.3251|22.8593|3.3331|-1.0497
and||0.0|-0.2293|2.5844|7.6334|0.8779|4.8595|5.7684|14.3251|1.2534|0.1445
lockheed's||0.0|0.1624|4.7729|4.7729|1.2251|2.1278|20.1023|20.1023|5.9012|-0.6414
space||0.0|2.4547|4.5316|7.2578|1.3417|-1.0566|27.0496|27.0496|8.6177|-0.9799
engineers||0.0|-1.5887|8.9231|10.131|1.5625|3.5593|16.218|27.0496|3.6406|-0.2204
to||0.0|0.0|0.0|8.9231|0.0|0.0|0.0|16.218|0.0|0.0
go||0.0|2.2395|4.083|4.083|1.2569|5.4883|10.0951|10.0951|3.5952|0.0
out||0.0|3.6257|1.9166|5.2778|0.5377|6.7203|10.5008|10.5008|3.0671|-0.2466
and||0.0|1.5777|4.6617|5.8514|1.4218|1.6617|16.7592|20.1626|5.8911|0.1445
take||0.0|2.3631|2.9164|4.6617|0.8112|-1.516|20.4826|20.4826|7.5358|-0.8143
risks||0.0|1.972|7.592|7.592|2.479|0.2585|22.3762|22.3762|6.7476|-1.1203
and||0.0|-1.0284|4.3011|11.0002|1.346|3.1284|14.0676|22.3762|3.2702|0.1445
try||0.0|1.0176|5.1191|6.2398|1.6339|3.0024|14.6392|15.6783|4.8331|-0.4466
new||0.0|3.6386|3.7189|8.2131|1.3476|6.8347|3.8259|14.6392|1.1043|-0.6414
stuff||0.0|3.3236|1.7577|3.7189|0.4552|-1.2169|22.7628|22.7628|6.442|-0.9799
we're|.|2.65|5.3097|10.3198|10.3198|2.3885|4.2949|6.4228|22.7628|1.5986|-0.4466
going||0.0|5.7266|6.3323|10.9393|2.3359|4.0895|10.6138|10.6138|3.7547|-0.074
to||0.0|6.5885|1.9723|6.3323|0.5736|5.7113|5.6582|10.6138|1.9385|2.2675
