word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
potential||0.0|1.0874|3.9917|5.3158|1.0368|-6.6093|25.4737|25.4737|7.3527|-0.0388
to||0.0|-1.0439|1.6375|3.9917|0.5126|-4.3269|8.9356|25.4737|3.5329|1.2719
make||0.0|-2.2368|2.3234|2.9497|0.7932|-4.1202|16.5882|16.5882|5.2422|-0.4986
a||0.0|-2.3336|1.7691|2.4034|0.63|-4.0411|10.003|16.5882|3.3364|4.652
huge||0.0|-8.2885|8.1431|10.1|2.2563|-8.2527|19.4512|19.4512|5.3636|-1.2415
impact||0.0|-13.5158|3.2157|11.2838|0.7723|-3.4099|23.952|25.6697|5.802|-0.7562
around||0.0|-14.0633|2.4189|3.2157|0.553|-2.1747|11.1008|23.952|2.8431|0.2229
the||0.0|0.0|0.0|14.639|0.0|-4.6547|3.9521|11.1008|1.1904|2.7205
world||0.0|-14.0341|0.4135|14.2062|0.2153|-5.4169|14.3149|14.3149|4.5203|-0.9815
it|.|0.6|-0.9681|1.8618|14.2538|0.617|-1.0901|8.1616|17.7944|2.7389|0.9646
addresses||0.0|1.7463|8.43|8.43|2.1499|-2.6305|23.5327|23.5327|5.6515|0.0493
one||0.0|1.6388|3.2376|8.43|0.8236|-0.3318|13.407|23.5327|4.5434|-0.1199
of||0.0|0.9091|3.3087|3.7581|1.2326|-2.2094|8.8393|13.407|3.0538|1.6474
the||0.0|-1.0537|5.932|6.8724|1.901|-4.9334|7.2622|9.1838|2.3218|1.2719
biggest||0.0|0.7456|7.9109|8.0334|1.7184|-10.3571|26.5854|26.5854|7.7692|-0.9011
health||0.0|1.2672|1.2052|7.9109|0.2447|-4.2205|23.0928|31.9965|7.7018|-1.1693
issues||0.0|0.264|2.9588|3.3324|0.7017|-4.1675|10.0654|23.0928|2.9329|-1.1141
on||0.0|-1.8006|1.7874|4.1158|0.4954|-0.5706|6.2907|12.6498|2.1799|0.0043
the||0.0|-1.9395|1.1047|1.9695|0.302|-8.6434|17.8637|22.718|6.3749|1.2719
planet||0.0|-2.7565|6.9658|6.9658|2.0557|-7.6087|24.3238|24.3238|8.8645|0.1452
the|,|0.0|0.0|0.0|7.2318|0.0|0.0|0.0|24.3238|0.0|0.0
number||0.0|1.8566|5.4118|5.4118|1.4009|2.1352|7.8322|7.8322|2.2911|0.0
one||0.0|2.1087|1.1937|5.4118|0.233|-0.7088|8.2426|10.4249|2.1961|-0.8563
cause||0.0|0.134|4.4166|5.0038|1.5561|-1.3046|24.6842|24.6842|8.6047|-1.1693
of||0.33|-3.5983|1.7405|6.6155|0.4653|-5.1945|16.5626|24.6842|5.9654|0.4919
death||0.0|-3.5603|6.7195|6.7195|1.6093|-4.8986|23.0066|23.0066|7.7422|-1.0839
in||0.0|-3.5522|0.9775|6.7195|0.3108|-4.3296|8.367|23.0066|2.1047|0.9646
children||0.0|-3.3479|3.2631|3.2631|0.7585|-6.8229|15.7275|15.7275|5.0308|-0.2304
under||0.0|-5.4991|1.5388|4.8517|0.3126|-8.1641|23.5297|23.827|6.9319|0.2229
five||0.0|-8.7923|6.3419|7.9648|2.2133|-6.9311|23.9246|24.16|8.122|-0.5718
which|,|0.78|-2.8444|4.5309|11.7145|1.3779|-5.1999|17.2157|24.9622|4.8131|-0.4986
is||0.0|0.5592|3.1297|7.0791|0.7909|-8.468|28.0845|28.0845|9.1724|-1.4322
water||1.35|10.7023|4.2216|14.0037|1.0082|3.92|16.985|35.8446|4.3787|0.3062
borne||0.0|1.6763|10.6245|13.2111|2.858|-0.1128|15.8182|20.5803|5.3672|-0.4182
diseases||0.0|-1.2232|3.2085|12.8865|0.7634|-4.9414|23.0787|27.1659|5.592|-0.5482
diarrhea|?|0.38|-2.6289|5.8304|7.6395|0.8911|-0.6253|22.3604|26.5468|5.1384|-1.0992
malnutrition|?|0.0|-3.2839|7.0558|7.0566|1.3004|-5.8929|25.2391|26.8129|6.9312|-0.3748
no|?|0.0|0.0|0.0|7.3799|0.0|0.0|0.0|25.2391|0.0|0.0
it's|,|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
breathing||0.0|4.7434|4.6627|6.446|1.1009|1.4798|28.2341|28.2341|5.1613|0.0
the||0.0|1.9702|2.3977|5.5739|0.7626|-0.8664|11.9577|28.2341|2.9263|1.2719
smoke||0.0|0.269|5.4|5.6262|1.8568|-4.9081|23.79|23.79|8.0973|-1.34
from||0.0|-2.0006|2.4589|6.2018|0.9008|-8.6057|14.6031|23.79|5.0471|-0.2304
indoor||0.0|-1.5192|7.626|7.626|1.7139|-2.4779|29.1353|29.1353|7.5547|-1.4184
cooking||0.0|-4.1476|7.9807|11.8395|1.9059|-6.4681|26.1384|29.1353|6.4173|-0.7827
fires||0.0|-6.9353|2.3196|7.9807|0.6686|-7.0707|28.6454|29.8665|8.3973|-1.4322
acute||0.61|3.2636|2.6915|11.8671|0.6368|-2.8866|18.5502|28.8784|6.8428|0.3062
respiratory||0.0|-0.1402|6.0058|6.536|1.2035|-3.7355|25.5266|25.5266|6.83|0.6177
infections||0.0|-3.3402|4.8668|9.5156|1.164|-3.0461|23.9039|25.5266|6.1293|-0.5238
caused||0.0|-4.3465|2.1637|4.8668|0.4256|-6.2949|27.8933|28.8384|8.6848|-1.2415
by||0.0|-5.5972|2.3824|3.7072|0.6944|-3.1098|17.9887|27.8933|6.7528|0.4919
this||0.0|-7.0158|0.9378|3.0163|0.2546|-10.2917|21.2213|21.795|5.8111|-0.8563
can|.|0.0|0.0|0.0|7.455|0.0|0.0|0.0|21.2213|0.0|0.0
you||0.0|-9.7342|5.9177|11.9968|1.84|3.5188|23.8996|23.8996|6.5902|0.0
believe||0.0|-11.1616|8.5238|8.5861|2.957|-0.5221|16.063|23.8996|5.3247|0.0725
that||0.0|-11.6977|4.2375|8.5238|1.2528|-0.5707|20.575|20.575|6.4339|-0.5718
i|?|1.14|2.6512|4.3658|18.5934|1.6097|6.6876|6.786|23.1995|1.8947|2.1169
find||0.0|3.964|6.3156|6.8936|1.7617|2.6084|21.8207|21.8207|7.6214|-0.9011
this||0.0|-1.8235|2.9373|9.6331|0.6612|1.8802|10.2891|21.8207|3.2943|0.3062
shocking||0.0|-2.7167|11.3227|11.3227|2.7114|0.8457|20.2568|20.2568|5.8032|-0.6386
and||0.57|-4.0771|6.946|11.3227|2.3064|-1.9459|25.0646|28.8633|7.9236|-0.7562
somewhat||0.0|-11.3397|5.1913|12.2526|1.3655|1.2168|27.2117|27.4279|9.2902|0.4269
appalling||0.0|-13.2749|2.2191|6.1305|0.5933|0.3639|21.0459|27.2117|6.6768|-0.0802
can't|.|0.57|2.0673|2.7727|17.5776|0.9184|5.0829|14.8438|21.5512|5.752|-0.5718
we||0.0|2.1366|4.0224|4.0224|1.3904|5.3679|12.1277|14.8438|3.7096|0.7085
make||0.0|2.198|1.9733|4.0224|0.5034|1.8526|21.1489|21.1489|7.8946|-1.0179
cleaner||0.0|2.4417|6.8936|6.8936|1.0449|1.1445|24.2905|24.5135|8.3396|-0.2811
burning||0.0|-0.1894|5.6563|7.9067|1.5066|3.9393|19.9852|24.2905|5.7741|-0.1767
cooking||0.0|-0.4101|5.742|6.1112|1.1988|-1.9754|24.2321|26.2779|7.4638|-0.4594
fuels||0.0|0.0|0.0|5.742|0.0|0.0|0.0|24.2321|0.0|0.0
can't|?|0.0|1.2189|3.219|3.219|1.2309|6.2738|14.027|14.027|3.7265|0.0
we||0.0|1.9825|2.9167|3.5655|1.0009|5.9444|5.3965|14.027|1.8851|1.2719
make||0.0|1.894|2.0219|3.1404|0.5199|1.4501|20.4575|20.4575|7.2903|-0.9011
better||0.0|0.0882|3.5018|4.594|1.2222|2.5397|21.2383|21.3071|6.1188|0.3956
stoves||0.0|5.7246|11.3289|13.983|2.7135|-5.6432|22.1033|24.8591|6.9944|-1.6111
how|?|0.4|3.0896|4.556|11.6793|1.3023|2.4646|36.2428|36.2428|10.1502|-0.8563
is||0.0|5.1698|3.2077|5.9495|1.179|1.7639|17.193|36.2428|6.562|-0.2304
it||0.0|0.9217|4.0123|6.9668|1.5378|-4.7014|19.6928|22.0053|7.5202|-0.6386
that||0.0|0.0|0.0|4.0123|0.0|0.0|0.0|19.6928|0.0|0.0
this||0.0|-0.8867|9.7624|9.7624|2.5909|-0.6791|17.2174|17.2174|5.48|0.0
can||0.0|0.8779|2.4234|9.7624|0.6891|-1.2463|22.2505|22.395|8.2237|-0.4182
lead||0.0|0.6924|2.442|2.808|0.7749|3.3894|13.7882|22.2505|4.6723|-0.4986
to||0.0|0.4421|1.4621|2.442|0.3702|0.9014|15.2361|15.2361|5.5593|0.7085
over||0.0|-1.6754|3.0518|4.5796|0.6861|0.0823|19.4696|19.4696|5.7072|0.1452
two||0.0|0.3827|4.6068|5.7226|1.4825|-1.4698|21.3697|21.5696|7.4701|-0.5718
million||0.0|0.2781|2.3537|4.6068|0.7146|6.0606|7.4481|22.8653|1.9492|-0.2811
deaths||0.0|-1.8098|2.7014|4.7562|0.5707|-1.2601|18.9814|20.8907|6.9914|-1.0839
every||0.0|-3.9532|3.5966|4.6814|0.8696|-2.5122|15.7498|18.9814|4.6017|0.9646
year||0.0|-5.7831|2.9242|5.4148|0.7183|-1.9727|7.9327|15.7498|2.8393|-0.8563
i|?|0.43|11.1281|1.0442|18.9554|0.4476|6.8718|3.6962|14.6004|1.5568|3.5253
know||0.0|11.191|2.8412|2.8412|0.9522|7.2016|11.3996|11.3996|2.9833|-0.9815
bill||0.0|7.0803|8.0154|10.4237|2.9061|1.7271|22.5607|22.5607|6.8892|-0.8563
joy||0.0|2.0153|3.9893|11.0311|1.196|3.891|16.3142|22.5607|4.908|-0.6386
was||0.0|0.2233|2.2037|3.9893|0.4731|-0.0495|13.9658|17.9116|5.2908|0.1452
talking||0.0|1.5404|4.0778|4.0778|0.9604|0.7867|21.955|21.955|6.6098|-0.1199
to||0.0|-1.4239|3.0941|6.399|1.115|2.1592|10.8348|21.955|3.4899|2.1169
you||0.0|-0.5891|1.2492|3.0941|0.4565|5.5461|3.4332|10.8348|1.2125|1.2719
about||0.0|-2.4587|6.9081|6.9081|2.1202|3.5676|16.656|16.656|5.2061|0.831
the||0.0|-3.7195|3.7928|6.9081|1.5281|1.6574|8.2962|16.656|3.1589|2.1169
wonders||0.0|-1.5408|4.3333|6.48|1.0892|3.0642|22.2759|22.2759|5.6973|-0.4594
of||0.0|-5.1258|8.6102|10.8106|1.8604|1.2126|22.4746|24.1712|6.3757|-1.2415
carbon||0.48|-11.4333|5.799|12.8106|1.6249|4.3475|15.207|23.838|4.307|-0.3292
nanotubes||0.0|-14.1673|0.8527|5.799|0.1955|6.5693|5.1815|15.207|2.082|-0.8082
so|,|0.0|-2.7508|3.5064|14.1264|1.2104|-2.109|25.3174|25.3174|9.9914|-0.2304
i'm||0.0|-0.3139|4.1918|5.523|1.3609|8.878|5.6302|27.5931|1.7009|0.4919
going||0.0|1.9407|3.3567|5.7217|1.0774|8.1885|6.0288|8.0091|1.6762|-0.1199
to||0.0|1.7662|1.9686|3.3567|0.5671|4.8283|15.5923|15.7031|5.0269|1.6474
talk||0.0|0.9941|3.1936|3.1936|0.8566|1.4969|17.9857|17.9857|6.1678|-0.6998
to||0.0|0.5366|1.0372|3.1936|0.2514|-4.1091|8.7881|18.399|2.3416|1.2719
you||0.0|0.3957|1.6322|1.7385|0.6248|4.1128|5.7725|12.6699|2.0194|3.5253
about||0.0|-3.274|3.9603|5.9344|0.873|1.5298|18.8275|18.8275|7.2756|1.1109
the||0.0|-3.0573|1.5015|3.9603|0.484|1.1088|15.6846|21.2816|4.1937|1.2719
wonders||0.0|-2.2247|2.8457|3.0066|0.716|3.0118|16.1416|19.95|4.3909|-0.0597
of||0.0|-3.7528|2.0605|4.125|0.6102|-1.1803|17.8626|21.0753|6.4855|0.4919
carbon||0.38|-2.3508|9.1516|9.1516|2.5081|3.0369|14.941|23.326|4.3812|0.1452
macro||0.0|-2.4481|8.6661|10.145|2.5512|2.9355|18.254|18.4054|5.6468|-0.6998
tubes||0.0|5.6712|10.1223|16.1399|2.8576|-3.899|33.3011|33.3011|8.8135|-1.7736
which|,|0.0|8.8526|3.2624|10.9731|0.9435|-3.3024|15.2263|33.3011|4.8304|0.3062
is||0.0|4.8987|6.9199|8.4879|2.4884|-7.4653|15.7914|17.6486|4.322|-0.4182
charcoal||0.0|-1.5417|9.1375|15.6733|2.2835|1.2367|22.8359|27.089|7.1042|-0.0597
so|.|0.0|0.0|0.0|9.1375|0.0|0.0|0.0|22.8359|0.0|0.0
this||0.0|10.5518|4.1845|12.1303|1.4865|-1.6537|19.9381|19.9381|6.8478|0.0
is||0.0|0.0|0.0|12.1303|0.0|0.7016|13.5604|19.9381|5.0951|0.7085
a||0.0|0.0|0.0|0.0|0.0|3.2502|13.8996|14.7017|5.6013|2.1169
picture||0.0|0.0|0.0|0.0|0.0|1.9432|19.2971|19.2971|6.0436|-0.1767
of||0.0|12.2518|0.0|12.2518|0.0|3.0492|7.7358|19.2971|2.5667|1.2719
rural||0.0|11.936|0.652|0.652|0.2402|6.9523|11.2411|11.3664|2.873|0.1452
haiti||0.0|8.2492|7.6787|7.6787|2.9004|2.0723|15.1935|19.1111|4.3825|-0.4986
haiti|.|0.33|4.2618|3.5293|10.9213|0.9195|4.2904|15.7104|15.7104|4.2962|0.9646
is||0.0|3.3335|6.5175|6.5175|1.7189|1.4762|10.0318|15.7104|2.9012|-0.2304
now||0.0|0.9193|1.1191|6.5175|0.3262|6.753|8.9911|11.4062|1.632|-0.5718
ninety||0.0|-0.1648|2.8757|3.4675|0.6655|3.4759|12.5913|12.7685|2.5275|0.0493
eight||0.0|0.0847|2.5297|2.9062|0.6464|-3.8768|18.0547|21.3677|7.4522|-0.2304
percent||0.0|-0.5429|5.4131|5.4131|1.5151|-4.546|19.4868|19.4868|6.1547|-0.606
deforested||0.0|-2.7748|6.0715|8.6357|1.5687|-4.5612|24.8713|24.8713|7.9864|-0.1767
you'll|.|0.91|-1.9773|3.2291|6.9794|1.0444|4.9913|10.3607|25.5466|2.8489|0.4919
see||0.0|0.9718|4.32|5.8208|0.76|-1.1184|24.4426|24.4426|7.9546|-1.2838
scenes||0.0|1.0182|2.9759|4.32|0.6397|-3.9668|23.1553|25.1451|8.9897|-1.3034
like||0.0|-0.8963|2.5658|3.4385|0.7559|1.7751|22.5423|27.4179|6.9569|-0.3292
this||0.0|-0.8658|1.7479|2.834|0.4668|-1.2229|17.8812|22.5423|6.0857|-0.4986
all||0.0|-2.2269|3.3122|3.8089|0.6136|6.6242|16.2961|20.2314|4.0778|-0.8082
over||0.0|-2.9129|3.3643|4.09|1.0273|1.1879|15.4881|16.3354|4.9291|0.831
the||0.0|-4.9826|3.82|5.6523|1.087|2.5101|17.7418|19.7159|5.7954|-0.3292
island||0.0|-5.0276|3.3212|3.9155|0.9603|5.1203|11.8219|20.2526|3.3548|0.3062
it|.|0.75|-12.7375|1.4739|9.7428|0.5106|2.8281|13.112|13.112|5.1123|0.3062
leads||0.0|-9.9746|3.8997|4.8988|1.2405|4.3616|16.1164|16.1164|5.4329|-0.5718
to||0.0|-9.2082|1.7179|4.234|0.3938|-0.6694|20.0018|21.3419|7.3834|0.9646
all||0.0|-2.3473|8.5772|10.4967|3.109|6.7018|14.1328|22.0223|4.6424|-0.4182
sorts||0.0|2.515|5.0453|12.3699|1.611|0.6212|20.0861|21.8242|6.3743|-1.0519
of||0.0|0.7264|5.3204|6.0406|1.9871|0.5615|14.2113|20.0861|3.6834|1.6474
environmental||0.0|-1.0217|4.7402|7.1698|0.9413|4.3777|20.0399|20.5228|5.1651|0.0867
problems||0.0|1.3772|3.3805|6.7726|1.1714|-2.7648|33.4168|34.0242|10.9984|-1.3653
and||0.0|-1.2068|2.5333|5.6864|0.7553|1.9738|33.7765|33.7765|9.6745|-1.3221
problems||0.33|0.0167|2.0398|3.3789|0.4681|4.1319|22.1653|34.4586|6.2029|-0.3292
that||0.0|-0.37|1.9057|2.1829|0.4298|2.1491|18.1412|22.1653|6.8086|0.4919
affect||0.0|-0.9816|1.8183|2.2862|0.504|-1.7414|20.3116|20.548|7.0103|0.0725
people||0.0|-0.74|4.0819|4.0819|1.2448|-1.8108|26.616|26.616|8.2785|-0.1767
throughout||0.0|-2.5626|2.1295|4.0948|0.4807|0.3425|27.1782|28.9223|9.4773|-0.5361
the||0.0|-3.7264|1.5711|3.2441|0.4616|3.5485|19.6256|27.1782|6.4808|0.3062
nation||0.0|-4.5325|2.1387|3.0841|0.5972|3.542|7.7338|19.6256|2.7482|3.5253
a|.|0.0|0.0|0.0|5.8319|0.0|0.0|0.0|7.7338|0.0|0.0043
couple||1.61|1.7731|4.89|4.89|1.1292|0.8738|21.1692|21.1692|5.84|0.7085
years||0.0|0.2385|4.6171|7.1959|1.4186|5.0367|21.1419|22.9027|5.765|-1.0179
ago||0.0|-0.8153|3.721|4.6171|1.1434|4.3351|18.0333|21.7113|4.9852|-0.4986
there||0.0|-2.64|1.9096|5.0572|0.448|3.4538|10.4841|18.0333|3.5551|0.1452
was||0.0|-2.8222|2.4065|2.4065|0.6579|0.7919|18.0524|18.7289|5.8428|0.3062
severe||0.0|-0.5597|5.3556|5.3556|1.4362|2.4446|20.4244|20.4244|6.6532|-0.3748
flooding||0.0|-0.7382|5.3735|5.7325|1.4822|1.4672|23.3195|23.3195|6.8311|-0.5361
that||0.0|6.142|7.0169|12.1266|1.8359|1.3158|14.4976|23.3195|4.6751|-0.4986
led||0.0|-2.9083|3.6909|11.3132|0.9012|3.8574|15.5534|20.6075|5.1015|-0.4182
to||0.0|-3.2314|1.8991|4.4716|0.5076|-1.3041|13.218|20.918|4.3274|0.9646
thousands||0.0|-2.5508|3.7418|3.9208|0.7861|1.137|27.4472|27.4472|8.5401|-0.7827
of||0.0|-3.4912|2.883|4.7852|1.1843|1.6799|11.0706|27.4472|3.633|1.6474
deaths||0.0|-4.4351|3.575|4.007|1.0887|0.502|23.4297|23.4297|7.9728|-1.1693
that's||0.0|-4.1726|1.0676|3.575|0.254|-5.8085|22.773|29.185|8.5937|-0.8563
directly||0.0|-0.9015|5.9144|6.3708|2.0388|1.1245|30.8106|30.8106|7.8315|0.0493
attributable||0.0|-1.6292|8.2122|8.2122|2.0152|1.2111|17.4382|30.8106|5.0643|0.6177
to||0.47|-10.9891|5.0624|16.1947|1.6728|1.0124|21.5025|21.5025|6.5498|2.1169
the||0.0|-11.8337|3.3089|5.0624|0.8589|5.3359|12.9808|25.1835|5.132|0.7085
fact||0.0|-12.1909|2.525|3.3089|0.9331|3.9546|21.8276|21.8534|7.2338|-0.6386
that||0.0|0.0532|2.8557|14.8007|0.7667|-0.5396|14.7412|21.8276|5.7073|0.4919
there||0.0|-1.1142|2.6302|3.511|0.9042|4.4766|16.3557|17.1717|6.0293|1.2719
are||0.0|-2.4279|0.3938|3.0184|0.1332|7.4323|3.7479|16.3557|1.2417|2.7205
no||0.0|-0.7828|3.5243|3.9078|0.9538|7.6014|4.5466|5.0741|1.026|-0.4182
trees||0.0|0.2967|2.6709|3.8997|0.5924|0.8827|15.4067|17.7081|5.0074|-1.1693
on||0.0|-0.9622|1.7734|3.1775|0.5026|7.1984|9.3573|18.7113|2.797|0.0043
the||0.0|-1.8203|0.9387|2.4087|0.2536|4.3268|2.7707|9.3573|0.9117|2.1169
hills||0.0|-1.1708|4.2695|4.2695|1.2661|1.8185|20.9356|20.9356|6.1924|-1.1425
to||0.0|-3.2505|2.2041|6.4865|0.7816|-6.039|15.6906|23.4324|5.646|0.9646
stabilize||0.0|-2.8287|3.2701|3.4751|0.7742|-0.4906|33.8005|33.8005|9.7479|-0.6386
the||0.0|-0.8327|2.6245|4.8771|0.926|-1.6316|12.5361|33.8005|5.1083|0.9646
soil||0.0|-4.1797|8.1777|8.1777|2.7322|-0.1711|23.399|23.399|7.8242|-1.5255
so|.|0.0|-14.1527|1.2298|15.377|0.3533|-4.5194|24.255|27.7844|8.5267|-0.4182
the||0.0|-14.6366|0.0497|1.299|0.0351|1.9817|13.6602|24.255|5.2396|0.4919
rains||0.0|-13.134|2.2965|2.2965|0.7013|2.8212|22.5558|22.5558|7.6021|-1.1693
come||0.0|-10.5887|5.3112|7.1377|0.9771|-1.8502|29.3882|29.3882|10.435|-1.5449
they|,|0.0|-5.2574|3.9437|9.4443|1.2396|-5.0071|26.587|31.6797|11.0614|0.4919
go||0.0|-2.796|2.7756|5.9169|1.1241|0.3705|20.0215|28.6534|7.9411|0.1452
down||0.0|-2.526|2.1027|2.7756|0.6751|4.9439|18.1217|24.4879|5.0527|-0.6998
the||0.0|-3.2404|0.5296|2.1027|0.1256|4.3481|6.498|18.1217|2.3273|1.6474
rivers||0.0|-3.3829|1.7081|1.7081|0.3662|2.2413|16.7424|16.7424|5.3582|-0.1767
and|,|0.0|-4.2623|2.2484|2.5402|0.5967|2.1963|10.7611|16.7424|2.5006|0.4919
the||0.0|-4.1807|0.8123|2.2484|0.274|2.6631|17.8005|17.8005|5.2553|2.1169
flooding||0.0|-4.9634|2.2274|2.3767|0.5235|-4.869|29.5825|31.1966|8.9564|-1.0
happens||0.0|-7.3826|3.9795|5.6017|1.2518|-7.6556|26.6341|29.5825|8.1589|-0.4182
now|.|1.41|-1.2939|1.2182|8.6619|0.4551|7.9173|2.6748|31.0053|0.8913|2.7205
one||0.0|0.6629|2.6601|3.5884|0.9159|8.4186|8.4974|8.4974|2.6689|-0.4182
of||0.0|0.4945|3.4323|3.8609|1.1585|5.7429|14.321|14.8307|4.9476|1.6474
the||0.0|-0.6918|2.0578|3.4323|0.6576|3.8703|8.967|14.321|3.2923|2.1169
reasons||0.0|1.3228|6.5264|6.7902|1.8002|1.0605|28.5125|28.5125|8.2061|-1.0
why||0.0|-2.1995|2.5787|8.7188|0.7022|6.1852|28.9935|29.9074|6.8913|-0.9815
there||0.0|-1.9931|1.4414|2.5787|0.389|3.6648|10.3192|28.9935|3.825|0.3062
are||0.0|-2.7628|0.4508|1.4813|0.1511|3.6401|14.3733|14.3733|4.7227|2.7205
so||0.0|-1.8706|3.1196|3.1196|0.7098|-1.066|16.691|18.1931|6.5923|-0.8563
few||0.0|-1.7682|4.0613|4.0613|0.8983|-1.8307|16.2474|17.2442|5.5697|-0.4986
trees||0.0|-6.6267|5.8122|9.9072|1.6494|-1.8697|20.7535|20.7535|6.7167|-1.2415
is||0.0|-12.3496|6.517|10.3082|1.3799|-6.5479|21.1949|26.3476|6.9584|-0.2304
this||0.0|-12.1873|3.4233|6.723|0.902|-6.8256|29.4714|29.4714|8.0997|-1.2415
people|:|0.5|2.298|2.6461|17.6112|0.5448|3.1289|18.2005|34.455|5.4111|0.4919
need||0.0|0.3808|2.6855|4.3532|0.6076|4.3036|19.7311|22.1677|5.9733|-0.7562
to||0.0|1.1216|1.584|3.5055|0.4109|-3.8632|18.1932|21.9742|6.2648|0.7085
cook||0.0|-1.5358|11.951|11.951|4.3575|-1.8987|30.2109|30.2109|8.5474|-1.2838
and|,|0.33|-0.9854|2.9224|11.951|0.9365|8.0901|7.4406|30.2109|1.8789|0.1452
they||0.0|-1.4898|1.1498|2.9224|0.1535|-4.3756|31.1545|33.8323|10.4466|-1.3571
