word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
want||0.0|-5.6858|2.5277|3.2072|0.9409|4.002|4.1695|5.7312|1.4867|-0.1025
to||0.0|-5.7607|1.4736|2.5277|0.5636|1.8434|9.6198|10.1161|3.8182|2.2211
thank||0.0|-4.5209|3.979|4.3737|1.0878|-3.2695|24.7879|24.7879|9.5369|-0.865
all||0.33|-3.2017|3.7785|4.3964|1.2957|6.0891|2.5645|25.9517|0.7964|-0.5769
of||0.0|-5.2326|3.5385|4.8092|1.297|-0.3202|11.2774|12.4319|4.0702|0.3979
you||0.0|-6.0665|2.3263|4.6923|0.6306|1.7277|22.2409|22.776|5.9541|-0.9158
for||0.0|-6.7568|2.1871|2.3912|0.5867|-2.4854|28.0215|28.0445|10.5244|-1.086
the||0.0|-4.7446|5.5031|5.6744|1.546|-3.6233|28.3013|30.6926|8.554|-1.2604
many||0.0|-2.8032|4.6312|7.4749|1.254|6.6107|3.5543|28.3013|0.8098|-0.705
nice||0.0|-5.6672|1.3976|6.101|0.6163|1.8322|8.9017|11.8988|3.2814|0.3979
comments||0.0|-8.6596|4.5536|6.0197|1.1632|5.1784|5.0415|11.3028|1.4144|-0.4124
about||1.8|-9.7567|3.1504|5.1372|0.8322|0.8141|20.1047|21.0783|6.0581|-0.4722
what||0.0|-7.174|1.7853|5.2222|0.4683|-1.3522|21.4025|21.4323|8.2325|-0.3465
i||0.0|-5.694|0.4345|2.5759|0.3072|5.1418|1.594|21.4025|0.7978|5.1838
had||0.0|-6.0823|1.7775|1.7942|0.6826|5.3034|4.8008|4.8008|1.8377|0.5752
to||0.0|-8.5508|1.1876|3.6408|0.4357|-1.0647|2.0755|9.703|1.0653|2.2211
say||0.0|-8.7589|1.39|1.6752|0.3298|-0.9926|18.6143|18.6143|7.6624|-0.5269
the||0.0|-9.9691|2.8985|3.2357|0.9721|2.286|6.6298|18.6143|2.2515|-0.3465
other||0.44|-9.4094|0.6915|2.8985|0.2545|4.1375|3.6177|7.9049|1.257|1.7274
night||0.0|-11.7276|3.2818|4.1481|1.4203|0.0197|13.7978|14.9441|4.0595|-0.705
and|.|0.0|-5.5578|1.6779|8.1477|0.5802|-0.1865|23.0466|23.0466|8.8448|-1.1973
i||0.0|-6.2102|0.7403|1.6779|0.2444|6.2514|3.4274|23.0466|1.0143|-0.1025
say||0.0|-3.4|5.8676|5.8676|1.9355|-1.6431|18.6721|18.6721|7.4023|-0.865
that||0.0|-3.0653|3.0747|5.8676|1.156|4.3803|19.4587|19.4587|6.0734|-0.1929
sincerely||0.0|-5.4956|3.4739|6.1358|1.0231|2.3909|17.2545|19.4587|5.6062|0.1456
partly|,|1.23|1.1456|3.4601|9.8487|1.0031|7.9501|6.714|19.1783|1.9758|0.246
because||0.0|-2.9275|6.3072|9.2829|2.0526|3.2117|22.7592|23.1133|6.8134|-0.7589
i||0.95|1.1464|0.176|7.8607|0.0895|3.695|6.1738|22.7592|2.3256|1.7274
need||0.0|-0.4238|3.7845|3.8881|1.2116|3.5034|15.8696|15.8696|5.2985|-0.9818
that||0.0|-1.1454|2.0111|3.7845|0.6599|-0.6395|24.2351|26.8168|6.9316|-0.8912
put|!|6.37|5.5103|2.4458|8.2806|0.9054|0.3856|17.7427|27.6792|7.6113|0.3979
yourselves||0.0|1.8848|8.9678|10.5268|2.6645|2.2903|19.7503|19.7503|6.4934|-0.7415
in||0.0|-0.8556|1.2364|8.9678|0.521|8.4164|1.8112|19.7503|0.5845|0.3979
my||0.0|-3.7416|3.6971|4.9107|1.3022|8.3247|8.0235|8.0235|1.6717|-0.5769
position||0.0|-7.2835|7.3876|9.602|2.4584|0.138|20.4277|22.2914|5.5017|-0.2988
i|!|6.92|10.3985|3.3117|22.7842|0.947|5.7556|14.8322|23.1023|5.5189|0.1144
flew||0.0|12.1972|2.6614|4.9926|1.0595|2.7503|21.6033|21.6033|8.6504|-0.4722
on||0.0|10.4179|2.9842|4.5709|1.0034|8.2087|3.8995|21.6033|1.4504|0.7847
air||0.0|7.5229|3.0168|6.106|0.9224|7.4942|16.388|16.388|4.7365|-0.1929
force||0.0|4.1462|5.0619|7.252|1.7018|1.8073|21.5267|21.7377|7.6268|-0.865
two||0.0|2.5829|5.5401|7.7777|1.1508|3.2892|21.4024|21.7839|6.567|-0.9391
for||0.0|-0.246|2.2946|5.5401|0.7701|0.7105|20.7084|21.9004|7.09|-0.4124
eight||0.0|-2.4434|5.1047|7.2873|1.1896|2.9984|20.6464|20.9059|6.3543|-0.6656
years||0.0|-6.4679|2.0596|5.8864|0.5544|5.9654|6.3915|20.6464|1.3743|-0.8074
now|.|2.18|0.0|0.0|6.9263|0.0|8.9005|3.9116|8.9774|1.2623|-0.5269
i||0.0|0.0|0.0|0.0|0.0|9.6972|1.488|3.9116|0.5128|1.0361
have||0.0|16.4468|0.4167|16.6567|0.1373|4.5121|19.495|19.495|7.6347|0.3979
to||0.0|15.1627|4.2907|4.2907|1.4487|-0.0388|21.2869|22.3075|8.4492|0.246
take||0.0|14.0669|5.3583|5.4534|1.705|-0.6741|22.7817|22.7817|8.0619|-0.9391
off||0.0|14.155|5.7487|5.7487|1.9134|6.3195|14.5557|23.0608|5.0776|-0.1025
my||0.0|12.7876|3.44|5.9377|0.765|7.0078|14.3915|14.6707|3.8847|-0.3465
shoes||0.0|3.6892|15.4091|18.8482|5.5635|3.4832|15.9455|16.2376|4.1786|-1.297
or||0.0|-3.5266|0.9436|15.4091|0.2234|2.7278|11.0496|15.9455|4.2892|0.1144
boots||0.0|-9.4139|7.9636|9.1009|2.0264|3.0629|14.3608|14.3608|5.6108|-0.6656
to||0.0|-8.435|1.6935|7.9636|0.4091|3.8074|11.7048|15.0939|4.8397|1.0361
get||0.0|-8.4712|3.6941|3.6941|1.3488|5.4453|13.8601|14.0017|4.9787|-0.0009
on||0.0|-7.6474|0.4991|3.6941|0.1712|8.8504|5.3108|13.8601|1.6545|0.246
an||0.0|-7.6675|0.5628|0.5628|0.2041|7.7734|4.637|5.3108|1.7172|1.3433
airplane||0.0|-6.1825|5.7533|5.7533|1.6418|3.3197|16.5772|16.5772|6.4539|-0.3803
i'll|!|9.56|0.8857|1.2643|10.0086|0.4259|4.5739|9.9845|16.5772|5.0159|2.2211
tell||0.0|2.2466|3.8459|3.8686|1.3958|3.9446|19.6413|19.6413|7.5036|0.1144
you||0.0|1.086|0.9945|3.8459|0.3509|8.2661|1.3817|19.6413|0.4116|2.2211
one||0.0|2.4558|2.9038|2.9038|0.9179|8.2934|7.3654|7.3654|1.9538|-0.1025
quick||0.0|5.7731|8.6105|8.7662|2.6248|-1.053|19.5393|19.8562|5.6309|-0.6656
story||0.0|4.2368|7.9798|9.0836|2.6918|4.2963|14.3761|19.7422|5.2976|-0.149
to||0.0|-0.2969|0.2672|8.7695|0.1093|6.916|2.964|14.3761|1.515|2.8795
illustrate||0.0|-1.3836|6.376|6.376|2.0532|1.6542|24.4174|24.4174|8.3886|-0.679
what||0.83|3.6971|6.982|11.0692|2.7213|3.3435|18.4026|24.4174|6.9885|-0.5269
that's||0.0|3.8781|3.4401|6.982|1.2805|-0.2499|19.7373|19.7373|8.0405|-0.623
been||0.0|2.0702|3.1887|6.0764|1.164|3.5498|17.998|19.7373|7.3562|-0.0009
like||0.0|-2.1105|4.0043|7.5126|1.4112|5.393|22.3108|22.3108|7.0897|-0.8371
for||0.0|-4.728|1.272|5.3058|0.4622|-0.9575|22.4508|23.9926|9.5375|-0.1929
me||0.0|-7.2498|3.6842|4.9037|1.1994|5.946|5.1703|22.4508|1.5076|-0.0009
it's|.|0.0|0.0|0.0|9.0911|0.0|0.0|0.0|7.5819|0.0|0.0
a||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
true||0.0|2.1185|10.5608|10.5608|3.3204|4.3351|16.27|16.27|5.5147|0.0
story||0.0|5.8295|6.7|12.6138|2.1048|4.741|18.3037|18.3037|5.7458|-0.5001
every||0.0|1.7788|7.3486|11.561|1.8724|2.2602|19.6264|20.1518|6.0241|1.3433
bit||0.0|-6.2587|6.4942|14.192|1.7073|2.0019|17.196|20.1325|7.2095|-0.5269
of||0.0|-9.0125|3.7767|8.4142|1.3739|8.117|3.8546|17.196|1.4034|1.7274
this||0.0|-13.8076|4.221|8.2377|1.436|1.1293|16.6587|18.0882|6.7826|0.246
is||0.0|-17.3934|2.5806|6.947|0.8723|-0.4021|11.8663|16.6587|4.1698|-0.0009
true||0.0|-17.4861|1.4983|2.7085|0.3566|-1.8526|20.695|20.695|6.7558|0.0
soon|.|1.17|4.3602|2.6523|23.8116|0.9551|8.9093|3.4192|22.6983|1.0937|-0.1929
after||0.0|3.1255|4.5583|5.1678|1.3468|1.6243|21.8146|21.891|8.3136|-0.5001
tipper||0.0|1.4831|6.0903|7.1323|1.8531|-1.209|20.6691|21.8146|7.3735|0.7847
and||0.0|0.3602|1.7926|6.0903|0.6432|8.8455|1.4411|20.6691|0.4648|0.5752
i||0.0|-1.2384|0.7493|2.5965|0.2216|9.1719|0.6303|1.4411|0.2057|1.3433
left||0.0|-1.3641|1.8474|1.8474|0.4886|2.3195|21.908|21.908|8.6936|-0.865
the||0.0|-1.9854|2.9748|3.2732|0.8908|2.8195|19.0519|21.908|6.0189|-0.6656
white||0.99|-10.7386|4.6174|12.0262|1.3281|3.7304|27.5206|27.5961|8.5542|-0.5769
house||0.0|-9.6764|2.2516|4.6174|0.6248|-2.8337|22.6515|27.6198|8.136|-1.2831
we||2.0|5.078|4.1224|17.0858|1.2548|8.3798|4.3035|23.2756|1.0022|-0.4722
were||0.0|4.2983|2.9483|4.1224|0.8264|8.6531|4.393|5.1044|1.3627|-0.3465
driving||0.0|3.6155|5.6274|5.9061|1.5204|6.4511|18.0255|18.0255|4.701|-0.9037
from||0.0|0.1496|1.295|6.3655|0.3972|4.6277|16.6729|18.0255|5.9551|-0.623
our||0.0|-1.8581|1.9616|3.3633|0.4486|8.4633|6.7888|16.7665|1.6598|-0.1025
home||0.0|0.8983|4.8006|4.8805|1.248|6.4248|8.3033|9.3201|2.4389|-1.153
in||0.0|-1.7506|3.3647|5.1637|1.2921|4.9967|19.0002|19.0002|5.7762|-0.4124
nashville||0.0|-2.5947|3.5716|4.8788|1.046|3.5558|22.564|22.564|6.2138|-0.7296
to||0.0|-3.6892|4.6766|4.7219|1.06|-0.5837|23.198|25.2945|7.7382|-1.2902
a||0.0|-3.6201|3.6084|4.6766|1.2155|1.2568|20.9862|23.198|7.8636|0.246
little||0.0|-3.6085|4.6999|5.1647|1.4266|4.6901|12.1134|20.9862|3.0602|1.1816
farm||0.0|-3.4915|5.4126|5.4126|1.1914|1.3571|25.6281|25.6281|9.6653|-1.086
we||0.0|-4.7981|0.7298|5.4126|0.2497|6.1787|3.7429|25.6281|1.0649|0.1144
have||0.0|-4.4798|2.0872|2.0872|0.6216|6.1517|6.41|6.41|2.1351|-0.9818
fifty||0.0|-4.9639|4.9878|4.9878|1.3806|0.0766|17.9875|20.4473|5.9523|0.6754
miles||0.0|-6.8878|4.6366|7.4264|1.386|3.6118|14.024|18.9669|4.4981|-0.8912
east||0.0|-8.3652|3.9972|5.2143|1.5313|-1.471|20.7535|21.5535|7.3409|-0.7756
of||0.0|-12.0245|3.0477|7.1853|0.987|-5.5665|24.2163|25.9724|9.2826|-0.4722
nashville||0.0|-18.8218|6.6195|9.856|1.5465|-3.0071|29.567|29.567|8.0839|-0.6376
driving||0.0|0.0|0.0|20.4755|0.0|0.0|0.0|29.567|0.0|0.0
ourselves||0.0|-4.3354|7.5752|8.3237|2.1012|-0.132|17.8614|17.8614|5.8237|0.0
i|.|3.07|12.2579|8.0186|23.9394|2.667|9.1821|3.0036|20.6481|0.8295|0.3979
know||0.0|15.4593|1.9471|8.8947|0.5313|8.4524|3.2372|3.517|1.08|-0.623
it||0.0|13.4594|3.7927|4.3679|1.3487|4.4235|15.8591|16.9412|5.3015|1.7274
sounds||0.0|11.9827|4.0474|6.4726|1.0474|4.5961|17.2561|17.3737|6.1631|-0.7756
like||0.0|7.4487|3.3327|8.2222|0.8906|6.0138|10.5647|17.2561|3.779|0.1144
a||0.0|6.5789|1.5196|3.3327|0.5619|8.4922|4.0377|10.5647|1.2572|2.8795
little||0.0|7.4042|3.7057|4.197|1.2911|6.0539|18.0835|18.0835|4.3645|0.5752
thing||0.0|5.7222|4.4955|7.7181|1.0211|2.0836|24.4848|25.7116|9.1195|-0.7415
to||0.0|-0.2334|1.8563|7.573|0.4677|3.5159|13.5442|24.4848|4.99|-0.1025
you||0.0|-0.3479|8.843|8.843|3.2053|7.2028|5.8938|15.2036|1.2938|-0.7756
but|,|0.0|-4.7426|2.267|9.6232|0.8713|4.6678|10.7307|10.9882|4.0229|-0.5769
i||6.02|13.8232|1.8927|20.413|0.6209|9.7294|2.1859|11.5837|0.5787|-1.153
looked||1.79|7.5229|3.8812|8.4565|0.8636|2.2817|20.8694|20.8694|7.3239|-0.8371
in||0.0|4.8757|2.6384|6.5472|0.7232|7.5444|2.7996|20.8694|0.6989|-0.1025
the||0.0|0.4486|4.6865|7.5859|1.5095|8.5141|2.0899|3.0715|0.5662|0.1144
rearview||0.0|0.0|0.0|4.6865|0.0|0.0|0.0|9.5623|0.0|-0.8371
mirror||0.0|2.407|3.5904|3.6517|0.5606|7.093|3.523|8.7842|0.8309|-0.6856
and||0.0|7.5493|1.5296|8.218|0.3493|4.7124|12.0053|13.2548|2.9815|-1.0201
all||1.65|2.4858|5.9402|8.5431|1.4313|3.8459|10.8265|12.2879|2.9601|-1.3503
of||0.0|1.5222|3.8283|6.3778|1.4304|3.8913|5.8267|10.8265|2.4062|1.7274
a||0.0|-1.0539|1.5343|5.0669|0.5996|2.614|12.0477|12.2689|4.2962|1.3433
sudden||0.0|-0.863|3.3193|3.3193|0.9288|2.0487|16.3789|16.3789|6.172|-0.3111
it||0.0|-3.5085|3.9208|7.0353|1.1501|1.7141|19.9214|22.343|5.7928|-0.8074
just||0.0|-3.8756|3.3026|4.3019|1.0731|-2.8505|21.1509|21.2188|6.6859|-0.7756
hit||0.0|-6.1135|4.6431|7.1159|1.4321|-0.0604|19.6124|21.2875|6.295|-0.5769
me||0.0|-9.8176|4.0538|7.1808|0.9821|2.9814|6.418|19.6124|1.7058|-1.0547
there|.|0.0|-1.5755|2.3817|10.9329|0.7845|1.8073|11.6054|11.6054|4.0279|-0.5269
was||0.0|-2.2905|3.2249|3.5888|1.2635|1.513|12.5356|13.6653|4.5129|0.1144
no||0.0|0.1525|4.0746|5.5943|1.1886|6.1037|11.1284|15.1777|2.9034|-0.1025
motorcade||0.0|-6.4638|10.0627|11.0861|2.6466|0.5623|22.6904|23.3291|6.8435|-0.3231
back||0.0|-8.314|5.4939|11.2821|1.9783|-4.5045|20.5667|24.104|7.7124|-0.7756
there||0.0|-4.8691|1.597|6.8822|0.4417|0.0199|15.5221|20.5667|3.7899|-0.7756
you've|.|2.9|12.8977|2.9614|19.5889|0.9951|5.1167|7.79|19.5068|2.7781|0.5752
heard||0.0|14.7001|6.2997|6.2997|1.6415|6.6572|12.1719|12.1719|3.572|-0.1025
of||0.0|9.4438|7.6494|10.3851|2.6089|-0.6839|18.2725|18.526|6.7383|0.246
phantom||0.0|1.3225|9.077|16.9954|2.2153|3.2134|22.0483|22.0483|7.5369|-0.5524
limb||0.0|-0.1493|5.9674|9.2034|2.075|6.9852|5.2542|22.0483|1.4383|-0.7415
pain||0.0|2.1471|3.7377|6.787|1.2907|3.278|18.8512|20.7196|4.8559|-1.1408
this|?|7.4|0.8278|2.467|4.0025|0.7163|0.6253|9.1951|19.3341|3.3891|0.5752
was||0.0|1.2282|6.5815|6.5815|2.3911|4.6238|11.8926|11.8926|4.3564|-0.1929
a||0.0|0.9473|5.0922|6.5815|1.2776|8.3644|7.2871|11.8926|1.8712|0.5752
rented||0.0|0.7458|10.0299|10.0299|2.6868|2.7972|19.5976|19.5976|6.6929|-0.6856
ford||0.0|-10.1468|10.0634|20.3888|2.7985|0.7934|19.5183|20.2316|7.0032|-1.0014
taurus||0.0|-13.569|3.6134|10.0634|0.9499|0.2828|23.2443|24.0591|6.7095|-0.8371
it|.|2.86|4.5706|2.544|20.5946|0.7231|2.2298|15.8878|24.9235|5.3649|-0.4124
was||0.0|1.9698|8.8945|9.2209|3.4114|2.2474|14.4325|15.8878|5.0514|-0.7415
dinnertime||0.0|-3.1031|10.3838|13.2475|3.4015|3.1582|22.2185|22.2185|5.9089|-0.5607
and|,|0.5|-1.4696|2.0691|10.3838|0.546|4.5944|33.6413|34.2812|7.4796|-1.3101
we||0.59|-2.1857|2.9623|2.9623|0.9989|4.1839|11.9051|33.6413|4.153|-0.1025
started||0.0|1.8267|5.1647|7.2625|1.5101|4.7781|17.9123|17.9123|6.4093|0.3979
looking||0.0|1.251|3.9037|5.1647|1.1961|6.4468|12.0826|17.9123|3.7933|0.6754
for||0.0|-1.6123|1.4565|5.3981|0.4856|3.5998|10.5308|13.0577|3.7149|1.0361
a||0.0|-3.0582|3.213|3.6477|1.397|2.6667|9.3376|10.5308|3.8765|3.8012
place||0.0|-3.7904|4.9392|5.2725|1.565|1.8386|17.614|17.614|6.4611|-0.705
to||0.0|-4.2776|4.743|5.6182|1.3144|-1.7831|20.0596|22.1483|7.9951|0.5752
eat||0.0|-6.7619|5.9695|5.9974|1.7213|-0.5385|22.6068|22.9965|8.3896|-0.9391
we|.|0.0|0.0|0.0|8.6948|0.0|0.0|0.0|22.6068|0.0|0.0
were||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
on||0.0|-5.284|2.9973|7.1605|0.7039|6.7259|10.3893|10.3893|2.4598|0.0
i||0.0|-2.5104|4.4978|7.3088|1.7416|7.7127|8.9786|10.6263|2.3772|-0.1929
forty||0.0|0.0122|1.9633|5.229|0.5058|2.6201|21.2916|21.2916|8.1198|-0.4722
we|.|0.0|7.0367|5.0845|10.7639|1.6516|5.6904|4.4564|21.2916|1.5298|0.1144
got||0.0|6.9469|2.9944|5.0845|0.6274|4.2499|17.8043|17.8043|6.2689|-0.623
to||0.0|5.5914|8.3327|8.3327|1.7165|0.6521|25.1959|25.1959|5.8389|-1.3746
exit||0.0|6.7317|8.0989|8.3327|1.9479|-0.9838|25.1304|25.4732|7.3038|-0.3465
two||0.0|0.7511|6.4093|12.1191|1.9197|2.1929|23.9436|26.4954|7.3848|-0.2737
hundred||0.0|0.0|0.0|6.4093|0.0|0.0|0.0|23.9436|0.0|0.0
and||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
thirty||0.0|-2.3425|3.64|4.1262|1.1734|5.617|13.6945|13.6945|3.766|0.0
eight||0.0|-4.9557|2.6694|5.5831|1.1315|-2.4418|25.4197|25.5211|9.1834|-1.0547
lebanon|,|0.0|-4.3104|4.3824|4.3824|1.5234|2.9727|27.7089|27.7089|7.1519|-0.0362
tennessee|,|0.0|-3.4207|4.8711|5.2884|1.2208|-0.1262|16.6649|27.7089|5.9835|0.0549
we|.|0.0|-9.2263|2.1821|9.025|0.8007|-1.2875|2.1071|16.6649|1.0535|1.7274
got||0.0|-6.3712|6.1673|6.1673|1.9384|6.1241|10.7791|10.7791|3.5349|0.3979
off||0.0|-3.1455|1.4403|8.0959|0.4676|3.4333|13.4841|13.8464|5.471|0.5752
the||0.0|-4.4405|2.3478|2.8178|0.9195|3.5983|9.8544|13.4841|3.1195|0.5752
exit||0.0|-5.3774|3.2889|4.4726|0.9741|-0.1177|16.8936|16.8936|6.5978|0.483
started|,|0.0|-5.7698|1.0303|3.2889|0.4182|4.3969|4.921|16.8936|2.05|0.6754
looking||0.0|-4.4238|3.533|3.533|0.9791|1.7741|22.865|22.865|7.4966|1.7274
for||0.0|-7.1082|0.9317|4.5837|0.4306|1.4955|8.6857|22.865|3.5613|2.8795
a||0.0|-2.8691|7.2213|7.764|2.0067|4.1752|13.98|13.98|4.1097|7.4881
we||0.0|-7.5442|6.9125|12.2738|1.4732|0.7812|16.6002|17.4451|5.1027|2.8795
found||0.0|0.0|0.0|12.0574|0.0|0.0|0.0|16.6002|0.0|-0.623
a||0.0|-5.8821|2.8838|7.5267|0.5824|1.3547|30.2085|30.2085|7.5819|2.2211
shoney's||0.0|-7.3864|2.2045|3.3999|0.5746|-1.0775|24.8544|30.2085|7.5438|-0.8074
restaurant||0.0|-7.6543|1.4804|2.5517|0.4836|3.9768|10.6879|24.8544|3.1519|-0.2208
low|.|1.08|0.0|0.0|8.39|0.0|0.0|0.0|10.6879|0.0|0.1144
cost||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.2902
family||0.0|-9.4914|2.6732|10.9087|0.7814|1.8537|9.1834|9.1834|2.8827|-0.5092
restaurant||0.0|-11.6137|0.5107|3.6269|0.1992|-8.3434|6.0889|16.3458|2.6873|-0.2737
chain||0.38|-11.1022|0.2977|0.9088|0.1281|-0.6004|7.8405|13.2717|3.1263|-1.0547
for|,|0.0|-10.1979|1.9425|2.0314|0.7849|-1.4151|10.4437|10.4437|4.2773|0.7847
those||0.0|-10.1092|7.9316|7.9316|2.688|1.2912|7.5568|11.3323|2.7903|-0.2737
of||0.0|-17.6459|0.9487|10.8186|0.3184|6.0256|3.8615|10.0316|1.0263|2.2211
you||0.0|-17.6104|0.6804|0.9487|0.215|2.3348|14.0038|14.0653|5.1787|2.8795
who||0.0|5.4409|5.7906|27.4289|1.9697|3.4444|12.4079|15.7564|4.1568|2.8795
don't||0.0|3.4407|1.8671|6.9884|0.5258|2.4926|18.0947|18.8204|6.4719|0.246
know||0.0|2.4326|1.1072|2.3117|0.3438|8.4012|3.2907|19.5532|1.1636|-0.0009
it||0.0|0.9742|1.2956|2.6515|0.4099|5.5154|14.5838|15.5396|5.1821|0.1144
we|.|1.2|0.0811|5.0753|5.2747|1.4884|1.7345|17.3531|17.3531|6.9842|-1.1973
went||0.0|-2.3463|2.3257|5.0753|0.7179|6.8597|12.6981|17.3531|3.0916|-0.7415
in||0.0|-2.7154|3.502|3.7042|1.2923|1.2847|17.2221|18.0925|6.5988|0.5752
and||0.0|-2.5499|4.99|4.99|1.8022|1.3361|16.8694|17.4787|5.7548|1.0361
sat||0.0|-4.6777|3.8419|6.6621|0.8205|1.4483|20.4337|22.1832|6.5173|-0.5269
down||0.0|-3.3929|1.4763|4.5938|0.4548|5.2736|8.0857|21.0187|2.0767|-0.3465
at||0.0|-3.1275|0.774|1.5147|0.2106|4.9448|6.3282|8.624|2.0885|1.3433
the||0.0|1.8231|5.0171|7.7205|1.4319|2.3056|27.6004|27.6004|6.678|0.3979
booth||0.0|1.6504|3.8808|5.0335|1.0542|4.3559|22.4617|27.7352|7.7099|-1.0201
and|,|0.0|-1.2186|3.8774|6.4675|1.0165|5.4778|14.0162|22.6244|3.9914|0.246
the||0.0|-2.2347|1.4395|3.8774|0.5111|7.1856|5.1219|14.0162|1.6138|0.7847
waitress||0.63|-3.3432|1.2104|2.4952|0.4469|4.1918|13.4276|13.4276|5.5291|-0.0009
came||0.0|-2.4829|3.7801|4.6278|1.0966|-2.0962|22.3887|22.3887|8.631|-0.7415
over||0.0|-0.1797|11.8731|11.8731|3.4049|4.1536|17.256|23.1938|4.4958|-1.1007
made|,|0.0|-8.3346|6.3247|17.8969|2.1209|1.7016|18.967|21.9275|5.6336|-0.2737
a||0.0|-17.2943|7.4554|14.2127|2.4265|-3.9794|25.2903|25.3565|9.0514|2.2211
big||0.0|1.442|1.5996|22.2894|0.5759|5.4938|10.258|26.5725|3.2754|-0.5269
commotion||0.0|5.6569|8.1218|9.0527|2.5942|0.6971|18.6726|18.6726|6.7833|-0.3692
over||0.0|6.7655|5.4677|8.1218|1.615|8.9327|4.4859|18.8918|1.0646|0.246
tipper||0.0|1.7049|3.4899|9.1501|0.8311|8.3794|6.4744|6.6027|1.5356|-0.3111
she|.|2.69|-0.9849|3.1662|6.1643|0.8141|3.7716|16.535|17.6413|5.212|0.246
